alg,threads,read_ratio,record_size,req_per_query,total_count,zipf_theta,tput_1,tput_2,tput_3
Cicada,16,0.2,128.0,1.0,8192000.0,0.4,19100299.0,18657396.0,18906213.0
Silo,4,0.2,32.0,100.0,32768000.0,0.4,58856.0,58537.0,58538.0
Hekaton,16,0.6,1000.0,10.0,512000.0,0.0,1197692.0,798908.0,802898.0
2PL,28,1.0,32.0,1.0,2048000.0,0.4,26368084.0,26824542.0,24948475.0
Silo,28,0.2,128.0,100.0,32768000.0,0.99,14270.0,14524.0,14713.0
ERMIA,4,1.0,100.0,100.0,32768000.0,0.4,47775.3,46635.4,46701.3
2PL,1,0.2,32.0,100.0,8192000.0,0.99,27709.0,26892.0,28550.0
Cicada,28,0.0,8.0,1.0,2048000.0,0.99,19690975.0,10116900.0,9508920.0
Hekaton,28,0.2,128.0,10.0,128000.0,0.8,517899.0,354549.0,43195.0
TicToc,16,1.0,1000.0,1.0,512000.0,0.4,16100810.0,15851107.0,14974550.0
TicToc,16,0.2,1000.0,10.0,512000.0,0.8,1554429.0,1231138.0,1259005.0
TicToc,28,0.6,32.0,1.0,128000.0,0.8,43019579.0,46040901.0,43370616.0
TicToc,4,0.6,1000.0,10.0,2048000.0,0.8,516863.0,532583.0,531576.0
MOCC,4,0.0,100.0,100.0,8192000.0,0.0,41068.045928356,40954.92695057507,41910.87206663218
Hekaton,4,0.2,32.0,100.0,128000.0,0.0,66828.0,68526.0,68477.0
2PL,16,0.0,32.0,10.0,2048000.0,0.4,1946148.0,1959919.0,1902761.0
Hekaton,28,0.2,32.0,10.0,8192000.0,0.0,2340756.0,2337222.0,2375855.0
2PL,28,0.0,8.0,10.0,8192000.0,0.8,2376656.0,2379946.0,2305942.0
TicToc,4,0.2,1000.0,10.0,2048000.0,0.99,412972.0,416687.0,412964.0
Hekaton,16,0.2,32.0,10.0,32768000.0,0.8,1627100.0,1640513.0,1642596.0
Cicada,28,1.0,128.0,10.0,32768000.0,0.0,6981415.0,6927167.0,6853649.0
Cicada,1,1.0,8.0,1.0,8192000.0,0.99,2725860.0,2729676.0,2738206.0
2PL,4,1.0,1000.0,100.0,128000.0,0.0,54059.0,53580.0,54360.0
Cicada,4,0.2,32.0,1.0,2048000.0,0.8,6076682.0,6055248.0,5912877.0
Hekaton,4,1.0,32.0,10.0,128000.0,0.99,1277255.0,1316801.0,1300812.0
2PL,16,1.0,1000.0,100.0,512000.0,0.4,171773.0,171032.0,171386.0
ERMIA,16,0.2,100.0,10.0,32768000.0,0.8,947046.0,958316.0,831804.0
FOEDUS,8,0.6,100.0,1.0,2048000.0,0.0,9892384.927654268,8847718.911419688,9013210.251847459
Hekaton,4,0.2,32.0,100.0,128000.0,0.99,35900.0,35667.0,35729.0
Cicada,16,0.6,1000.0,100.0,2048000.0,0.0,215475.0,215995.0,215614.0
Hekaton,4,1.0,8.0,10.0,2048000.0,0.8,705158.0,718594.0,713113.0
TicToc,28,1.0,32.0,10.0,8192000.0,0.8,5652435.0,5547793.0,5635377.0
TicToc,4,0.2,128.0,1.0,2048000.0,0.4,4743076.0,4546287.0,4541545.0
Hekaton,16,0.6,32.0,1.0,512000.0,0.0,3560960.0,3072617.0,3203016.0
TicToc,1,0.2,1000.0,100.0,512000.0,0.4,11588.0,11618.0,11690.0
TicToc,4,0.0,128.0,10.0,32768000.0,0.99,521946.0,515008.0,516741.0
TicToc,28,0.0,1000.0,1.0,128000.0,0.99,5538068.0,5886889.0,5617639.0
Hekaton,1,0.2,8.0,100.0,8192000.0,0.4,13383.0,13468.0,13458.0
TicToc,28,0.6,128.0,1.0,512000.0,0.8,37025049.0,37583909.0,36876584.0
TicToc,16,0.2,1000.0,10.0,128000.0,0.99,545819.0,552530.0,548944.0
TicToc,4,0.6,8.0,100.0,2048000.0,0.99,59557.0,59756.0,59777.0
Hekaton,1,0.2,8.0,1.0,32768000.0,0.8,1163409.0,1051497.0,1158098.0
TicToc,16,1.0,32.0,100.0,32768000.0,0.4,292984.0,292133.0,295496.0
Silo,16,0.0,32.0,10.0,2048000.0,0.8,2910527.0,2933285.0,2951583.0
Silo,16,1.0,1000.0,1.0,8192000.0,0.8,15354501.0,12828406.0,13803964.0
ERMIA,4,0.2,100.0,1.0,128000.0,0.8,2115390.0,2034040.0,1673360.0
TicToc,1,1.0,1000.0,1.0,512000.0,0.8,1755675.0,1383154.0,1384467.0
2PL,16,1.0,8.0,100.0,2048000.0,0.8,253276.0,251074.0,251851.0
Hekaton,4,0.2,1000.0,1.0,2048000.0,0.8,2527927.0,2706353.0,2540451.0
Cicada,1,0.0,128.0,100.0,128000.0,0.8,44563.0,43369.0,43458.0
Hekaton,1,0.6,32.0,1.0,512000.0,0.4,1108206.0,1104208.0,1108434.0
2PL,16,0.6,1000.0,100.0,128000.0,0.0,156787.0,156596.0,157154.0
Cicada,28,0.6,32.0,1.0,128000.0,0.99,30090399.0,30468002.0,31204623.0
2PL,1,0.6,8.0,1.0,2048000.0,0.99,1760239.0,1754367.0,1742757.0
2PL,16,1.0,1000.0,1.0,32768000.0,0.99,13608492.0,10115841.0,10564236.0
Hekaton,4,0.2,8.0,1.0,512000.0,0.0,3104174.0,3092133.0,3043410.0
Hekaton,16,0.6,32.0,100.0,128000.0,0.4,250438.0,197319.0,202513.0
2PL,28,0.2,8.0,1.0,32768000.0,0.99,10419224.0,11781134.0,11511693.0
TicToc,28,0.0,1000.0,1.0,2048000.0,0.99,6774683.0,4136382.0,2868403.0
Hekaton,1,0.6,1000.0,10.0,512000.0,0.99,188941.0,188577.0,188979.0
Hekaton,28,0.0,32.0,100.0,2048000.0,0.99,18468.0,18671.0,18663.0
Hekaton,28,0.0,128.0,100.0,512000.0,0.4,251929.0,253291.0,253307.0
Hekaton,16,1.0,1000.0,10.0,128000.0,0.0,1868636.0,1825362.0,1797078.0
2PL,4,1.0,128.0,1.0,512000.0,0.4,4140011.0,4339770.0,4303742.0
Cicada,16,0.0,8.0,1.0,512000.0,0.0,22857193.0,22806448.0,22886341.0
2PL,28,0.2,128.0,10.0,128000.0,0.99,359158.0,360333.0,359697.0
TicToc,28,0.0,1000.0,10.0,2048000.0,0.0,2297961.0,2312794.0,2310069.0
Silo,1,0.0,1000.0,100.0,2048000.0,0.0,10364.0,10296.0,10355.0
MOCC,28,0.6,100.0,100.0,128000.0,0.0,322751.80220434914,317147.7589278242,317514.1178722691
Cicada,4,0.0,1000.0,1.0,2048000.0,0.8,3871938.0,3881857.0,3860943.0
MOCC,4,0.0,100.0,1.0,8192000.0,0.8,3950590.185343312,3654829.1101070717,3802678.0050745322
Cicada,16,0.6,1000.0,10.0,512000.0,0.0,2195252.0,2200659.0,2192837.0
Hekaton,1,1.0,8.0,10.0,8192000.0,0.99,289400.0,291136.0,295955.0
TicToc,1,0.6,8.0,10.0,512000.0,0.99,439809.0,445643.0,439136.0
Cicada,4,0.6,128.0,100.0,32768000.0,0.8,79619.0,78915.0,79273.0
2PL,28,0.2,128.0,10.0,128000.0,0.8,1121670.0,1122208.0,1115732.0
ERMIA,28,0.2,100.0,100.0,512000.0,0.0,222845.0,224036.0,226845.0
ERMIA,28,0.2,100.0,100.0,512000.0,0.4,207830.0,208602.0,210954.0
Cicada,28,0.6,128.0,10.0,2048000.0,0.99,2016030.0,2018958.0,1997449.0
Cicada,16,0.2,128.0,1.0,128000.0,0.99,15837451.0,16303758.0,16493325.0
ERMIA,16,0.0,100.0,10.0,8192000.0,0.0,957736.0,819603.0,824946.0
FOEDUS,28,0.2,100.0,1.0,512000.0,0.99,992427.9969049416,650083.8913201478,581795.8043223737
TicToc,4,0.2,32.0,10.0,512000.0,0.8,907344.0,907580.0,908716.0
Hekaton,4,0.6,32.0,1.0,32768000.0,0.99,3336622.0,3514185.0,3417447.0
2PL,28,0.2,1000.0,100.0,2048000.0,0.4,205625.0,72609.0,72369.0
TicToc,4,0.0,8.0,100.0,2048000.0,0.99,35826.0,36139.0,36556.0
FOEDUS,4,1.0,100.0,10.0,8192000.0,0.8,725746.9832913494,711097.1810297241,708697.7150937779
Cicada,16,0.6,32.0,1.0,128000.0,0.99,23163540.0,24454483.0,23724029.0
ERMIA,28,1.0,100.0,10.0,8192000.0,0.0,1967590.0,1969410.0,1981820.0
Hekaton,28,1.0,128.0,10.0,512000.0,0.4,3043945.0,3650245.0,3383863.0
ERMIA,2,0.2,100.0,10.0,32768000.0,0.8,152638.0,120731.0,146423.0
Cicada,16,1.0,32.0,100.0,2048000.0,0.8,650071.0,646311.0,648599.0
Silo,4,0.6,8.0,1.0,2048000.0,0.0,5688464.0,5730942.0,5401961.0
Cicada,1,0.0,1000.0,1.0,512000.0,0.99,1575284.0,1593920.0,1593268.0
Hekaton,4,0.6,32.0,100.0,32768000.0,0.8,46652.0,46843.0,46859.0
ERMIA,28,0.0,100.0,10.0,8192000.0,0.4,1269170.0,1294250.0,1271030.0
Hekaton,28,1.0,32.0,1.0,8192000.0,0.0,3171910.0,3161174.0,2958942.0
2PL,1,0.2,1000.0,1.0,32768000.0,0.4,868547.0,904194.0,905122.0
2PL,4,0.6,8.0,1.0,32768000.0,0.4,4056838.0,4215550.0,4112151.0
ERMIA,8,0.6,100.0,1.0,2048000.0,0.4,3767130.0,3047960.0,3696660.0
Silo,16,1.0,1000.0,100.0,128000.0,0.99,520294.0,526286.0,525744.0
Silo,1,1.0,1000.0,10.0,512000.0,0.0,155369.0,163905.0,158375.0
ERMIA,1,0.6,100.0,100.0,32768000.0,0.99,12446.9,12109.8,12122.3
TicToc,16,1.0,128.0,1.0,8192000.0,0.4,17104220.0,17302972.0,17164897.0
Hekaton,28,1.0,32.0,1.0,2048000.0,0.4,3289944.0,3215721.0,2953832.0
2PL,16,0.2,8.0,10.0,8192000.0,0.99,414531.0,411388.0,409318.0
2PL,16,0.0,8.0,10.0,32768000.0,0.0,1880233.0,1922202.0,1881588.0
FOEDUS,4,0.2,100.0,10.0,8192000.0,0.0,445585.624792423,446105.94170403585,423328.0297286619
2PL,4,1.0,1000.0,10.0,8192000.0,0.99,595359.0,612876.0,583026.0
ERMIA,16,1.0,100.0,10.0,32768000.0,0.0,1369460.0,1392380.0,1308910.0
TicToc,4,1.0,1000.0,1.0,2048000.0,0.8,4369513.0,4394246.0,4607428.0
Silo,4,0.2,8.0,1.0,2048000.0,0.0,5616722.0,5628115.0,5713330.0
Cicada,1,0.6,1000.0,1.0,128000.0,0.0,1613525.0,1358144.0,1365161.0
Cicada,4,1.0,128.0,10.0,2048000.0,0.0,1231918.0,1231376.0,1230833.0
Silo,28,0.6,128.0,10.0,8192000.0,0.8,4565948.0,4567315.0,4577931.0
2PL,4,0.6,128.0,1.0,8192000.0,0.99,5132388.0,5149106.0,5250722.0
Hekaton,16,0.0,128.0,100.0,2048000.0,0.8,17900.0,18047.0,18035.0
2PL,4,0.2,32.0,100.0,128000.0,0.4,81617.0,83747.0,84085.0
ERMIA,8,1.0,100.0,100.0,8192000.0,0.99,141525.0,140800.0,140973.0
Cicada,4,0.2,1000.0,100.0,512000.0,0.0,53717.0,53791.0,53886.0
Cicada,16,1.0,8.0,10.0,2048000.0,0.99,6451688.0,6327857.0,6323475.0
Cicada,28,0.6,8.0,10.0,8192000.0,0.8,6388645.0,6480070.0,6444662.0
Cicada,16,0.2,8.0,100.0,2048000.0,0.99,54115.0,53624.0,54040.0
Silo,16,1.0,8.0,1.0,512000.0,0.0,23906818.0,23788269.0,23607916.0
TicToc,28,0.6,8.0,100.0,2048000.0,0.0,472326.0,473560.0,473542.0
2PL,28,0.0,128.0,10.0,32768000.0,0.4,2902427.0,2863842.0,2914380.0
TicToc,4,0.0,128.0,10.0,128000.0,0.8,823809.0,815689.0,793831.0
TicToc,16,1.0,8.0,10.0,512000.0,0.8,5249328.0,5274786.0,5263688.0
Hekaton,28,1.0,1000.0,100.0,128000.0,0.0,306943.0,307636.0,309014.0
2PL,28,0.6,1000.0,100.0,8192000.0,0.99,16503.0,16492.0,16499.0
2PL,28,0.0,32.0,10.0,8192000.0,0.99,391829.0,393834.0,395009.0
TicToc,4,1.0,8.0,100.0,128000.0,0.99,326494.0,323208.0,326908.0
2PL,16,1.0,1000.0,1.0,8192000.0,0.8,13118650.0,13492608.0,13294625.0
2PL,28,0.2,1000.0,10.0,128000.0,0.8,849968.0,714323.0,755533.0
ERMIA,16,0.0,100.0,1.0,128000.0,0.4,5465280.0,5264470.0,4894200.0
Hekaton,4,0.6,8.0,10.0,128000.0,0.0,733013.0,723622.0,734010.0
ERMIA,2,0.2,100.0,100.0,128000.0,0.0,24862.0,21449.8,24708.0
TicToc,16,1.0,1000.0,1.0,512000.0,0.0,14514847.0,14628219.0,14405749.0
Cicada,16,0.2,128.0,100.0,32768000.0,0.0,252227.0,252420.0,251736.0
2PL,1,0.2,128.0,10.0,512000.0,0.99,307985.0,305257.0,303264.0
Silo,4,0.2,1000.0,100.0,8192000.0,0.4,37894.0,36181.0,35350.0
TicToc,28,0.0,1000.0,100.0,8192000.0,0.4,191435.0,190904.0,190947.0
MOCC,28,0.2,100.0,100.0,8192000.0,0.0,269697.05940398655,280591.00011413277,281767.7350894167
Silo,28,0.2,128.0,10.0,8192000.0,0.4,3899679.0,3898640.0,3910451.0
ERMIA,8,0.6,100.0,100.0,128000.0,0.99,15490.9,15518.7,15561.2
Silo,4,0.2,32.0,1.0,512000.0,0.8,6092921.0,6599962.0,6433357.0
Cicada,16,1.0,8.0,10.0,32768000.0,0.8,5146321.0,5165079.0,5124440.0
Cicada,28,0.6,8.0,10.0,512000.0,0.99,1839356.0,1836574.0,1842522.0
ERMIA,8,0.6,100.0,1.0,128000.0,0.4,4395230.0,4264420.0,4210830.0
Cicada,4,0.2,128.0,1.0,128000.0,0.0,6090902.0,6132534.0,6085067.0
ERMIA,2,0.0,100.0,100.0,8192000.0,0.8,10990.8,10853.6,10939.1
Silo,4,0.6,1000.0,10.0,32768000.0,0.4,447970.0,446423.0,454853.0
Silo,28,0.6,32.0,1.0,2048000.0,0.99,11418482.0,7064426.0,7138886.0
Hekaton,1,0.6,1000.0,1.0,128000.0,0.0,888359.0,895878.0,895814.0
2PL,1,0.2,8.0,100.0,512000.0,0.0,18640.0,19255.0,18273.0
2PL,16,1.0,8.0,1.0,512000.0,0.4,17530285.0,14396090.0,14888254.0
Cicada,28,0.2,8.0,1.0,512000.0,0.0,39622477.0,40399066.0,40280125.0
2PL,28,0.6,128.0,100.0,512000.0,0.0,347472.0,345996.0,345780.0
2PL,28,0.0,8.0,100.0,32768000.0,0.99,21254.0,,20890.0
TicToc,4,0.6,128.0,1.0,128000.0,0.99,8022636.0,7175279.0,7168927.0
2PL,16,1.0,8.0,1.0,128000.0,0.4,21140135.0,20419807.0,20682171.0
Cicada,28,0.0,128.0,1.0,32768000.0,0.4,32659748.0,31350228.0,31930836.0
MOCC,4,1.0,100.0,1.0,8192000.0,0.0,5718254.442287591,5714768.037102396,5611141.934474273
Hekaton,16,1.0,8.0,100.0,2048000.0,0.0,220810.0,221260.0,221366.0
2PL,1,1.0,1000.0,10.0,128000.0,0.0,147855.0,147042.0,163351.0
2PL,28,0.2,128.0,100.0,8192000.0,0.0,309289.0,309384.0,309255.0
Silo,4,0.6,128.0,10.0,512000.0,0.4,741293.0,757706.0,752693.0
Hekaton,4,0.6,1000.0,100.0,32768000.0,0.4,35530.0,34494.0,34916.0
Cicada,28,0.2,128.0,1.0,2048000.0,0.99,21874942.0,20740170.0,20664241.0
2PL,1,0.2,1000.0,10.0,8192000.0,0.8,128298.0,125911.0,133165.0
Silo,28,0.6,32.0,100.0,8192000.0,0.4,467826.0,468440.0,473303.0
2PL,1,0.6,128.0,1.0,32768000.0,0.99,1429881.0,1439458.0,1442196.0
Silo,4,0.2,128.0,100.0,128000.0,0.99,42120.0,39749.0,39061.0
Silo,16,1.0,128.0,1.0,512000.0,0.99,34768104.0,33245249.0,34171409.0
Silo,4,0.6,32.0,1.0,8192000.0,0.99,6807308.0,6855753.0,6423254.0
ERMIA,2,0.2,100.0,100.0,32768000.0,0.4,15281.7,15401.8,15068.0
2PL,4,0.6,128.0,100.0,512000.0,0.4,59402.0,56381.0,57317.0
Hekaton,1,0.2,32.0,1.0,8192000.0,0.8,1110719.0,1095806.0,1129929.0
Cicada,16,0.0,32.0,1.0,2048000.0,0.8,20916312.0,16622956.0,16139512.0
TicToc,16,0.0,128.0,1.0,32768000.0,0.0,16881236.0,16243188.0,16696554.0
Cicada,4,1.0,8.0,10.0,128000.0,0.0,2512447.0,2477582.0,2331210.0
Hekaton,28,0.6,8.0,100.0,8192000.0,0.99,26789.0,26890.0,26870.0
Hekaton,16,1.0,128.0,1.0,128000.0,0.99,2764340.0,3167845.0,2723904.0
Cicada,4,0.0,8.0,1.0,512000.0,0.99,6876446.0,6804356.0,6765408.0
MOCC,16,1.0,100.0,10.0,8192000.0,0.8,2808205.3681178563,2822601.1712591033,2815506.4476918997
Hekaton,1,0.0,32.0,1.0,8192000.0,0.8,1097248.0,1096385.0,1101983.0
Hekaton,1,0.2,1000.0,1.0,512000.0,0.4,799941.0,911036.0,804421.0
TicToc,1,0.2,128.0,100.0,512000.0,0.8,23209.0,22803.0,23156.0
TicToc,28,0.2,32.0,10.0,32768000.0,0.99,1173591.0,1174202.0,1174943.0
2PL,4,0.2,32.0,100.0,8192000.0,0.0,53263.0,52156.0,52519.0
MOCC,4,0.2,100.0,1.0,128000.0,0.8,5343080.835578958,5364323.699095821,5184291.935927633
2PL,28,0.0,128.0,1.0,128000.0,0.8,23366571.0,24258716.0,24272715.0
Cicada,16,0.0,1000.0,10.0,2048000.0,0.99,759346.0,758050.0,761698.0
TicToc,28,0.6,128.0,1.0,512000.0,0.0,31050784.0,31564000.0,31152807.0
Silo,4,0.2,128.0,100.0,2048000.0,0.4,53638.0,53258.0,53442.0
Cicada,4,0.6,8.0,100.0,128000.0,0.0,154507.0,157347.0,156057.0
Cicada,16,1.0,1000.0,1.0,128000.0,0.99,28533463.0,27944155.0,27953027.0
Hekaton,1,0.2,1000.0,100.0,2048000.0,0.8,10425.0,10423.0,10390.0
Hekaton,28,0.6,32.0,100.0,128000.0,0.8,38313.0,38486.0,38587.0
Cicada,16,0.2,32.0,1.0,32768000.0,0.4,19311495.0,19601029.0,20091995.0
2PL,4,0.6,8.0,100.0,128000.0,0.99,39501.0,39123.0,39169.0
Hekaton,1,0.6,128.0,10.0,2048000.0,0.4,146450.0,147428.0,147505.0
TicToc,28,0.6,1000.0,1.0,8192000.0,0.0,21113277.0,21378550.0,21160301.0
TicToc,1,0.6,128.0,1.0,32768000.0,0.0,1259956.0,1240175.0,1243519.0
2PL,28,1.0,128.0,1.0,512000.0,0.0,26964976.0,28430813.0,28102282.0
Cicada,1,0.2,1000.0,100.0,512000.0,0.4,17749.0,17820.0,17575.0
Silo,1,0.0,128.0,1.0,2048000.0,0.8,1527717.0,1526710.0,1690187.0
Hekaton,4,0.6,128.0,100.0,512000.0,0.8,41257.0,41558.0,41294.0
Silo,16,0.0,8.0,1.0,8192000.0,0.4,20732124.0,20774292.0,20773094.0
ERMIA,16,0.6,100.0,1.0,32768000.0,0.99,4890570.0,5067440.0,4858050.0
Cicada,4,0.2,32.0,10.0,32768000.0,0.99,752057.0,698949.0,728495.0
Hekaton,16,0.0,32.0,1.0,32768000.0,0.8,4202437.0,3368820.0,3729597.0
Hekaton,4,0.2,128.0,100.0,512000.0,0.99,25201.0,25492.0,25357.0
TicToc,28,1.0,8.0,100.0,32768000.0,0.0,491507.0,492472.0,492519.0
Hekaton,1,1.0,8.0,1.0,8192000.0,0.0,1238006.0,1033474.0,1040925.0
TicToc,4,0.0,1000.0,100.0,128000.0,0.0,37074.0,36893.0,37276.0
2PL,28,0.6,128.0,10.0,32768000.0,0.99,542252.0,540980.0,542133.0
Hekaton,1,0.6,32.0,1.0,128000.0,0.0,1256986.0,1259221.0,1457546.0
Cicada,4,0.2,128.0,100.0,128000.0,0.0,103981.0,96313.0,98720.0
TicToc,28,0.6,8.0,100.0,8192000.0,0.99,63182.0,64116.0,63867.0
2PL,16,1.0,32.0,10.0,2048000.0,0.8,2304955.0,1698206.0,1901723.0
Hekaton,16,1.0,1000.0,100.0,512000.0,0.8,230749.0,232967.0,231405.0
Silo,1,0.0,8.0,1.0,8192000.0,0.0,1589601.0,1591943.0,1588984.0
Hekaton,4,1.0,1000.0,1.0,8192000.0,0.8,3268169.0,3035429.0,3060878.0
Hekaton,16,0.2,128.0,100.0,32768000.0,0.99,16802.0,16917.0,16893.0
Cicada,28,1.0,32.0,10.0,512000.0,0.0,9584563.0,5840468.0,5855270.0
MOCC,16,1.0,100.0,100.0,128000.0,0.4,515872.7621219937,488715.07593149954,489392.2615892689
Hekaton,4,1.0,8.0,1.0,512000.0,0.0,3114812.0,3189990.0,3045073.0
Silo,1,1.0,32.0,10.0,2048000.0,0.0,248679.0,238142.0,207213.0
ERMIA,4,0.2,100.0,1.0,512000.0,0.4,1839890.0,1869380.0,1829770.0
ERMIA,2,0.2,100.0,1.0,8192000.0,0.0,873841.0,873109.0,904509.0
TicToc,28,0.2,128.0,100.0,2048000.0,0.0,333594.0,209953.0,188240.0
Cicada,1,0.2,128.0,100.0,8192000.0,0.8,25738.0,25883.0,25391.0
FOEDUS,28,0.2,100.0,1.0,512000.0,0.4,28728123.994480893,12595346.370779837,13482516.834756931
FOEDUS,8,0.0,100.0,1.0,128000.0,0.0,9096058.276467709,8967586.594356604,9068992.835090581
Cicada,16,1.0,8.0,10.0,32768000.0,0.0,4551699.0,4543116.0,4508043.0
TicToc,16,0.6,128.0,10.0,8192000.0,0.99,1606554.0,1586959.0,1590715.0
Hekaton,1,0.2,128.0,100.0,128000.0,0.8,27429.0,27362.0,27513.0
TicToc,16,0.2,128.0,10.0,8192000.0,0.4,2283700.0,2260202.0,2259006.0
2PL,16,0.2,8.0,1.0,8192000.0,0.4,15957261.0,16202103.0,16194917.0
2PL,1,1.0,128.0,100.0,32768000.0,0.0,15766.0,15784.0,15973.0
MOCC,4,0.2,100.0,1.0,2048000.0,0.4,4364051.145658295,4365840.208109358,4261041.818710594
2PL,16,0.0,8.0,10.0,8192000.0,0.99,400340.0,399074.0,397955.0
2PL,1,0.2,8.0,10.0,32768000.0,0.99,248095.0,245243.0,221759.0
MOCC,8,1.0,100.0,10.0,128000.0,0.0,2107766.8323275354,2389912.3208519975,2327949.918302966
TicToc,1,1.0,8.0,10.0,128000.0,0.8,566291.0,592226.0,540350.0
2PL,28,1.0,32.0,10.0,512000.0,0.99,1017854.0,992030.0,1017904.0
Hekaton,1,0.2,128.0,100.0,8192000.0,0.0,13036.0,13112.0,13184.0
FOEDUS,8,1.0,100.0,100.0,8192000.0,0.0,130306.78867629635,130639.5461720933,130674.59204382333
Hekaton,1,1.0,128.0,10.0,128000.0,0.99,488009.0,489594.0,492207.0
2PL,1,1.0,128.0,100.0,32768000.0,0.8,17129.0,17656.0,17736.0
FOEDUS,16,0.6,100.0,100.0,128000.0,0.0,239687.65229044834,237982.00019614206,238660.42557040454
Silo,1,0.0,32.0,1.0,2048000.0,0.99,2122497.0,2133905.0,2109301.0
TicToc,16,0.6,1000.0,100.0,128000.0,0.0,163282.0,105154.0,107664.0
Silo,4,0.2,8.0,10.0,128000.0,0.99,579678.0,585196.0,575866.0
2PL,1,1.0,1000.0,1.0,512000.0,0.4,1205994.0,1014245.0,1014502.0
TicToc,28,0.6,32.0,1.0,8192000.0,0.0,30187917.0,29978327.0,30679141.0
Hekaton,16,1.0,8.0,1.0,512000.0,0.8,2955065.0,2979879.0,3184570.0
Hekaton,1,0.6,1000.0,100.0,128000.0,0.0,11613.0,11574.0,11563.0
2PL,4,1.0,8.0,10.0,512000.0,0.4,591276.0,602702.0,610175.0
TicToc,16,0.6,1000.0,10.0,32768000.0,0.8,1648230.0,1654867.0,1648614.0
FOEDUS,8,0.0,100.0,1.0,8192000.0,0.99,6937383.892470768,7036574.098990007,7031572.05061356
TicToc,1,0.2,32.0,10.0,128000.0,0.8,432311.0,431686.0,488076.0
2PL,16,1.0,128.0,1.0,8192000.0,0.4,14422842.0,15114861.0,14949674.0
2PL,16,1.0,1000.0,100.0,8192000.0,0.0,159092.0,158351.0,158461.0
2PL,28,1.0,8.0,1.0,512000.0,0.0,29860630.0,30576961.0,28902322.0
Cicada,28,0.2,128.0,10.0,128000.0,0.4,6264213.0,6293220.0,6266518.0
Cicada,16,0.2,32.0,100.0,2048000.0,0.0,326886.0,325295.0,325657.0
Cicada,16,1.0,32.0,100.0,32768000.0,0.8,507183.0,508456.0,506572.0
Cicada,16,0.2,8.0,1.0,8192000.0,0.0,22753836.0,23518909.0,22902723.0
MOCC,16,0.2,100.0,100.0,128000.0,0.8,10049.293903498161,10594.18041275976,9978.82817517901
Hekaton,1,0.2,32.0,10.0,128000.0,0.4,195575.0,197058.0,197238.0
2PL,16,0.6,32.0,10.0,128000.0,0.4,2727583.0,2218879.0,2151105.0
TicToc,4,0.6,1000.0,100.0,128000.0,0.99,31743.0,31701.0,31778.0
2PL,28,1.0,128.0,1.0,2048000.0,0.8,29179746.0,29782797.0,29625087.0
2PL,4,0.6,1000.0,10.0,512000.0,0.4,436339.0,440358.0,434356.0
TicToc,4,0.0,8.0,10.0,32768000.0,0.0,688785.0,693898.0,678494.0
Hekaton,28,0.0,128.0,100.0,2048000.0,0.4,247561.0,248371.0,248012.0
2PL,1,0.2,8.0,1.0,512000.0,0.99,1872285.0,1852954.0,1810849.0
FOEDUS,8,0.0,100.0,1.0,2048000.0,0.4,7608425.748822284,7580955.595999922,6920628.74177733
Cicada,4,0.0,1000.0,10.0,512000.0,0.99,457340.0,452890.0,458159.0
MOCC,4,1.0,100.0,1.0,128000.0,0.99,12935813.753282959,13021814.248721553,13108230.298152354
Cicada,4,0.2,128.0,1.0,128000.0,0.4,5989373.0,6058220.0,5892222.0
Silo,1,0.0,8.0,100.0,2048000.0,0.8,21199.0,21175.0,21238.0
MOCC,8,0.2,100.0,100.0,8192000.0,0.8,16039.875660799495,16098.183735692111,16009.845383094003
Silo,16,1.0,32.0,100.0,2048000.0,0.0,316128.0,321009.0,323228.0
TicToc,28,0.2,32.0,100.0,32768000.0,0.4,369921.0,233595.0,230756.0
2PL,1,1.0,128.0,10.0,512000.0,0.0,174146.0,172087.0,172498.0
Silo,1,0.0,1000.0,1.0,512000.0,0.99,1683195.0,1678991.0,2029421.0
ERMIA,8,1.0,100.0,10.0,512000.0,0.99,1309470.0,916652.0,1213780.0
Silo,4,0.6,128.0,10.0,128000.0,0.4,1177697.0,1201709.0,1172094.0
Hekaton,28,0.2,8.0,10.0,512000.0,0.4,2955333.0,2923771.0,2911747.0
Silo,1,1.0,128.0,100.0,2048000.0,0.99,45998.0,48012.0,47861.0
Hekaton,1,0.6,8.0,10.0,512000.0,0.99,317317.0,320114.0,319195.0
Cicada,1,1.0,8.0,1.0,512000.0,0.99,3197928.0,3194593.0,3146038.0
Cicada,1,0.2,128.0,1.0,128000.0,0.4,1687021.0,1621105.0,1647569.0
ERMIA,28,0.6,100.0,1.0,2048000.0,0.8,4969780.0,4438180.0,4707520.0
MOCC,28,0.2,100.0,100.0,512000.0,0.0,245700.49450004488,251553.49335660026,244720.22272890012
Cicada,16,1.0,8.0,10.0,128000.0,0.0,8839640.0,8999302.0,8973991.0
TicToc,16,1.0,8.0,1.0,8192000.0,0.8,23609450.0,23258852.0,23453995.0
TicToc,28,0.2,8.0,100.0,8192000.0,0.0,390629.0,390737.0,390598.0
Silo,16,1.0,8.0,10.0,32768000.0,0.0,2773457.0,2762434.0,2766682.0
Hekaton,4,0.6,8.0,100.0,128000.0,0.8,41278.0,41468.0,41298.0
Hekaton,16,0.0,1000.0,1.0,128000.0,0.8,4251689.0,4227119.0,4231502.0
