alg,threads,read_ratio,record_size,req_per_query,total_count,zipf_theta,tput_1,tput_2,tput_3
Hekaton,16,0.6,8.0,10.0,32768000.0,0.99,677744.0,558889.0,676519.0
Silo,4,0.6,1000.0,1.0,128000.0,0.99,6124303.0,5889720.0,5818389.0
2PL,1,1.0,1000.0,1.0,32768000.0,0.8,988708.0,983515.0,984321.0
FOEDUS,8,1.0,100.0,10.0,8192000.0,0.0,1271530.6221175862,1167421.2678603432,1163901.8318759175
ERMIA,8,0.0,100.0,1.0,128000.0,0.0,2802370.0,3420250.0,3638080.0
TicToc,16,1.0,32.0,1.0,8192000.0,0.4,17615558.0,17739900.0,18431697.0
Cicada,1,0.2,32.0,1.0,2048000.0,0.99,2280709.0,2060434.0,2046165.0
TicToc,28,0.6,128.0,100.0,32768000.0,0.4,373004.0,242936.0,248613.0
Hekaton,28,0.2,8.0,1.0,2048000.0,0.99,286837.0,370893.0,273742.0
2PL,28,1.0,128.0,10.0,2048000.0,0.0,3270184.0,3267079.0,3335519.0
2PL,4,0.2,128.0,1.0,8192000.0,0.4,3694046.0,3710416.0,3714920.0
TicToc,16,0.0,1000.0,100.0,128000.0,0.0,109035.0,109240.0,109094.0
Hekaton,16,1.0,128.0,10.0,512000.0,0.4,2513780.0,2548828.0,2534087.0
Silo,28,0.2,1000.0,100.0,32768000.0,0.8,66842.0,,
ERMIA,16,0.2,100.0,10.0,128000.0,0.99,340573.0,342164.0,344102.0
Hekaton,1,0.6,1000.0,1.0,512000.0,0.99,1303665.0,1402789.0,1307683.0
ERMIA,4,0.0,100.0,1.0,2048000.0,0.0,1653290.0,1639180.0,1696540.0
ERMIA,4,0.2,100.0,10.0,128000.0,0.8,409917.0,409450.0,404279.0
Silo,28,0.6,1000.0,1.0,128000.0,0.8,30172555.0,28085242.0,29972829.0
2PL,16,0.0,128.0,100.0,128000.0,0.8,25006.0,25156.0,25011.0
TicToc,4,0.6,1000.0,10.0,8192000.0,0.4,443718.0,450812.0,450433.0
2PL,4,0.0,128.0,10.0,512000.0,0.0,519775.0,516476.0,529490.0
TicToc,4,1.0,32.0,100.0,2048000.0,0.4,83169.0,82495.0,83207.0
TicToc,4,0.6,1000.0,1.0,8192000.0,0.8,3982698.0,3904894.0,3857335.0
TicToc,16,0.0,8.0,100.0,8192000.0,0.99,34437.0,34512.0,34358.0
Silo,4,0.6,32.0,100.0,512000.0,0.99,74288.0,74796.0,75526.0
Hekaton,1,0.0,8.0,1.0,128000.0,0.4,1248074.0,1180224.0,1201696.0
Hekaton,4,1.0,32.0,10.0,32768000.0,0.0,520023.0,524572.0,519050.0
TicToc,16,0.6,1000.0,10.0,512000.0,0.4,1690298.0,1689751.0,1685135.0
Cicada,28,0.0,8.0,1.0,128000.0,0.8,40059317.0,39288680.0,40265964.0
2PL,1,0.2,32.0,1.0,32768000.0,0.8,1354077.0,1148934.0,1151167.0
Hekaton,16,0.2,1000.0,10.0,8192000.0,0.99,235794.0,236818.0,236340.0
2PL,1,0.2,128.0,1.0,32768000.0,0.99,1410027.0,1414032.0,1599512.0
2PL,1,1.0,128.0,1.0,128000.0,0.0,1341679.0,1384515.0,1383462.0
2PL,1,1.0,8.0,10.0,512000.0,0.8,239171.0,228582.0,227704.0
Cicada,4,0.6,8.0,100.0,128000.0,0.8,82257.0,78111.0,77657.0
Cicada,16,0.6,128.0,1.0,32768000.0,0.0,19770947.0,20791648.0,19494539.0
Hekaton,4,0.0,32.0,1.0,128000.0,0.0,3249301.0,3339602.0,3352906.0
Cicada,4,0.6,32.0,10.0,32768000.0,0.8,934362.0,917912.0,906303.0
2PL,28,0.2,1000.0,10.0,32768000.0,0.99,337800.0,335522.0,337373.0
2PL,16,1.0,32.0,100.0,8192000.0,0.4,207236.0,206399.0,207168.0
Hekaton,4,0.2,1000.0,100.0,512000.0,0.8,12633.0,12717.0,12696.0
TicToc,4,0.2,32.0,10.0,2048000.0,0.99,600238.0,579104.0,586439.0
Hekaton,16,0.2,8.0,1.0,8192000.0,0.8,3983375.0,3953732.0,3242677.0
2PL,1,0.6,128.0,100.0,32768000.0,0.4,15104.0,15236.0,15157.0
2PL,16,0.2,128.0,1.0,2048000.0,0.8,16460881.0,16586803.0,16514795.0
Hekaton,16,0.6,128.0,1.0,128000.0,0.4,3303687.0,3042036.0,3636976.0
TicToc,28,0.2,128.0,1.0,8192000.0,0.0,28411430.0,28996359.0,28570617.0
TicToc,4,0.6,8.0,1.0,32768000.0,0.4,5137053.0,5374620.0,5424031.0
TicToc,28,0.0,1000.0,10.0,2048000.0,0.8,2192001.0,2147774.0,2181109.0
Cicada,1,1.0,1000.0,100.0,512000.0,0.99,51281.0,53389.0,53375.0
Hekaton,28,0.6,32.0,1.0,128000.0,0.0,3528272.0,3520726.0,3308223.0
Cicada,4,0.2,8.0,10.0,2048000.0,0.8,1045226.0,1010797.0,1020532.0
TicToc,1,0.2,128.0,10.0,2048000.0,0.8,228622.0,231607.0,240942.0
FOEDUS,16,0.6,100.0,10.0,128000.0,0.99,231517.58162215704,248820.59279404354,276934.73017244483
FOEDUS,28,0.6,100.0,10.0,2048000.0,0.0,3445044.6699970923,3566419.772857696,3363415.4186350387
2PL,16,0.2,128.0,1.0,32768000.0,0.4,14121215.0,14342732.0,14283465.0
2PL,16,0.0,128.0,10.0,128000.0,0.8,1035412.0,1005281.0,1006160.0
2PL,28,0.0,128.0,1.0,2048000.0,0.4,25058507.0,25317577.0,25183792.0
TicToc,16,0.0,8.0,10.0,512000.0,0.99,674631.0,633108.0,633448.0
TicToc,16,0.6,128.0,10.0,2048000.0,0.4,2405587.0,2404109.0,2411584.0
TicToc,1,0.2,1000.0,1.0,128000.0,0.0,1164150.0,1405499.0,1172921.0
Cicada,16,1.0,1000.0,1.0,512000.0,0.8,21479818.0,21451727.0,20869114.0
TicToc,28,0.0,32.0,100.0,128000.0,0.4,256816.0,251458.0,255452.0
2PL,28,0.2,1000.0,1.0,128000.0,0.8,17636983.0,16950653.0,19769948.0
Silo,4,0.2,32.0,10.0,512000.0,0.4,846636.0,804499.0,825315.0
TicToc,28,1.0,1000.0,100.0,32768000.0,0.4,271123.0,272007.0,269090.0
Hekaton,1,0.0,128.0,1.0,8192000.0,0.4,966344.0,972888.0,1008483.0
2PL,16,0.6,1000.0,100.0,32768000.0,0.8,33641.0,33343.0,33380.0
Cicada,4,0.2,1000.0,10.0,512000.0,0.99,512782.0,462285.0,464436.0
TicToc,1,0.6,1000.0,1.0,8192000.0,0.99,1430056.0,1461284.0,1465795.0
TicToc,28,0.6,8.0,1.0,32768000.0,0.99,41535053.0,39879122.0,39459194.0
Cicada,4,0.2,1000.0,1.0,128000.0,0.8,4674247.0,4324165.0,4366535.0
ERMIA,16,0.6,100.0,10.0,512000.0,0.0,1547580.0,1514040.0,1559780.0
Hekaton,4,0.0,8.0,100.0,8192000.0,0.99,19516.0,19569.0,19561.0
Hekaton,28,1.0,128.0,10.0,128000.0,0.99,2179171.0,2316029.0,1722307.0
Cicada,16,0.6,128.0,10.0,8192000.0,0.8,3387840.0,3330240.0,3367116.0
FOEDUS,16,0.0,100.0,10.0,8192000.0,0.99,123030.91599923462,124249.95203274566,132148.76876910948
Silo,1,0.0,1000.0,100.0,512000.0,0.0,10630.0,10650.0,10618.0
2PL,16,0.0,128.0,1.0,8192000.0,0.0,13903388.0,14308992.0,14261063.0
Silo,1,1.0,32.0,10.0,8192000.0,0.99,380176.0,379097.0,393816.0
TicToc,1,0.2,1000.0,100.0,2048000.0,0.0,11176.0,11232.0,11026.0
2PL,1,0.6,1000.0,1.0,2048000.0,0.0,963518.0,964226.0,964337.0
Cicada,1,0.0,32.0,100.0,2048000.0,0.99,43567.0,42314.0,42062.0
2PL,4,0.6,8.0,100.0,8192000.0,0.8,38960.0,39059.0,38996.0
TicToc,1,0.0,1000.0,1.0,128000.0,0.4,1185039.0,1185949.0,1186428.0
2PL,1,0.0,128.0,100.0,8192000.0,0.4,15002.0,15287.0,15272.0
TicToc,1,0.0,8.0,1.0,32768000.0,0.8,1648962.0,2016260.0,1569717.0
FOEDUS,28,0.6,100.0,10.0,512000.0,0.8,1089083.7158181844,1057430.077565424,1023910.6331078834
Cicada,28,1.0,8.0,1.0,128000.0,0.4,69330176.0,68040403.0,64164645.0
Cicada,16,1.0,8.0,1.0,512000.0,0.99,36535112.0,28500738.0,31481724.0
TicToc,28,1.0,8.0,10.0,8192000.0,0.4,4919976.0,4961546.0,4918122.0
Silo,28,0.2,1000.0,1.0,32768000.0,0.4,20541918.0,20061035.0,20736879.0
Cicada,1,0.0,128.0,1.0,2048000.0,0.8,1574513.0,1612378.0,1616267.0
Silo,1,0.0,8.0,100.0,128000.0,0.8,32973.0,33619.0,33213.0
ERMIA,8,0.0,100.0,100.0,128000.0,0.99,1374.99,1348.77,1188.92
Hekaton,4,0.6,32.0,10.0,128000.0,0.99,444759.0,441528.0,448502.0
ERMIA,4,0.6,100.0,10.0,2048000.0,0.0,392741.0,380608.0,382979.0
ERMIA,1,0.2,100.0,1.0,2048000.0,0.0,555500.0,562740.0,548933.0
ERMIA,4,0.6,100.0,10.0,2048000.0,0.8,423005.0,416924.0,417211.0
Cicada,28,0.0,8.0,1.0,128000.0,0.0,44686226.0,44561055.0,43752232.0
2PL,28,1.0,32.0,1.0,8192000.0,0.99,11723887.0,12076567.0,12360898.0
Cicada,4,0.6,32.0,100.0,512000.0,0.4,113004.0,112723.0,113406.0
Cicada,28,0.0,8.0,10.0,2048000.0,0.4,5668871.0,5627681.0,5604805.0
2PL,1,0.6,128.0,10.0,32768000.0,0.4,146286.0,140111.0,146399.0
2PL,16,0.0,128.0,1.0,32768000.0,0.4,14209620.0,13900429.0,14307628.0
Cicada,16,1.0,128.0,10.0,128000.0,0.4,8524781.0,8382316.0,8500627.0
Silo,16,1.0,1000.0,10.0,512000.0,0.99,3795026.0,3782079.0,3811831.0
Cicada,28,0.2,128.0,10.0,512000.0,0.99,977159.0,984970.0,960243.0
TicToc,28,0.2,1000.0,10.0,128000.0,0.4,2880811.0,990122.0,1010005.0
2PL,28,1.0,32.0,100.0,8192000.0,0.0,341830.0,341889.0,339981.0
TicToc,28,0.6,8.0,100.0,8192000.0,0.8,206514.0,207745.0,206820.0
Hekaton,1,0.0,32.0,100.0,128000.0,0.4,20220.0,20390.0,20442.0
2PL,16,0.2,32.0,1.0,32768000.0,0.0,14884754.0,14408200.0,14471880.0
TicToc,4,1.0,8.0,10.0,32768000.0,0.4,706896.0,716892.0,709874.0
Silo,4,0.6,32.0,1.0,8192000.0,0.0,4981711.0,4585906.0,4764663.0
Hekaton,1,0.6,32.0,10.0,128000.0,0.8,298934.0,303860.0,294083.0
TicToc,28,0.2,32.0,10.0,128000.0,0.0,8137250.0,7959729.0,8061295.0
Hekaton,1,0.2,1000.0,10.0,32768000.0,0.8,98918.0,99398.0,100115.0
TicToc,1,0.0,8.0,10.0,2048000.0,0.8,287060.0,286725.0,287280.0
Hekaton,28,1.0,128.0,1.0,128000.0,0.8,2930663.0,2226240.0,2379490.0
Hekaton,1,1.0,1000.0,100.0,2048000.0,0.4,14379.0,14355.0,14529.0
Silo,16,0.0,128.0,100.0,512000.0,0.99,30159.0,31233.0,30295.0
FOEDUS,16,0.6,100.0,100.0,512000.0,0.0,230322.3354663115,218535.92961910836,219337.9902495816
ERMIA,2,0.6,100.0,100.0,8192000.0,0.0,20544.2,20542.3,20528.1
2PL,28,1.0,32.0,1.0,32768000.0,0.0,25457591.0,15729326.0,17646553.0
TicToc,4,0.6,8.0,100.0,2048000.0,0.4,74807.0,74650.0,74858.0
2PL,1,1.0,8.0,10.0,128000.0,0.4,276110.0,272722.0,245400.0
Silo,4,0.2,1000.0,100.0,128000.0,0.8,23024.0,21680.0,21637.0
Hekaton,4,0.2,1000.0,10.0,8192000.0,0.8,322214.0,312023.0,307612.0
ERMIA,1,0.2,100.0,10.0,32768000.0,0.0,74536.9,74767.8,73840.0
Cicada,16,0.2,8.0,100.0,8192000.0,0.0,328199.0,330176.0,329803.0
Cicada,1,0.0,32.0,10.0,512000.0,0.8,329354.0,321155.0,321464.0
Cicada,4,1.0,1000.0,1.0,2048000.0,0.8,5615553.0,5573262.0,5947153.0
Hekaton,4,0.0,32.0,100.0,8192000.0,0.0,41739.0,41708.0,41714.0
ERMIA,4,1.0,100.0,100.0,512000.0,0.4,82095.4,82031.6,82004.8
Silo,28,0.6,1000.0,10.0,8192000.0,0.4,2531953.0,2519433.0,2538302.0
2PL,16,0.2,128.0,100.0,512000.0,0.0,205767.0,204200.0,204683.0
2PL,4,0.0,1000.0,1.0,32768000.0,0.0,3052939.0,3311757.0,3043125.0
FOEDUS,16,0.0,100.0,100.0,128000.0,0.0,135584.9646605269,89008.44568245126,92604.01167331169
2PL,16,0.0,8.0,100.0,8192000.0,0.99,24465.0,24362.0,24398.0
Hekaton,1,0.2,128.0,1.0,8192000.0,0.99,1398891.0,1403154.0,1399790.0
2PL,4,0.2,32.0,10.0,512000.0,0.4,573634.0,588745.0,598733.0
TicToc,16,1.0,1000.0,1.0,32768000.0,0.99,19714444.0,18943358.0,19517068.0
2PL,1,0.6,128.0,1.0,2048000.0,0.0,1116088.0,1115132.0,1113285.0
TicToc,16,0.0,8.0,10.0,8192000.0,0.99,782777.0,778645.0,774328.0
TicToc,1,1.0,8.0,10.0,512000.0,0.4,290344.0,291481.0,291399.0
MOCC,28,1.0,100.0,100.0,8192000.0,0.0,417528.11085330433,220661.90988807686,232961.20507710884
Hekaton,16,0.0,32.0,10.0,128000.0,0.99,268215.0,269870.0,269498.0
Hekaton,4,0.6,32.0,1.0,8192000.0,0.4,3247498.0,3197786.0,2974433.0
Cicada,1,1.0,1000.0,100.0,128000.0,0.4,32571.0,32201.0,32348.0
Silo,4,0.6,128.0,100.0,512000.0,0.99,63776.0,64969.0,65090.0
TicToc,1,1.0,128.0,100.0,128000.0,0.4,48058.0,48442.0,49340.0
TicToc,4,0.6,8.0,1.0,32768000.0,0.8,5859173.0,6110623.0,5998618.0
Silo,1,1.0,1000.0,1.0,32768000.0,0.8,1142895.0,1143078.0,1139401.0
TicToc,28,0.0,32.0,1.0,8192000.0,0.0,29829196.0,29407390.0,30725502.0
MOCC,28,0.6,100.0,100.0,512000.0,0.0,347412.683885382,365288.17512411287,347812.46459301125
Cicada,1,0.6,32.0,10.0,8192000.0,0.8,303463.0,321279.0,308669.0
MOCC,8,1.0,100.0,10.0,2048000.0,0.8,1689746.200386854,1657946.7996322827,1673135.735522275
Silo,1,0.0,128.0,10.0,512000.0,0.0,199453.0,204625.0,204354.0
2PL,4,1.0,1000.0,100.0,512000.0,0.0,48429.0,48206.0,47942.0
Silo,4,0.6,8.0,1.0,2048000.0,0.8,6890238.0,6927535.0,6738807.0
Cicada,16,0.6,128.0,1.0,32768000.0,0.4,19887582.0,19896509.0,19177039.0
Hekaton,4,0.0,1000.0,100.0,2048000.0,0.8,11362.0,11369.0,11383.0
Hekaton,1,1.0,8.0,1.0,2048000.0,0.99,1759573.0,1776010.0,1777457.0
2PL,28,1.0,128.0,100.0,2048000.0,0.8,388454.0,388058.0,388748.0
ERMIA,4,0.6,100.0,1.0,32768000.0,0.99,1993350.0,2021710.0,2057710.0
Cicada,1,0.0,128.0,1.0,512000.0,0.99,2008884.0,2007925.0,1987323.0
Silo,1,1.0,32.0,100.0,32768000.0,0.99,40986.0,42564.0,39196.0
2PL,4,0.0,1000.0,1.0,512000.0,0.99,4406425.0,4354726.0,4422744.0
ERMIA,1,0.2,100.0,1.0,8192000.0,0.8,553013.0,539435.0,533725.0
Silo,1,0.0,128.0,100.0,2048000.0,0.4,14457.0,14414.0,14427.0
Hekaton,28,0.6,1000.0,10.0,2048000.0,0.0,1869750.0,1859375.0,1857648.0
Hekaton,28,0.0,32.0,100.0,128000.0,0.4,220086.0,221055.0,220787.0
TicToc,4,0.6,8.0,10.0,32768000.0,0.4,680180.0,682903.0,683083.0
TicToc,16,1.0,8.0,10.0,8192000.0,0.0,2814899.0,2827599.0,2835107.0
TicToc,4,1.0,128.0,100.0,128000.0,0.4,176418.0,177259.0,177649.0
Hekaton,4,1.0,32.0,10.0,2048000.0,0.4,562439.0,568279.0,561421.0
Cicada,1,0.6,1000.0,100.0,8192000.0,0.8,20117.0,19936.0,20060.0
Hekaton,28,1.0,8.0,10.0,8192000.0,0.8,3092664.0,3524400.0,3324860.0
Silo,28,0.2,8.0,10.0,2048000.0,0.8,5167177.0,5193397.0,5198009.0
TicToc,16,1.0,128.0,10.0,32768000.0,0.99,4223992.0,4210665.0,4179174.0
Hekaton,16,0.2,1000.0,10.0,128000.0,0.0,1047048.0,599454.0,613988.0
2PL,4,0.0,1000.0,10.0,128000.0,0.4,456346.0,456401.0,454841.0
Hekaton,1,1.0,32.0,1.0,128000.0,0.99,2647224.0,2223573.0,2429085.0
TicToc,1,1.0,32.0,1.0,512000.0,0.0,2045156.0,2046508.0,1412093.0
2PL,16,0.6,8.0,10.0,8192000.0,0.0,1956215.0,1971364.0,1951539.0
ERMIA,28,0.0,100.0,100.0,512000.0,0.4,154695.0,78494.6,86594.0
ERMIA,4,1.0,100.0,1.0,8192000.0,0.8,1951030.0,2270880.0,1951850.0
Hekaton,16,0.2,8.0,100.0,8192000.0,0.8,27637.0,27820.0,27779.0
TicToc,1,1.0,1000.0,1.0,512000.0,0.4,1240720.0,1159457.0,1157840.0
Silo,4,0.2,1000.0,1.0,8192000.0,0.8,3825692.0,3982894.0,3853341.0
TicToc,1,1.0,32.0,100.0,128000.0,0.99,87112.0,85175.0,97057.0
2PL,16,1.0,1000.0,1.0,32768000.0,0.4,12636949.0,12795126.0,11876508.0
Cicada,16,1.0,32.0,10.0,2048000.0,0.99,5906904.0,6037142.0,6004184.0
Cicada,16,0.0,128.0,10.0,32768000.0,0.8,2523802.0,2545813.0,2519703.0
TicToc,16,0.6,8.0,10.0,8192000.0,0.8,3074528.0,2556601.0,2521327.0
MOCC,16,0.0,100.0,100.0,2048000.0,0.4,158571.97779153602,158355.6951041515,150637.10909237078
ERMIA,2,0.2,100.0,10.0,32768000.0,0.99,163314.0,154161.0,160777.0
Hekaton,4,1.0,1000.0,1.0,2048000.0,0.4,2852994.0,2880920.0,3180628.0
2PL,16,0.0,32.0,10.0,512000.0,0.8,1304583.0,1330829.0,1298324.0
TicToc,1,0.6,128.0,100.0,128000.0,0.0,35273.0,35573.0,35042.0
Silo,28,0.6,8.0,100.0,512000.0,0.8,99970.0,99400.0,100314.0
TicToc,4,0.2,32.0,1.0,8192000.0,0.99,6737025.0,6093406.0,7929471.0
TicToc,4,0.6,8.0,100.0,512000.0,0.99,62215.0,62478.0,62461.0
TicToc,16,0.2,128.0,1.0,128000.0,0.99,17262734.0,13718594.0,13649169.0
TicToc,1,0.2,128.0,10.0,128000.0,0.0,317650.0,348705.0,321629.0
Hekaton,1,0.6,8.0,10.0,512000.0,0.8,217276.0,218406.0,218230.0
Cicada,1,0.2,32.0,100.0,128000.0,0.99,65827.0,66982.0,63706.0
2PL,16,0.0,32.0,100.0,32768000.0,0.99,20507.0,20414.0,20432.0
MOCC,28,0.2,100.0,1.0,128000.0,0.0,30138650.69319404,31014274.010013655,31051377.13771377
2PL,4,0.0,8.0,10.0,128000.0,0.0,803549.0,863676.0,835212.0
FOEDUS,16,0.2,100.0,100.0,128000.0,0.8,17258.04981834174,17234.35502949185,17249.55561198578
TicToc,1,0.2,128.0,10.0,128000.0,0.8,386505.0,386106.0,384831.0
Hekaton,4,0.6,128.0,10.0,8192000.0,0.99,491706.0,495548.0,486536.0
ERMIA,4,0.6,100.0,100.0,128000.0,0.8,29119.5,29236.9,29139.8
2PL,1,0.2,1000.0,10.0,512000.0,0.4,124484.0,125861.0,123343.0
Silo,16,0.0,8.0,100.0,128000.0,0.8,31432.0,31537.0,31503.0
Hekaton,16,0.2,128.0,100.0,32768000.0,0.4,139716.0,140364.0,140593.0
2PL,1,0.0,128.0,100.0,8192000.0,0.99,26070.0,25796.0,25953.0
Cicada,4,0.6,8.0,100.0,128000.0,0.4,153590.0,160422.0,153110.0
MOCC,4,0.0,100.0,10.0,8192000.0,0.99,248718.52352389216,249957.47371749268,253053.45475124763
2PL,28,0.2,8.0,1.0,8192000.0,0.4,27472854.0,27460663.0,26560122.0
FOEDUS,28,0.0,100.0,10.0,128000.0,0.8,478613.6965119391,460675.6447273513,474057.20566218405
FOEDUS,4,1.0,100.0,1.0,2048000.0,0.0,6509130.824446436,6326407.981166555,6490914.559262137
Hekaton,16,0.0,1000.0,1.0,512000.0,0.0,3319553.0,4206020.0,3421349.0
Hekaton,16,0.6,1000.0,1.0,2048000.0,0.0,3599978.0,4150956.0,4173253.0
Silo,4,0.2,1000.0,100.0,512000.0,0.4,39535.0,39726.0,39523.0
Hekaton,28,0.6,128.0,100.0,2048000.0,0.8,43871.0,44094.0,44076.0
FOEDUS,16,0.6,100.0,100.0,512000.0,0.8,43511.331158406305,43658.831265548004,44190.79839222832
Hekaton,1,0.2,1000.0,100.0,512000.0,0.0,9156.0,9184.0,9198.0
Cicada,4,1.0,32.0,1.0,8192000.0,0.99,8323091.0,9537871.0,8748067.0
TicToc,16,1.0,8.0,1.0,128000.0,0.4,32163439.0,31142430.0,31472993.0
2PL,16,0.0,8.0,100.0,8192000.0,0.0,207050.0,163361.0,161884.0
FOEDUS,4,0.0,100.0,10.0,512000.0,0.0,480873.44421191764,480591.46666340047,480371.00446113537
Silo,16,0.0,8.0,100.0,128000.0,0.0,246065.0,247201.0,247514.0
Cicada,1,0.0,8.0,10.0,8192000.0,0.8,290206.0,297967.0,307542.0
Hekaton,28,0.0,128.0,10.0,128000.0,0.4,3303644.0,3333889.0,3286037.0
TicToc,28,1.0,32.0,1.0,512000.0,0.4,35882766.0,34461042.0,34852070.0
TicToc,16,0.0,128.0,1.0,8192000.0,0.8,19339991.0,15270872.0,15959029.0
Hekaton,4,0.0,32.0,10.0,2048000.0,0.8,503803.0,503131.0,507086.0
2PL,28,0.0,32.0,100.0,2048000.0,0.8,23313.0,23457.0,23407.0
FOEDUS,8,0.6,100.0,10.0,512000.0,0.99,629049.8284278188,616440.555306397,639713.9704705675
TicToc,1,1.0,32.0,100.0,8192000.0,0.99,45468.0,44483.0,45287.0
Hekaton,16,0.2,1000.0,100.0,128000.0,0.4,88556.0,89059.0,89005.0
TicToc,4,0.2,128.0,100.0,512000.0,0.0,59259.0,57012.0,58105.0
2PL,16,1.0,32.0,10.0,512000.0,0.0,2231661.0,2111576.0,2168328.0
TicToc,1,0.6,128.0,100.0,128000.0,0.8,44064.0,42062.0,43965.0
ERMIA,16,0.2,100.0,10.0,2048000.0,0.8,1072380.0,1062670.0,916695.0
TicToc,1,0.2,128.0,100.0,32768000.0,0.8,16217.0,16228.0,16275.0
TicToc,4,0.6,128.0,100.0,512000.0,0.4,71552.0,71782.0,72363.0
2PL,28,0.2,32.0,1.0,2048000.0,0.0,25636422.0,25914982.0,26126207.0
Hekaton,28,0.2,1000.0,100.0,2048000.0,0.8,10135.0,10309.0,10249.0
TicToc,1,1.0,128.0,1.0,2048000.0,0.8,1565640.0,1739069.0,1559028.0
MOCC,16,0.0,100.0,1.0,8192000.0,0.8,13511571.137858974,12340660.207721666,13747451.491657536
Cicada,1,0.0,128.0,1.0,2048000.0,0.4,1468977.0,1427514.0,1457225.0
Cicada,16,1.0,8.0,100.0,512000.0,0.4,724625.0,548878.0,545604.0
ERMIA,1,0.6,100.0,10.0,8192000.0,0.99,129327.0,128363.0,108760.0
2PL,28,0.6,1000.0,100.0,512000.0,0.99,20281.0,19913.0,19799.0
Hekaton,1,0.2,8.0,100.0,2048000.0,0.99,28850.0,29096.0,28866.0
TicToc,4,0.2,1000.0,1.0,512000.0,0.4,3906870.0,3775908.0,3754585.0
2PL,4,0.6,128.0,1.0,128000.0,0.4,5091548.0,5087997.0,4982330.0
Hekaton,4,0.6,32.0,1.0,8192000.0,0.0,3068069.0,3003441.0,3299848.0
2PL,28,1.0,128.0,100.0,32768000.0,0.4,329119.0,,
Hekaton,4,0.6,1000.0,1.0,8192000.0,0.4,2636713.0,2600508.0,2575332.0
Hekaton,16,0.0,32.0,10.0,2048000.0,0.4,1460702.0,1468566.0,1478467.0
2PL,4,1.0,32.0,1.0,512000.0,0.8,5438905.0,5125796.0,5010865.0
Hekaton,1,0.6,1000.0,10.0,32768000.0,0.0,112377.0,105947.0,106022.0
Silo,4,0.6,32.0,1.0,32768000.0,0.99,5731101.0,6354682.0,6170902.0
2PL,28,0.2,32.0,10.0,512000.0,0.4,3656670.0,3649715.0,3499344.0
Hekaton,16,0.6,8.0,100.0,512000.0,0.4,203919.0,205284.0,204818.0
FOEDUS,4,1.0,100.0,1.0,2048000.0,0.8,7267691.2808913775,7053969.238628693,6671878.914585368
Hekaton,4,0.2,32.0,10.0,2048000.0,0.0,436373.0,436714.0,435180.0
Silo,1,1.0,32.0,1.0,128000.0,0.4,1785832.0,1916304.0,1819051.0
Cicada,16,0.6,128.0,10.0,8192000.0,0.0,3215577.0,3212666.0,3207451.0
Cicada,1,1.0,1000.0,10.0,512000.0,0.4,260373.0,270383.0,270022.0
Hekaton,16,1.0,32.0,100.0,8192000.0,0.8,253134.0,253625.0,253487.0
Hekaton,16,0.0,8.0,10.0,8192000.0,0.8,1506185.0,1498707.0,1505564.0
Hekaton,28,0.6,8.0,100.0,512000.0,0.4,333377.0,335660.0,336687.0
Cicada,1,1.0,32.0,1.0,128000.0,0.0,2229773.0,2284356.0,2160160.0
TicToc,1,0.0,32.0,10.0,2048000.0,0.8,284407.0,244695.0,261636.0
Cicada,1,0.0,32.0,1.0,8192000.0,0.4,1452814.0,1532573.0,1491424.0
FOEDUS,8,0.0,100.0,10.0,2048000.0,0.4,864276.0042097878,856065.9618984694,854185.0987305681
Hekaton,4,1.0,1000.0,1.0,32768000.0,0.99,3760676.0,3542171.0,3654647.0
TicToc,16,0.6,1000.0,100.0,2048000.0,0.0,156583.0,90281.0,89589.0
TicToc,1,1.0,8.0,1.0,2048000.0,0.4,1829741.0,1559684.0,1587993.0
TicToc,16,1.0,32.0,100.0,8192000.0,0.4,305916.0,303937.0,305665.0
Cicada,4,0.6,32.0,1.0,128000.0,0.0,7151496.0,7052156.0,6909667.0
TicToc,4,0.0,8.0,1.0,8192000.0,0.0,5464480.0,5440757.0,5715027.0
2PL,28,0.0,32.0,1.0,128000.0,0.99,8413882.0,8466691.0,8520884.0
2PL,4,0.2,1000.0,100.0,128000.0,0.99,23989.0,24071.0,23826.0
Silo,1,0.0,128.0,1.0,8192000.0,0.0,1261475.0,1259829.0,1481238.0
TicToc,28,0.0,32.0,10.0,2048000.0,0.8,3450858.0,3390146.0,3456671.0
Hekaton,4,1.0,128.0,10.0,128000.0,0.4,1032340.0,1054009.0,1038280.0
2PL,28,0.2,8.0,100.0,2048000.0,0.8,25823.0,25845.0,25849.0
Cicada,16,0.0,1000.0,1.0,128000.0,0.4,14040707.0,14125744.0,14074079.0
2PL,28,0.2,1000.0,100.0,32768000.0,0.4,200824.0,,
TicToc,16,0.6,8.0,100.0,32768000.0,0.4,257599.0,257210.0,257305.0
TicToc,16,0.2,8.0,100.0,512000.0,0.0,265286.0,263029.0,262813.0
Silo,1,1.0,1000.0,100.0,32768000.0,0.99,22636.0,22714.0,22518.0
TicToc,4,0.2,32.0,1.0,8192000.0,0.4,4430049.0,4931320.0,4519445.0
Silo,4,0.6,128.0,1.0,2048000.0,0.4,4842160.0,5120881.0,4587653.0
Cicada,28,0.2,8.0,1.0,32768000.0,0.99,26757462.0,25934078.0,26478887.0
FOEDUS,8,1.0,100.0,100.0,2048000.0,0.99,229755.02018005017,224222.4990475212,222155.17495960524
