alg,nnodes,WH,dist,tput_1,tput_2,tput_3
Calvin,16,16,100,196710.08881609546,190300.93329738302,105566.12462786809
Calvin,16,32,0,315480.04664916266,301396.7947936478,315363.4413893002
Calvin,16,32,10,300285.32213814557,289308.85027097247,298563.6452120219
Calvin,16,32,20,264942.209084153,295051.8419582999,301188.2353169082
Calvin,16,32,30,259508.4762068142,271951.50478352944,297518.75410671934
Calvin,16,32,40,233968.67353579233,230838.87528780912,237171.612920089
Calvin,16,32,50,251160.1135454609,224535.5871806819,281525.7494898551
Calvin,16,32,60,224719.8429048387,267730.6125232809,223680.30218680418
Calvin,16,32,70,261025.6121865306,29213.58692102207,222763.88407280893
Calvin,16,32,80,223990.97383492175,236695.05017606515,221605.0692006346
Calvin,16,32,90,245955.58027063584,219662.13381523965,240816.9467654255
Calvin,16,32,100,218833.5210054372,219151.74976059404,218813.28835594657
Calvin,16,64,0,313801.85257035645,290463.4316666667,314037.91317953204
Calvin,16,64,10,314184.2782971154,313233.2330142276,313475.2896831832
Calvin,16,64,20,311787.6410497866,311674.9880121951,310490.4033829231
Calvin,16,64,30,188966.58347956347,177440.86850444443,196901.5999047619
Calvin,16,64,40,263969.3658424501,283369.54973199766,273396.6877346491
Calvin,16,64,50,266052.6336524078,38222.288,268697.3068493574
Calvin,16,64,60,248015.5439808602,242679.9875304878,238563.12498734682
Calvin,16,64,70,225299.66415922708,230962.7701859756,226982.18662506272
Calvin,16,64,80,222772.32919744484,184643.56392460316,210351.25592439022
Calvin,16,64,90,201138.22255060976,202922.71440360046,201988.4023547038
Calvin,16,64,100,193141.5136207317,98657.48045514706,158674.61718
Calvin,16,128,0,0.0,0.0,0.0
Calvin,16,128,10,28590.4309985,0.0,17059.609999
Calvin,16,128,20,0.0,0.0,0.0
Calvin,16,128,30,0.0,0.0,0.0
Calvin,16,128,40,711.499964,0.0,0.0
Calvin,16,128,50,28.99998,24227.71,0.0
Calvin,16,128,60,321.0,14183.889,129.0
Calvin,16,128,70,0.0,0.0,0.0
Calvin,16,128,80,0.0,398.0,5947.911959000001
Calvin,16,128,90,0.0,17313.326,16221.0
Calvin,16,128,100,0.0,0.0,0.0
Calvin,32,1,0,0.0,398560.999028619,397358.81408152776
Calvin,32,1,10,14690.500067710998,31898.21668790983,30400.99332144144
Calvin,32,1,20,29821.659414594593,25379.50083837838,16321.346514799046
Calvin,32,1,30,37646.13944266939,30269.356617052945,58153.95332178847
Calvin,32,1,40,55456.715269716224,26031.24527822973,29954.055373621617
Calvin,32,1,50,33649.27417894463,57393.62372905405,43167.96375351351
Calvin,32,1,60,29179.775186756757,56563.650421788465,24690.595863603605
Calvin,32,1,70,29013.631672342344,22216.789492136937,79337.8070281081
Calvin,32,1,80,20774.73129454054,22406.835653333335,24456.37486926126
Calvin,32,1,90,21999.62559144504,25831.36984702703,22201.40551394249
Calvin,32,1,100,38238.52660396397,39149.368895228836,47210.767373632436
Calvin,32,2,0,500931.21113550535,99865.62330988524,500173.98731914104
Calvin,32,2,10,90488.05709359379,85694.18486500988,62155.45811664913
Calvin,32,2,20,66650.53176736517,48626.84811257284,57046.689172054175
Calvin,32,2,30,128404.74548233877,97916.82109882141,74147.17686174269
Calvin,32,2,40,75696.8365523263,98342.80974091754,64802.76789004072
Calvin,32,2,50,53123.31397171419,49793.42434954832,72381.5544422114
Calvin,32,2,60,41639.81763621881,127368.63430359625,131846.280286505
Calvin,32,2,70,67659.93189743983,51933.63584183519,38870.745593414846
Calvin,32,2,80,60372.031919945075,38765.6491224602,57956.7831546829
Calvin,32,2,90,68458.9369534802,75849.57794519197,69632.82170829322
Calvin,32,2,100,68318.20373809972,99948.46088067384,55444.951598061285
Calvin,32,4,0,94038.91671232876,565818.9767367622,563186.9523789955
Calvin,32,4,10,58307.035128291485,156767.3884584976,121055.46631513373
Calvin,32,4,20,69647.72176564416,98064.0869808896,186877.4850323273
Calvin,32,4,30,132753.3731539791,81851.44151117069,144313.41915783568
Calvin,32,4,40,68278.21912036247,144669.44163350185,66325.36414999347
Calvin,32,4,50,115443.44210648688,166498.37192284106,149722.57299598283
Calvin,32,4,60,136690.2779764372,565.1783384703197,109247.70729582195
Calvin,32,4,70,96.997,1182.4352273972604,67801.14399739595
Calvin,32,4,80,157.9433844368341,430.1753142770167,1053.973
Calvin,32,4,90,40.68358158295281,102.99959,448.0
Calvin,32,4,100,97.9987,148.8782261723744,216.41761522070016
Calvin,32,8,0,617740.5222623048,615677.821928242,616074.4049643951
Calvin,32,8,10,335997.66949413077,567790.3627172958,290488.2156098089
Calvin,32,8,20,318565.5289813342,190962.2604760083,159123.99219562887
Calvin,32,8,30,469700.5794876698,473288.62586725637,486267.5663533232
Calvin,32,8,40,119782.06547764796,435657.93575769174,129743.07846929814
Calvin,32,8,50,388205.2563863875,105827.74635591355,405359.02891079267
Calvin,32,8,60,116053.44443413883,126170.53823897005,387833.83013904304
Calvin,32,8,70,287552.1117071719,357140.59017501195,204395.93241477144
Calvin,32,8,80,292074.63870976923,331563.2799057027,281220.3472047007
Calvin,32,8,90,109918.46781242828,110330.23111948305,303151.89484580746
Calvin,32,8,100,118194.35493085478,279382.4464731661,139997.5949049513
Calvin,32,16,0,614324.8237098558,613855.5633197115,614750.1363173077
Calvin,32,16,10,611285.1788126054,624995.2900647636,612522.4178641347
Calvin,32,16,20,584875.6857920593,581421.353834366,576974.3576754085
Calvin,32,16,30,542943.4555763006,549079.7464899535,542105.7097652548
Calvin,32,16,40,502909.7594291731,500435.93786834134,246217.53815947621
Calvin,32,16,50,455918.7001721428,454684.8441191434,260895.84252705882
Calvin,32,16,60,457827.97428447695,432572.7559362127,438097.96424403845
Calvin,32,16,70,413050.506240829,414010.8922070904,384957.74175551196
Calvin,32,16,80,213337.72229803161,372453.13765627705,375263.36880273704
Calvin,32,16,90,340462.3668189193,353023.21392118273,324726.7278774627
Calvin,32,16,100,311154.9530333836,303583.300730157,335269.44279150805
Calvin,32,32,0,626908.6156305387,626363.2752650976,627132.7997880802
Calvin,32,32,10,624143.5488222996,593969.2904479834,584477.7365384925
Calvin,32,32,20,601316.4179637681,612377.410399359,612165.1287437648
Calvin,32,32,30,508061.7603163045,589982.9706520918,588469.2475035354
Calvin,32,32,40,560019.3905247499,557407.9931611179,499544.8868860606
Calvin,32,32,50,492611.23583963636,491227.5456929954,425128.04943164985
Calvin,32,32,60,490099.8143409728,491623.2214686247,487786.65721683507
Calvin,32,32,70,457881.6608639326,458561.26373679604,46981.47778264446
Calvin,32,32,80,47186.89711992796,431936.171849401,431632.91712281294
Calvin,32,32,90,406604.65186504315,412443.35016507504,412492.5892327148
Calvin,32,32,100,386685.6950388426,387644.5750977778,388381.97356769955
Calvin,32,64,0,625372.4519193548,0.0,626544.3638003565
Calvin,32,64,10,444486.6338333333,456668.6325988888,361551.775
Calvin,32,64,20,0.0,507503.985,610913.0369269161
Calvin,32,64,30,342295.5144944445,558263.4699337026,385478.55550337303
Calvin,32,64,40,494053.2195528286,434616.7130988095,536380.8476997071
Calvin,32,64,50,471694.0887690004,460614.2767300379,462180.84479886305
Calvin,32,64,60,450379.80404397147,402025.9800443847,404700.5122665517
Calvin,32,64,70,415634.25811705773,462628.84900000005,377077.18739446154
Calvin,32,64,80,344469.6965724138,395874.0680833334,347165.5351794624
Calvin,32,64,90,417923.4326666667,359183.0289402185,342128.9912222222
Calvin,32,64,100,233572.4924864652,256258.80634729908,210983.2607225942
Calvin,32,128,0,0.0,0.0,0.0
Calvin,32,128,10,0.0,0.0,0.0
Calvin,32,128,20,0.0,0.0,0.0
Calvin,32,128,30,0.0,0.0,0.0
Calvin,32,128,40,0.0,0.0,0.0
Calvin,32,128,50,0.0,0.0,0.0
Calvin,32,128,60,0.0,0.0,0.0
Calvin,32,128,70,0.0,0.0,0.0
Calvin,32,128,80,0.0,0.0,0.0
Calvin,32,128,90,0.0,0.0,0.0
Calvin,32,128,100,0.0,0.0,0.0
2pl,1,1,0,65.30104624766355,67.16268733850129,58.934340843317976
2pl,1,1,10,49.82934407506053,61.100865230215824,59.50636957274827
2pl,1,1,20,58.957487926267284,62.0185482997602,68.68362132345014
2pl,1,1,30,62.91826273611111,59.971287179723504,64.38464863681592
2pl,1,1,40,60.27231919025522,75.4107228230563,63.79079244691358
2pl,1,1,50,58.95402174133949,64.41395244499999,59.41861529493087
2pl,1,1,60,63.3792074372093,60.67158784074941,66.12365059635417
2pl,1,1,70,61.69362043691589,63.42592583211679,57.833006039627044
2pl,1,1,80,66.16441726785713,58.76370299766356,60.635677400000006
2pl,1,1,90,66.71939073604061,62.11453190407674,63.94497330731707
2pl,1,1,100,61.77259133095238,65.50411683627205,54.724953107894734
2pl,1,2,0,66.75848878217822,154.8976647995338,196.7836537037037
2pl,1,2,10,3462.4657619473683,98.09405541909815,3611.9391463333336
2pl,1,2,20,3679.979147833333,350.26315547785543,3653.215392875
2pl,1,2,30,237.69188696037295,3672.3020742083336,3282.2499215714283
2pl,1,2,40,3567.0522397692307,63.406172539906095,97.81493785012286
2pl,1,2,50,60.49289634345794,118.66800870895523,3418.053142263158
2pl,1,2,60,3541.1804823157895,3081.891059888889,3871.46427025
2pl,1,2,70,3814.084872023256,74.78107094638695,4521.034
2pl,1,2,80,0.499856,3229.413540285714,3303.205755166666
2pl,1,2,90,3072.0465887777777,3557.4815014615383,65.70068048989899
2pl,1,2,100,75.42928432493703,3495.789897875,69.89088263636364
2pl,1,4,0,4648.88299851005,4703.462240442424,4596.758996268041
2pl,1,4,10,4523.718049972222,4704.588168623655,4644.097959453488
2pl,1,4,20,4587.23090789433,4700.357966543478,3956.5556381739134
2pl,1,4,30,4619.682191735043,4538.049379417808,4436.73726230303
2pl,1,4,40,4606.195583954955,4210.701026894737,4402.806477933334
2pl,1,4,50,4429.519682875,4687.116125943397,4037.8516980869563
2pl,1,4,60,4387.808533025,4550.502037682266,4507.278893314961
2pl,1,4,70,4777.0655,4644.110836389313,4438.7705049405595
2pl,1,4,80,4346.320282567164,4465.215161921348,2804.8221805555554
2pl,1,4,90,4329.502875222222,3657.2906777857143,4315.848536552631
2pl,1,4,100,3930.9741652105263,4341.6542215,4504.354610105769
2pl,1,8,0,4778.540174852041,4785.657041888889,4769.787491106599
2pl,1,8,10,4690.1265317664975,4705.340079893671,2503.255436777778
2pl,1,8,20,4593.9765382351425,4766.055451801419,4709.034434632242
2pl,1,8,30,4677.762352614796,4679.766335930232,4677.803863108505
2pl,1,8,40,4465.165147862069,4679.621297391753,4765.345122319327
2pl,1,8,50,4375.866027706897,4789.0126103834955,4564.381887230529
2pl,1,8,60,4644.190381701531,4689.112319945736,4641.362337010178
2pl,1,8,70,4604.373141796296,4732.212592013072,4553.838316259259
2pl,1,8,80,4620.816038788413,4581.57908118509,4620.778407195122
2pl,1,8,90,4597.366394132911,4619.782504662126,4691.9497443401015
2pl,1,8,100,4549.734219737037,4599.334645494764,4607.014134580808
2pl,1,16,0,4662.501532412399,4611.8577957913285,4759.638123563739
2pl,1,16,10,4681.994695854054,4703.579113275401,4719.333144274725
2pl,1,16,20,4627.471212136612,4730.298624489012,4663.478389333333
2pl,1,16,30,4646.9689299038455,4659.267733328076,4674.650224135734
2pl,1,16,40,4523.2058232814215,4675.170788491667,4714.941896268293
2pl,1,16,50,4472.918905312329,4617.291210483517,4662.919313826923
2pl,1,16,60,4550.873204127027,4619.693167174107,4630.764370131147
2pl,1,16,70,4519.432319521506,4533.992140168022,4486.4118592650275
2pl,1,16,80,4482.8568211373395,4370.498925151852,4618.986018630137
2pl,1,16,90,4483.2747119917585,4562.520361537037,4508.095640954301
2pl,1,16,100,4458.973324715054,4491.552543059299,4435.720627852151
2pl,1,32,0,4716.3126421875,4746.216939138365,4823.712793375
2pl,1,32,10,4711.60182154375,4634.929350273292,4751.525521284616
2pl,1,32,20,4665.85703453268,4683.6935545375,4617.49538061442
2pl,1,32,30,4609.601190795598,4659.6947014272155,4690.390205507837
2pl,1,32,40,4603.544381448276,4602.7786082933335,4639.300445574534
2pl,1,32,50,4561.342082239131,4527.311086421725,4591.291649235294
2pl,1,32,60,4542.773783482866,4568.729930834921,4602.3721558773
2pl,1,32,70,4495.75188318239,4531.923783199367,4517.81384749371
2pl,1,32,80,4517.186494815625,4509.347424359259,4479.3862260280375
2pl,1,32,90,4307.379081847826,4504.495108184375,4457.104379195652
2pl,1,32,100,4411.872359387096,4443.309408881988,0.37483925
2pl,1,64,0,4792.772103112107,4798.696717144796,4429.232085210526
2pl,1,64,10,4856.253465063927,4804.955645262008,4776.153801730233
2pl,1,64,20,4688.802796821429,4773.923601222223,4731.776744995575
2pl,1,64,30,4684.628011486363,4683.2548655917435,4756.692753761062
2pl,1,64,40,4670.2950163452915,4663.385330508929,4681.001359972973
2pl,1,64,50,4591.174407959459,4661.461530216814,4657.506412578476
2pl,1,64,60,4623.277487266968,4589.722460754464,4654.6544346909095
2pl,1,64,70,4567.298052161435,4570.679388183857,4625.45558409009
2pl,1,64,80,4484.352745328767,4491.708653773756,4548.286394772322
2pl,1,64,90,4460.074377131222,4430.42773478125,4524.77703379638
2pl,1,64,100,4450.060325936363,4401.596176294643,4501.112070190045
2pl,1,128,0,-1.0,4586.668468666667,4786.568262931035
2pl,1,128,10,4879.780336892857,4891.977846821429,4313.656796421053
2pl,1,128,20,4684.951634833334,4804.770870794117,4815.867224310345
2pl,1,128,30,4672.008947344828,5043.0715579375,4682.4799859714285
2pl,1,128,40,4511.106979233333,4396.9176456,4538.166656333333
2pl,1,128,50,4629.906052035714,4866.751500939394,4697.756752852941
2pl,1,128,60,4470.075369499999,4597.9068407714285,4686.11654990625
2pl,1,128,70,-1.0,4602.982121321429,4619.479640068966
2pl,1,128,80,4248.804705052632,4642.429828484848,4748.18560859375
2pl,1,128,90,4596.854331869565,4600.836048484849,4599.000742909091
2pl,1,128,100,4477.288591586207,4377.1336469,4369.808720708334
2pl,2,1,0,0.10138248847926268,85.58919389346644,98.01445496808091
2pl,2,1,10,0.210727969348659,126.494438431048,128.72530303030302
2pl,2,1,20,135.11490774658674,2536.864452420635,1692.4510187969925
2pl,2,1,30,1406.7044015873014,121.50108684488961,1172.8494843350384
2pl,2,1,40,139.44502280196048,2215.7424962666664,1264.664773987207
2pl,2,1,50,787.9836197600333,1022.1798841961853,129.56242663784465
2pl,2,1,60,104.31483779354603,1903.962391025641,107.39744951923078
2pl,2,1,70,26118.266616781675,117.42305627892384,28038.380257426306
2pl,2,1,80,146.93452003654428,972.1825084049665,977.765317590531
2pl,2,1,90,1676.3194541708333,873.8895197916665,867.6055553366174
2pl,2,1,100,775.8939786607143,867.4942092983939,741.9098527688012
2pl,2,2,0,4291.288015771563,248.2715618228994,3324.0163759520456
2pl,2,2,10,153.96348853053775,47211.6840396138,1759.194659413793
2pl,2,2,20,154.99299459480312,4571.394,149.25996088620894
2pl,2,2,30,1387.060066015528,3992.7687,124.21583027738725
2pl,2,2,40,1435.6179943502825,130.76987125767806,1616.1246525392312
2pl,2,2,50,1408.0749604498778,3480.1155,1566.368055364122
2pl,2,2,60,3010.9692,1699.1239277108432,1494.4922988439307
2pl,2,2,70,1072.5684836442106,909164.9988765556,1183.7729497886746
2pl,2,2,80,1109.8362052337663,1232.7470981206725,1348.980607849247
2pl,2,2,90,1299.920596749226,2400.9957919642857,1270.8025129834252
2pl,2,2,100,1232.2181755614974,1285.5509325704224,2281.8981233333334
2pl,2,4,0,5627.452703183613,9111.621765785974,4601.2529512173915
2pl,2,4,10,4.960902924651925,0.5239014879227053,169.3096264010702
2pl,2,4,20,2289.3746878734046,224.67163442908455,1735.6821428424998
2pl,2,4,30,1813.969628597015,0.09685222276029057,243.25046788495166
2pl,2,4,40,1.4563571418732784,1.1545765435967301,0.319752775308642
2pl,2,4,50,203.03091817278988,2052.934726833333,159.78036010601863
2pl,2,4,60,513.739695460456,1748.6960492842536,0.14814812345679013
2pl,2,4,70,252.13969436034114,1993.8625528366479,3124.1263983994713
2pl,2,4,80,1524.2740001155316,257.10487436373796,1901.530597094431
2pl,2,4,90,1611.8689344569289,2793.062878260869,1561.1046582117945
2pl,2,4,100,1338.6598073757764,300.99431242696926,1610.4202564417178
2pl,2,8,0,9369.584005113828,9421.347602568218,5710.606628441283
2pl,2,8,10,1885.0307220461837,2534.5354648023986,3581.2056624314214
2pl,2,8,20,5367.229526013636,1146.856971973118,2419.2150193137254
2pl,2,8,30,2833.685111533719,1651.7013267824998,1408.2403189903416
2pl,2,8,40,1783.2273284722658,2711.123606829932,1955.2386009413203
2pl,2,8,50,886.7483841804014,2306.9553929911826,4148.471371428572
2pl,2,8,60,4243.967344871795,1472.0954101265822,1631.2210464186046
2pl,2,8,70,1782.5421767281105,2025.183688275823,2162.6687049566463
2pl,2,8,80,3043.392154241379,51021.00839577115,3671.02085862069
2pl,2,8,90,3709.1120181818187,2053.9252867218424,49177.95758333334
2pl,2,8,100,2084.3051789661317,6356.943759680968,2516.5966001625875
2pl,2,16,0,9359.085373895867,8155.344260356459,9374.648153189799
2pl,2,16,10,4474.8514214285715,4125.085534970029,7639.755844934722
2pl,2,16,20,6355.606814161059,6505.391884514706,3996.514695611111
2pl,2,16,30,2451.7082654462242,3249.663265542328,4140.508523336912
2pl,2,16,40,3400.3351823806574,3334.8964192609083,3482.6385536493312
2pl,2,16,50,3146.1446433691754,0.38461538461538464,2463.688965535248
2pl,2,16,60,3518.4395237833332,0.577922077922078,4706.683416885288
2pl,2,16,70,80486.13999086304,740.7841822421435,2546.322491712719
2pl,2,16,80,2816.7676137834123,2942.3665064566785,1089.4813902821318
2pl,2,16,90,2064.886773335581,4114.2283419819705,1333.9652019432406
2pl,2,16,100,1441.4325767801856,3564.8257386162268,2173.175930580313
2pl,2,32,0,9250.000490028082,9379.041301815212,9273.471440213336
2pl,2,32,10,7424.772048626688,6373.6945531363635,4263.805520163637
2pl,2,32,20,4497.530229688313,5396.477032710995,4953.024267212944
2pl,2,32,30,4365.362319440392,6242.208431571704,3978.4521461186037
2pl,2,32,40,5548.595570196617,3836.424551711093,3959.249016941548
2pl,2,32,50,4303.716352172178,4251.938767627751,120127.42215210259
2pl,2,32,60,4701.382925721154,4956.763367568859,4405.560073566667
2pl,2,32,70,3719.716666141426,4860.00560550389,5052.662485621511
2pl,2,32,80,4462.894763392776,4396.601775974026,1342.8986799683878
2pl,2,32,90,2900.9570551864854,1695.6209132142858,63289.50887052191
2pl,2,32,100,1339.6436030325815,3020.1997306422413,2755.592706235236
2pl,2,64,0,9533.336645575488,9548.410077160152,9598.414790575553
2pl,2,64,10,7809.659407326878,5253.109548305952,7706.730555512448
2pl,2,64,20,6883.104637102598,6850.246602663681,6759.145144740313
2pl,2,64,30,156345.1891306331,6204.991324164057,5684.153077613688
2pl,2,64,40,5923.974460202139,5586.153443791371,5862.6455812916665
2pl,2,64,50,5347.539507606731,3900.485771006902,3623.2558899082574
2pl,2,64,60,5150.188923739179,5174.183719848396,4941.764693475072
2pl,2,64,70,281974.68472671113,2633.112038671559,4922.175957464295
2pl,2,64,80,4662.226589450295,4709.456958364466,113198.77289158557
2pl,2,64,90,4386.590751881607,4612.781863390128,4342.071491092554
2pl,2,64,100,4187.300028966476,70603.24475680216,87204.83390253579
2pl,2,128,0,9333.841954195403,9375.280636220237,0.0
2pl,2,128,10,7359.9050232222235,7462.511206826086,6415.2877567813775
2pl,2,128,20,5498.807230642857,8541.073913043478,0.0
2pl,2,128,30,0.0,6231.513729166667,50.249925
2pl,2,128,40,0.1724137931034483,4531.631685,135.77983744
2pl,2,128,50,4714.9095,5379.007973657895,5673.641293407407
2pl,2,128,60,6041.15524,5968.8267,0.0
2pl,2,128,70,0.0,4741.8492972941185,4.52941
2pl,2,128,80,5495.7499,5117.063006896551,4997.680553625
2pl,2,128,90,3949.8114172,3818.727217596154,3733.0054127777776
2pl,2,128,100,3357.2755590799998,3879.8891665,3420.3697142857145
2pl,4,1,0,0.9517053645687032,68.32250845115426,105.06210491313223
2pl,4,1,10,31036.652851340754,229.75357391658224,156.00019769803663
2pl,4,1,20,7.523842428617731,49.9534089605795,260.48405325152913
2pl,4,1,30,206.28805745042027,12.629325369857332,241.8946612212211
2pl,4,1,40,1618.138439697977,257.5667358332753,8.053347161839644
2pl,4,1,50,242.24263045850336,258.7615196327099,884.4533574609463
2pl,4,1,60,786.6221600411394,1367.4087526855965,1379.781367226962
2pl,4,1,70,254.79400929306559,751.0932664388523,4.782888552193173
2pl,4,1,80,238.59368809650704,281.6579474937615,260.71199025358885
2pl,4,1,90,2328.7513894303497,1811.576096891713,655.5256689680135
2pl,4,1,100,1307.19497868397,1377.784390089726,1376.471723234741
2pl,4,2,0,6855.693444497406,306.7543156836187,1991.7146770483544
2pl,4,2,10,1486.3616576978839,392.4186324762131,269.35396044588026
2pl,4,2,20,1541.1207901629725,278.604177766019,262.55023544476325
2pl,4,2,30,256.96195676296134,257.34895691286005,301.26573467612707
2pl,4,2,40,1398.8895134430013,96.26949977348016,254.62383042222558
2pl,4,2,50,264.5401292745252,27153.94372312371,631082.3978994238
2pl,4,2,60,1896.6804018270823,1030.9385422322598,1131.9529909943433
2pl,4,2,70,279.3326298959812,1037.9490714827646,993.8955983701547
2pl,4,2,80,257.2153025388288,1018.8124336430255,261.4321334733154
2pl,4,2,90,1421.4886160488504,1580.3444102783985,245.50576769321924
2pl,4,2,100,1460.3314109724859,884.6185828764138,898.2514940339091
2pl,4,4,0,202.43711134700425,126.36838723766552,5159.256465550969
2pl,4,4,10,320.4034344514562,105.23979753164458,349.03843542606717
2pl,4,4,20,302.78076034381286,362.58790942741894,2.0662883078358796
2pl,4,4,30,6.244956458183273,1.2805501664089085,1543.4427806672438
2pl,4,4,40,3.5887430736787413,1647.798473258143,1388.959620245387
2pl,4,4,50,1.9497465029234238,350.6760629010784,46056.195563146975
2pl,4,4,60,1579.2104853899782,1344.880717968561,834592.458511171
2pl,4,4,70,1.8413584128269447,1481.9937428273763,1377.7571492106097
2pl,4,4,80,86301.40138018936,2193.1694916405563,36274.58628913499
2pl,4,4,90,2284.0982079937817,1063.8584272541375,1122.5234019325362
2pl,4,4,100,1942.3491019584628,1194.367759659193,1980.5618319428283
2pl,4,8,0,18397.297510220415,18574.892552116726,8209.783876404637
2pl,4,8,10,956.0682334125579,858.6755629583945,3410.072216479355
2pl,4,8,20,567.7125201278086,1253.8519116230352,45506.3510739124
2pl,4,8,30,3009.9416937588326,124034.63580246828,4218.210695376807
2pl,4,8,40,41.047756215113594,65045.283621182476,338.92165317568043
2pl,4,8,50,2797.6708493375395,3916.8678432199263,36720.033772577866
2pl,4,8,60,3318.037698133179,34.99916618761902,1814.653267590739
2pl,4,8,70,882.3816010564775,488058.40087122505,403.568658003169
2pl,4,8,80,45467.9570241545,3140.998721738315,277.8087809871545
2pl,4,8,90,377670.73286938056,326512.1278973845,1688.9005249834229
2pl,4,8,100,6662.29794690859,57550.55395569262,1277.363634003623
2pl,4,16,0,18468.722388784616,18578.578412335213,18297.379104936248
2pl,4,16,10,4263.428538451654,1161.1396149254085,7686.083161063873
2pl,4,16,20,3934.9072682255714,3697.6940872560335,6516.898731623878
2pl,4,16,30,888.0301718940283,1716.9071586829532,4174.014575770046
2pl,4,16,40,1867.4304336543855,2038.8628793255652,951.9546889006613
2pl,4,16,50,49828.10198375525,4504.181815515851,3080.2282568776077
2pl,4,16,60,3542.233301452432,32638.19124526081,1617.320801931958
2pl,4,16,70,661663.8672236272,86624.76006035929,3398.9031064026804
2pl,4,16,80,204748.60036409387,50132.08290928743,54310.666166783405
2pl,4,16,90,14.31398555684311,2257.328521679535,167363.12814391236
2pl,4,16,100,3996.0541495466496,2145.528326571701,2445.287847423852
2pl,4,32,0,18322.70928166315,18592.956971195184,18585.93957327721
2pl,4,32,10,14187.623327886446,10371.230473387688,9018.228748683987
2pl,4,32,20,6754.089940448628,8345.875965201223,2053.3198374850213
2pl,4,32,30,3356.476326213722,177414.35803757,7732.44586406875
2pl,4,32,40,5824.211040348648,6017.609036219072,7868.054013194065
2pl,4,32,50,146630.486295223,6097.652734269743,4032.041296699913
2pl,4,32,60,167359.71195234556,5645.98654387922,6244.7675675054825
2pl,4,32,70,49774.43017440879,261009.70763769528,275480.0760434954
2pl,4,32,80,5182.929300840607,3881.7981860750206,1857.2723278034377
2pl,4,32,90,6341.018266376313,260293.76110600197,226982.50869109717
2pl,4,32,100,141599.75911508163,4498.1437553940905,2380.9938875770536
2pl,4,64,0,18989.105281323406,18851.369217469794,18878.461660057415
2pl,4,64,10,13474.636757726561,13258.688838691542,4500.456798964478
2pl,4,64,20,11428.2654534558,13084.435551850343,205055.82639693585
2pl,4,64,30,11735.274522442725,10654.266534691027,11778.448311263299
2pl,4,64,40,8965.68654606363,8250.829695724211,5906.559802463048
2pl,4,64,50,9754.944419504116,8271.690529562296,4866.177039711801
2pl,4,64,60,2192.314267367063,8938.418035447627,9048.622117483195
2pl,4,64,70,8899.381784076648,117446.78593131986,8537.872693963498
2pl,4,64,80,17897.411798950678,7932.740917596746,8272.859556528378
2pl,4,64,90,2613.551366391982,7274.953911439041,5687.350177039555
2pl,4,64,100,7111.190255917392,1737.8372940347308,7060.258780431328
2pl,4,128,0,6685.810109,13204.95322151978,16189.384944985264
2pl,4,128,10,2558.290369807407,13485.165181914912,15132.60899743884
2pl,4,128,20,10738.281522071427,0.0,6961.8026764666665
2pl,4,128,30,7748.007992033334,0.499827,10151.37589314035
2pl,4,128,40,0.0,10200.656790070829,10347.684236011495
2pl,4,128,50,10555.49661914574,10020.254148588996,0.0
2pl,4,128,60,10488.4025786,5533.865539483883,1.5
2pl,4,128,70,8814.757350475,0.0,9184.862910739132
2pl,4,128,80,9014.378047857143,23.599478599999998,7338.739967631579
2pl,4,128,90,1503116.7824598895,6693.205402173737,9111.463322373205
2pl,4,128,100,2553.8995744444446,0.0,5298.754326349206
2pl,8,1,0,1.436128748649664,250.20470437924922,177.60136890781956
2pl,8,1,10,28958.79573020199,19.460823817794505,689.3259653318285
2pl,8,1,20,1167.5313900205888,1357.354931761016,50.46147774459982
2pl,8,1,30,493.4568465436579,1596.348692309025,22.387054751012457
2pl,8,1,40,3714.9211461517293,14.418820866660297,1324.633125960554
2pl,8,1,50,521.7411390347266,135.54179914694416,2443.2831193020465
2pl,8,1,60,537.448026893152,94.14694102186225,13.576480981549302
2pl,8,1,70,2235.882141597828,381.9100564358331,542.2555664633965
2pl,8,1,80,34.250881990964345,2540.8180950903397,644.8301892398362
2pl,8,1,90,2433.522956419167,15.90279391431027,2173.4284640178566
2pl,8,1,100,526.5208505439501,4030.3298186994366,4942.204786125952
2pl,8,2,0,101206.55773326274,300.1255508834389,2805.055626131094
2pl,8,2,10,519.6368900730622,365.6678147550424,523.5043551005858
2pl,8,2,20,14.873531821819938,2404.552128309436,534.3758083486399
2pl,8,2,30,550.499741767567,563.6388042665583,540.7647396679145
2pl,8,2,40,1931.6143950267833,1816.2185037182178,1916.5161723688852
2pl,8,2,50,540.9453860095318,582.9174022214359,1691.8378069435341
2pl,8,2,60,27.611851874726273,575.9862518619552,1563.2031538991832
2pl,8,2,70,1491.4513385601194,1013.4548972132892,1526.6280587499116
2pl,8,2,80,1442.3254317451028,730.4044979572672,1426.2223095226889
2pl,8,2,90,566.0622487197677,1326.0338026531686,947.4152360635348
2pl,8,2,100,914.1980215777326,902.3499470258594,1577.6004587790903
2pl,8,4,0,9961.6515060428,10378.57491461865,9064.810767005583
2pl,8,4,10,3025.2509070638125,93.24170713634132,654.9168491744485
2pl,8,4,20,636.5720284419422,673.743288153441,3249.179654618523
2pl,8,4,30,638.8481829761286,38416.43054266722,2678.4920109059262
2pl,8,4,40,668.2775050089418,36610.589277189276,1737.4792975425567
