alg,WH,Distributed,threads,tput_1,tput_2,tput_3
Pwv,64,40,8,80097.0,61903.3,58403.5
Pwv,64,50,8,39937.6,9210.1,9426.7
Pwv,64,60,8,8212.1,7992.5,8183.8
Pwv,64,70,8,72384.3,7197.9,52429.6
Pwv,64,80,8,75492.1,6428.5,6546.3
Pwv,64,90,8,5843.0,5868.8,5869.6
Pwv,64,100,8,94541.6,5230.9,5315.7
Pwv,128,0,8,37313.9,38798.9,37211.8
Pwv,128,10,8,109627.0,24873.3,25474.0
Pwv,128,20,8,17808.3,57293.1,17404.1
Pwv,128,30,8,13580.3,13632.7,13651.7
Pwv,128,40,8,37736.5,72644.7,11470.3
Pwv,128,50,8,9549.7,9645.7,9552.7
Pwv,128,60,8,8205.3,8208.6,37161.2
Pwv,128,70,8,7315.1,7300.3,7455.9
Pwv,128,80,8,6508.1,69634.4,6439.1
Pwv,128,90,8,8073.1,6065.7,90977.8
Pwv,128,100,8,5121.0,5324.2,5370.2
Pwv,256,0,8,55774.4,24871.8,34421.9
Pwv,256,10,8,24917.7,57218.8,24608.8
Pwv,256,20,8,17696.8,17447.0,17532.2
Pwv,256,30,8,97878.1,13595.4,14060.3
Pwv,256,40,8,50062.0,11242.9,37655.4
Pwv,256,50,8,9556.5,9807.0,9572.0
Pwv,256,60,8,8297.9,92895.0,57592.1
Pwv,256,70,8,65071.0,7287.0,7377.8
Pwv,256,80,8,57766.5,68908.2,27478.5
Pwv,256,90,8,6055.3,6014.0,5766.4
Pwv,256,100,8,5336.3,23689.3,58122.7
Pwv,512,0,8,49406.8,103735.0,55170.8
Pwv,512,10,8,24358.5,24879.5,27955.2
Pwv,512,20,8,44884.9,17843.5,82606.6
Pwv,512,30,8,95410.1,13830.6,101189.0
Pwv,512,40,8,11450.7,83818.5,62713.0
Pwv,512,50,8,46618.1,16945.1,9579.8
Pwv,512,60,8,8129.4,39936.7,8233.9
Pwv,512,70,8,6964.8,7331.3,7489.0
Pwv,512,80,8,34188.8,77178.6,72333.9
Pwv,512,90,8,65855.7,121734.0,6086.2
Pwv,512,100,8,28455.4,78509.0,63919.7
Pwv,1024,0,8,77930.1,37317.4,37321.9
Pwv,1024,10,8,69304.4,25077.5,39947.3
Pwv,1024,20,8,17242.0,17644.0,17193.0
Pwv,1024,30,8,63375.9,13576.6,13895.2
Pwv,1024,40,8,81736.8,37528.9,60041.7
Pwv,1024,50,8,9669.8,9717.2,12813.6
Pwv,1024,60,8,8019.9,15879.9,8337.7
Pwv,1024,70,8,59488.1,7297.3,7406.8
Pwv,1024,80,8,6602.5,6641.1,48225.1
Pwv,1024,90,8,5866.2,17693.9,71666.4
Pwv,1024,100,8,81189.9,31315.2,5471.2
Pwv,1,0,12,32642.8,50957.5,41750.4
Pwv,1,10,12,35081.1,44380.7,43242.8
Pwv,1,20,12,36025.3,45794.4,46122.6
Pwv,1,30,12,51846.6,36178.2,37322.9
Pwv,1,40,12,34507.8,34333.4,36723.8
Pwv,1,50,12,37342.4,33391.8,41593.6
Pwv,1,60,12,39561.7,47798.9,42695.7
Pwv,1,70,12,26224.4,47031.6,35226.8
Pwv,1,80,12,43339.1,35179.5,35595.6
Pwv,1,90,12,39823.8,24880.3,41318.2
Pwv,1,100,12,28608.0,36472.8,53491.9
Pwv,2,0,12,37329.0,35468.4,37115.9
Pwv,2,10,12,37317.5,26967.9,29872.6
Pwv,2,20,12,37307.7,23833.7,23134.5
Pwv,2,30,12,46662.3,16568.7,56292.4
Pwv,2,40,12,34230.2,54074.7,17007.8
Pwv,2,50,12,37313.4,35090.5,15670.7
Pwv,2,60,12,14482.7,27454.5,14429.5
Pwv,2,70,12,58606.9,22883.0,13980.3
Pwv,2,80,12,24884.4,37328.8,24871.6
Pwv,2,90,12,26167.9,34377.3,40150.4
Pwv,2,100,12,46568.4,23528.1,13138.8
Pwv,4,0,12,39145.2,88810.3,37310.7
Pwv,4,10,12,89323.2,13044.4,13324.7
Pwv,4,20,12,7728.8,7395.8,17714.2
Pwv,4,30,12,5250.1,5468.1,5463.4
Pwv,4,40,12,4344.8,4345.0,106307.0
Pwv,4,50,12,64295.8,11931.2,66990.5
Pwv,4,60,12,89675.7,2854.6,2907.7
Pwv,4,70,12,22781.7,60488.3,36569.7
Pwv,4,80,12,87556.5,2299.3,2160.6
Pwv,4,90,12,28709.9,2073.1,1966.4
Pwv,4,100,12,1798.2,76210.2,66340.9
Pwv,8,0,12,66731.2,37312.5,55666.1
Pwv,8,10,12,23270.6,57483.2,23220.7
Pwv,8,20,12,16818.8,25455.6,16516.6
Pwv,8,30,12,12806.8,12716.7,12791.4
Pwv,8,40,12,10122.2,87984.0,44386.3
Pwv,8,50,12,8761.4,8637.7,29116.4
Pwv,8,60,12,71200.1,7313.7,29492.0
Pwv,8,70,12,60359.9,50725.6,6543.3
Pwv,8,80,12,80352.2,15119.9,5721.9
Pwv,8,90,12,54992.7,5122.0,10589.1
Pwv,8,100,12,45710.4,5551.5,5668.8
Pwv,16,0,12,37309.7,108910.0,37311.8
Pwv,16,10,12,25335.6,24659.4,67888.8
Pwv,16,20,12,42440.7,18446.4,18752.0
Pwv,16,30,12,14463.0,14436.6,14502.7
Pwv,16,40,12,11823.6,53171.1,74978.9
Pwv,16,50,12,67770.6,10105.6,41054.9
Pwv,16,60,12,8807.4,8926.5,81796.1
Pwv,16,70,12,77751.1,58115.3,7610.6
Pwv,16,80,12,48067.9,6842.8,85677.8
Pwv,16,90,12,55648.1,47285.8,6376.6
Pwv,16,100,12,13680.6,5707.8,34034.1
Pwv,32,0,12,37311.7,97411.8,37312.6
Pwv,32,10,12,28510.5,28600.1,28417.1
Pwv,32,20,12,48252.3,69193.6,62520.7
Pwv,32,30,12,27348.3,17515.0,17225.0
Pwv,32,40,12,14532.1,84032.5,14427.4
Pwv,32,50,12,29222.3,54376.0,12734.8
Pwv,32,60,12,11249.0,71699.0,10850.1
Pwv,32,70,12,51574.4,44957.8,9813.2
Pwv,32,80,12,8982.7,9312.8,9058.9
Pwv,32,90,12,72502.3,37699.4,75679.3
Pwv,32,100,12,31842.3,43524.7,7408.4
Pwv,64,0,12,37314.4,50847.6,37310.6
Pwv,64,10,12,88744.2,28982.8,71683.0
Pwv,64,20,12,22024.6,78954.1,66206.3
Pwv,64,30,12,22783.6,17597.5,17548.9
Pwv,64,40,12,31944.9,79110.0,36597.5
Pwv,64,50,12,12705.2,12844.1,88342.1
Pwv,64,60,12,11376.0,11277.9,30003.8
Pwv,64,70,12,10078.9,9977.0,10186.0
Pwv,64,80,12,76340.9,9036.0,71160.8
Pwv,64,90,12,8385.3,8418.4,14873.6
Pwv,64,100,12,7541.7,30417.7,7578.5
Pwv,128,0,12,38957.0,51991.1,36820.8
Pwv,128,10,12,29201.3,29088.7,69943.9
Pwv,128,20,12,22899.4,22840.7,22674.8
Pwv,128,30,12,40176.7,37708.6,18516.1
Pwv,128,40,12,15926.4,15741.2,15753.0
Pwv,128,50,12,13761.9,13794.6,30976.5
Pwv,128,60,12,11836.4,26518.0,70840.5
Pwv,128,70,12,10708.9,39598.5,10930.7
Pwv,128,80,12,9379.9,9690.1,9654.2
Pwv,128,90,12,75004.7,86255.5,8913.2
Pwv,128,100,12,8165.0,7976.7,73868.1
Pwv,256,0,12,37310.7,96357.1,37317.3
Pwv,256,10,12,29700.4,30042.0,30235.5
Pwv,256,20,12,22955.9,22884.5,85367.1
Pwv,256,30,12,18773.3,86619.2,18485.9
Pwv,256,40,12,56375.9,42654.9,15840.8
Pwv,256,50,12,31075.3,13865.9,22367.6
Pwv,256,60,12,11989.3,12189.3,78238.0
Pwv,256,70,12,10721.4,68692.0,10843.5
Pwv,256,80,12,9775.0,9911.5,42645.4
Pwv,256,90,12,8736.3,43648.7,8804.6
Pwv,256,100,12,33074.8,67769.9,51215.9
Pwv,512,0,12,55079.1,37310.5,59128.9
Pwv,512,10,12,36253.8,53998.5,29428.4
Pwv,512,20,12,55013.6,70905.2,23907.7
Pwv,512,30,12,34133.9,84150.8,19023.4
Pwv,512,40,12,61079.5,16387.7,79769.9
Pwv,512,50,12,13682.8,32744.4,13888.7
Pwv,512,60,12,12280.7,11937.1,12304.5
Pwv,512,70,12,35124.1,11207.2,24801.6
Pwv,512,80,12,31364.5,10042.6,25878.1
Pwv,512,90,12,11649.5,29478.6,50659.6
Pwv,512,100,12,8436.0,29308.6,53087.2
Pwv,1024,0,12,37315.3,37313.0,31094.5
Pwv,1024,10,12,29527.8,36050.1,44067.7
Pwv,1024,20,12,23251.7,22571.4,40343.6
Pwv,1024,30,12,46337.7,18933.5,19154.4
Pwv,1024,40,12,21509.1,16031.8,46073.1
Pwv,1024,50,12,13840.3,15922.5,13593.3
Pwv,1024,60,12,12243.1,12417.5,12352.6
Pwv,1024,70,12,10895.9,10983.6,82445.9
Pwv,1024,80,12,9676.3,9849.8,9967.0
Pwv,1024,90,12,8805.6,9258.2,31371.5
Pwv,1024,100,12,8328.0,73680.5,8377.2
Calvin-1,1,0,2,7220.3,7218.5,7238.8
Calvin-1,1,10,2,7221.0,7233.8,7216.5
Calvin-1,1,20,2,7251.6,7226.3,7214.8
Calvin-1,1,30,2,7243.4,7243.8,7224.5
Calvin-1,1,40,2,7263.4,7219.5,7253.5
Calvin-1,1,50,2,7250.7,7245.3,7220.2
Calvin-1,1,60,2,7254.5,7233.8,7260.9
Calvin-1,1,70,2,7245.2,7226.5,7314.7
Calvin-1,1,80,2,7240.9,7253.7,7265.6
Calvin-1,1,90,2,7192.0,7243.0,7254.5
Calvin-1,1,100,2,7227.4,7255.0,7266.0
Calvin-1,2,0,2,7159.9,7182.9,7176.3
Calvin-1,2,10,2,7242.2,7241.4,7285.9
Calvin-1,2,20,2,7188.0,7186.1,7192.9
Calvin-1,2,30,2,7195.9,7207.6,7216.9
Calvin-1,2,40,2,7241.5,7234.0,7246.4
Calvin-1,2,50,2,7228.6,7218.1,7246.9
Calvin-1,2,60,2,7181.4,7167.0,7236.6
Calvin-1,2,70,2,7197.6,7199.2,7189.8
Calvin-1,2,80,2,7207.0,7199.2,7209.8
Calvin-1,2,90,2,7201.0,7210.1,7222.8
Calvin-1,2,100,2,7213.0,7228.4,7187.1
Calvin-1,4,0,2,7194.5,7175.0,7185.1
Calvin-1,4,10,2,7260.9,7275.8,7229.2
Calvin-1,4,20,2,7212.3,7207.2,7212.3
Calvin-1,4,30,2,7289.1,7216.3,7218.4
Calvin-1,4,40,2,7193.0,7217.7,7205.4
Calvin-1,4,50,2,7201.7,7204.6,7206.0
Calvin-1,4,60,2,7225.5,7207.3,7212.4
Calvin-1,4,70,2,7185.2,7209.8,7206.0
Calvin-1,4,80,2,7222.1,7221.5,7222.1
Calvin-1,4,90,2,7199.4,7214.5,7214.5
Calvin-1,4,100,2,7251.5,7244.2,7242.9
Calvin-1,8,0,2,7195.4,7193.1,7194.8
Calvin-1,8,10,2,7232.9,7256.8,7251.6
Calvin-1,8,20,2,7232.3,7242.9,7238.4
Calvin-1,8,30,2,7232.0,7219.0,7231.8
Calvin-1,8,40,2,7214.0,7183.4,7201.4
Calvin-1,8,50,2,7212.8,7214.6,7214.4
Calvin-1,8,60,2,7195.8,7180.0,7165.2
Calvin-1,8,70,2,7229.9,7232.1,7237.0
Calvin-1,8,80,2,7213.5,7213.5,7213.5
Calvin-1,8,90,2,7219.4,7221.8,7203.4
Calvin-1,8,100,2,7208.7,7227.6,7229.6
Calvin-1,16,0,2,7173.3,7177.2,7167.1
Calvin-1,16,10,2,7211.6,7246.7,7215.4
Calvin-1,16,20,2,7180.8,7221.2,7214.5
Calvin-1,16,30,2,7192.3,7186.8,7188.0
Calvin-1,16,40,2,7162.9,7163.5,7162.9
Calvin-1,16,50,2,7183.7,7186.7,7187.2
Calvin-1,16,60,2,7160.2,7156.2,7149.4
Calvin-1,16,70,2,7166.2,7164.2,7178.1
Calvin-1,16,80,2,7205.0,7217.5,7201.5
Calvin-1,16,90,2,7201.2,7193.8,7191.3
Calvin-1,16,100,2,7306.3,7232.9,7194.6
Calvin-1,32,0,2,7165.2,7185.6,7165.2
Calvin-1,32,10,2,7216.0,7215.6,7297.1
Calvin-1,32,20,2,7165.4,7210.3,7204.6
Calvin-1,32,30,2,7168.5,7166.9,7171.9
Calvin-1,32,40,2,7164.7,7171.1,7177.2
Calvin-1,32,50,2,7173.6,7192.5,7178.6
Calvin-1,32,60,2,7179.0,7195.2,7175.5
Calvin-1,32,70,2,7193.0,7195.2,7164.2
Calvin-1,32,80,2,7176.6,7194.1,7191.1
Calvin-1,32,90,2,7162.9,7171.6,7158.9
Calvin-1,32,100,2,7211.9,7185.6,7170.4
Calvin-1,64,0,2,7146.0,7146.0,7127.8
Calvin-1,64,10,2,7206.3,7207.9,7195.6
Calvin-1,64,20,2,7187.2,7187.2,7187.5
Calvin-1,64,30,2,7252.6,7196.0,7188.2
Calvin-1,64,40,2,7176.7,7168.4,7165.0
Calvin-1,64,50,2,7204.1,7175.2,7180.4
Calvin-1,64,60,2,7179.0,7151.1,7161.0
Calvin-1,64,70,2,7164.7,7160.8,7164.0
Calvin-1,64,80,2,7168.4,7176.0,7174.7
Calvin-1,64,90,2,7178.7,7181.3,7178.1
Calvin-1,64,100,2,7213.7,7213.7,7197.0
Calvin-1,128,0,2,7128.1,7165.2,7127.7
Calvin-1,128,10,2,7200.6,7227.2,7198.1
Calvin-1,128,20,2,7182.2,7184.3,7184.3
Calvin-1,128,30,2,7178.9,7173.4,7187.7
Calvin-1,128,40,2,7169.9,7155.8,7256.0
Calvin-1,128,50,2,7176.3,7182.2,7163.9
Calvin-1,128,60,2,7168.4,7152.0,7156.1
Calvin-1,128,70,2,7165.1,7172.0,7170.3
Calvin-1,128,80,2,7189.5,7189.5,7193.6
Calvin-1,128,90,2,7206.6,7208.1,7201.9
Calvin-1,128,100,2,7188.6,7183.6,7186.6
Calvin-1,256,0,2,7139.0,7135.5,7141.6
Calvin-1,256,10,2,7188.9,7185.8,7191.8
Calvin-1,256,20,2,7165.4,7179.0,7171.3
Calvin-1,256,30,2,7184.9,7197.2,7170.4
Calvin-1,256,40,2,7129.6,7146.2,7154.3
Calvin-1,256,50,2,7138.1,7138.1,7127.5
Calvin-1,256,60,2,7152.9,7149.8,7159.7
Calvin-1,256,70,2,7139.1,7155.8,7166.0
Calvin-1,256,80,2,7164.6,7164.4,7182.8
Calvin-1,256,90,2,7200.1,7194.3,7197.2
Calvin-1,256,100,2,7192.4,7187.4,7190.3
Calvin-1,512,0,2,7139.2,7134.6,7133.0
Calvin-1,512,10,2,7187.6,7191.5,7188.3
Calvin-1,512,20,2,7134.9,7169.5,7165.9
Calvin-1,512,30,2,7166.6,7143.6,7183.5
Calvin-1,512,40,2,7141.1,7111.8,7140.9
Calvin-1,512,50,2,7128.0,7120.1,7115.0
Calvin-1,512,60,2,7149.0,7123.7,7146.0
Calvin-1,512,70,2,7132.5,7129.3,7134.6
Calvin-1,512,80,2,7173.7,7165.8,7156.9
Calvin-1,512,90,2,7202.2,7200.7,7164.0
Calvin-1,512,100,2,7175.3,7167.0,7175.3
Calvin-1,1024,0,2,7115.6,7127.6,7115.6
Calvin-1,1024,10,2,7166.7,7166.7,7194.4
Calvin-1,1024,20,2,7166.0,7166.0,7171.8
Calvin-1,1024,30,2,7166.5,7166.4,7159.0
Calvin-1,1024,40,2,7115.9,7115.9,7115.9
Calvin-1,1024,50,2,7125.8,7125.8,7207.8
Calvin-1,1024,60,2,7134.0,7113.4,7146.5
Calvin-1,1024,70,2,7123.5,7133.4,7188.8
Calvin-1,1024,80,2,7153.6,7248.7,7174.4
Calvin-1,1024,90,2,7178.7,7195.4,7178.7
Calvin-1,1024,100,2,7130.4,7135.1,7145.9
Calvin-1,1,0,4,9366.1,9366.1,9363.2
Calvin-2,1,0,4,8608.2,8610.7,8605.9
Calvin-1,1,10,4,9370.0,9364.1,9401.2
Calvin-2,1,10,4,8607.7,8602.4,8610.7
Calvin-1,1,20,4,9373.7,9365.1,9368.9
Calvin-2,1,20,4,8597.9,8667.6,8610.7
Calvin-1,1,30,4,9367.0,9369.3,9378.8
Calvin-2,1,30,4,8607.3,8606.2,8670.3
Calvin-1,1,40,4,9375.0,9376.1,9374.2
Calvin-2,1,40,4,8606.3,8604.6,8608.0
Calvin-1,1,50,4,9370.5,9376.5,9376.0
Calvin-2,1,50,4,8605.1,8607.4,8608.6
Calvin-1,1,60,4,9375.1,9371.2,9369.7
Calvin-2,1,60,4,8607.4,8604.3,8600.8
Calvin-1,1,70,4,9374.0,9381.8,9370.0
Calvin-2,1,70,4,8599.7,8603.0,8584.2
Calvin-1,1,80,4,9417.8,9367.2,9380.6
Calvin-2,1,80,4,8604.3,8610.7,8612.6
Calvin-1,1,90,4,9377.1,9376.8,9372.2
Calvin-2,1,90,4,8585.6,8616.0,8567.2
Calvin-1,1,100,4,9374.7,9376.1,9371.7
Calvin-2,1,100,4,8609.8,8610.5,8599.8
Calvin-1,2,0,4,11443.6,11462.1,11445.2
Calvin-2,2,0,4,13766.0,13761.9,13763.5
Calvin-1,2,10,4,11495.4,11496.5,11496.7
Calvin-2,2,10,4,11803.7,11749.7,11772.2
Calvin-1,2,20,4,11455.1,11459.3,11437.3
Calvin-2,2,20,4,10794.3,10803.6,10807.2
Calvin-1,2,30,4,11501.2,11500.8,11505.0
Calvin-2,2,30,4,10206.1,10214.2,10213.1
Calvin-1,2,40,4,11443.0,11443.0,11448.2
Calvin-2,2,40,4,9736.8,9741.5,9735.9
Calvin-1,2,50,4,11477.4,11482.9,11467.4
Calvin-2,2,50,4,9384.6,9437.8,9386.3
Calvin-1,2,60,4,11425.0,11418.9,11420.8
Calvin-2,2,60,4,9081.9,9080.5,9079.8
Calvin-1,2,70,4,11465.9,11471.7,11576.1
Calvin-2,2,70,4,8874.9,8885.0,8889.3
Calvin-1,2,80,4,11406.3,11413.0,11409.3
Calvin-2,2,80,4,8688.9,8685.6,8678.1
Calvin-1,2,90,4,11449.1,11447.2,11442.2
Calvin-2,2,90,4,8587.4,8584.7,8582.8
Calvin-1,2,100,4,11474.5,11472.0,11491.4
Calvin-2,2,100,4,8558.2,8562.5,8555.1
Calvin-1,4,0,4,13328.9,13326.1,13286.1
Calvin-2,4,0,4,13777.6,13777.1,13802.8
Calvin-1,4,10,4,13398.1,13388.6,13392.1
Calvin-2,4,10,4,12201.9,12201.9,12189.0
Calvin-1,4,20,4,13462.0,13373.2,13371.5
Calvin-2,4,20,4,11417.7,11429.3,11426.8
Calvin-1,4,30,4,13394.1,13422.1,13417.6
Calvin-2,4,30,4,10851.1,10854.5,10841.3
Calvin-1,4,40,4,13446.7,13387.6,13409.7
Calvin-2,4,40,4,10390.5,10397.2,10391.0
Calvin-1,4,50,4,13344.5,13350.8,13360.9
Calvin-2,4,50,4,10050.1,10062.2,10054.6
Calvin-1,4,60,4,13382.7,13380.8,13386.4
Calvin-2,4,60,4,9740.8,9742.2,9731.1
Calvin-1,4,70,4,13372.5,13382.2,13382.2
Calvin-2,4,70,4,9508.6,9499.5,9483.7
Calvin-1,4,80,4,13403.4,13410.6,13397.2
Calvin-2,4,80,4,9350.7,9339.6,9347.1
Calvin-1,4,90,4,13372.6,13346.4,13348.3
Calvin-2,4,90,4,9157.9,9153.6,9151.1
Calvin-1,4,100,4,13386.0,13386.0,13395.3
Calvin-2,4,100,4,8990.5,8994.5,8985.6
Calvin-1,8,0,4,14665.7,14677.8,14635.4
Calvin-2,8,0,4,13789.8,13773.0,13779.0
Calvin-1,8,10,4,14679.4,14693.0,14699.8
Calvin-2,8,10,4,12328.0,12316.7,12349.9
Calvin-1,8,20,4,14724.0,14704.1,14723.4
Calvin-2,8,20,4,11594.2,11603.4,11595.3
Calvin-1,8,30,4,14711.9,14687.0,14686.3
Calvin-2,8,30,4,11060.8,11054.6,11061.9
Calvin-1,8,40,4,14731.1,14698.5,14743.0
Calvin-2,8,40,4,10581.9,10582.3,10561.0
Calvin-1,8,50,4,14648.3,14635.0,14644.7
Calvin-2,8,50,4,10298.5,10302.0,10304.7
Calvin-1,8,60,4,14629.1,14653.9,14648.3
Calvin-2,8,60,4,9986.1,9977.1,9984.8
Calvin-1,8,70,4,14649.8,14653.9,14668.6
Calvin-2,8,70,4,9732.5,9741.7,9746.6
Calvin-1,8,80,4,14678.8,14690.7,14688.0
Calvin-2,8,80,4,9564.0,9580.6,9596.6
Calvin-1,8,90,4,14687.8,14698.7,14691.1
Calvin-2,8,90,4,9389.2,9385.7,9395.7
Calvin-1,8,100,4,14744.7,14758.2,14739.2
Calvin-2,8,100,4,9205.2,9216.7,9209.5
Calvin-1,16,0,4,15552.0,15524.8,15573.5
Calvin-2,16,0,4,13782.4,13782.4,13782.4
Calvin-1,16,10,4,15622.2,15629.8,15617.4
Calvin-2,16,10,4,12432.5,12431.8,12440.3
Calvin-1,16,20,4,15586.4,15588.8,15590.0
Calvin-2,16,20,4,11689.8,11703.8,11693.3
Calvin-1,16,30,4,15607.9,15624.6,15626.6
Calvin-2,16,30,4,11140.5,11148.3,11150.2
Calvin-1,16,40,4,15588.2,15566.7,15581.4
Calvin-2,16,40,4,10744.3,10748.7,10752.0
Calvin-1,16,50,4,15585.9,15592.9,15604.2
Calvin-2,16,50,4,10387.3,10390.3,10384.6
Calvin-1,16,60,4,15559.8,15556.5,15563.8
Calvin-2,16,60,4,10055.3,10050.4,10054.1
Calvin-1,16,70,4,15613.1,15594.7,15604.3
Calvin-2,16,70,4,9879.9,9875.5,9884.1
Calvin-1,16,80,4,15603.7,15586.8,15619.5
Calvin-2,16,80,4,9635.2,9614.1,9629.2
Calvin-1,16,90,4,15615.2,15606.0,15723.6
Calvin-2,16,90,4,9470.4,9464.2,9471.7
Calvin-1,16,100,4,15626.0,15597.5,15624.1
Calvin-2,16,100,4,9277.1,9277.2,9300.8
Calvin-1,32,0,4,16170.5,16162.7,16141.5
Calvin-2,32,0,4,13765.6,13732.8,13782.4
Calvin-1,32,10,4,16254.2,16254.2,16265.7
Calvin-2,32,10,4,12476.5,12477.9,12467.4
Calvin-1,32,20,4,16248.2,16212.8,16254.4
Calvin-2,32,20,4,11749.0,11752.6,11746.5
Calvin-1,32,30,4,16219.4,16219.4,16218.6
Calvin-2,32,30,4,11122.3,11144.5,11142.8
Calvin-1,32,40,4,16196.4,16191.2,16207.7
Calvin-2,32,40,4,10801.1,10803.4,10801.1
Calvin-1,32,50,4,16218.2,16223.8,16235.2
Calvin-2,32,50,4,10413.1,10413.8,10495.5
Calvin-1,32,60,4,16163.7,16167.6,16150.2
Calvin-2,32,60,4,10123.7,10113.4,10110.3
Calvin-1,32,70,4,16280.6,16282.5,16270.5
Calvin-2,32,70,4,9936.7,9927.4,9918.6
Calvin-1,32,80,4,16213.6,16218.8,16194.2
Calvin-2,32,80,4,9704.6,9705.8,9691.5
Calvin-1,32,90,4,16257.0,16213.4,16216.8
Calvin-2,32,90,4,9503.8,9510.5,9574.3
Calvin-1,32,100,4,16212.6,16199.0,16166.4
Calvin-2,32,100,4,9306.2,9308.0,9309.2
Calvin-1,64,0,4,16645.9,16648.2,16633.8
Calvin-2,64,0,4,13741.5,13746.0,13751.4
Calvin-1,64,10,4,16695.0,16689.7,16705.2
Calvin-2,64,10,4,12479.9,12456.1,12462.2
Calvin-1,64,20,4,16612.3,16650.0,16646.8
Calvin-2,64,20,4,11727.4,11722.2,11728.0
Calvin-1,64,30,4,16808.6,16699.8,16706.0
Calvin-2,64,30,4,11197.6,11207.8,11203.5
Calvin-1,64,40,4,16693.3,16713.9,16696.7
Calvin-2,64,40,4,10801.9,10800.1,10814.3
Calvin-1,64,50,4,16621.0,16606.8,16616.7
Calvin-2,64,50,4,10459.5,10422.6,10446.8
Calvin-1,64,60,4,16647.8,16656.6,16672.4
Calvin-2,64,60,4,10176.1,10194.1,10169.3
Calvin-1,64,70,4,16676.4,16667.3,16683.5
Calvin-2,64,70,4,9954.0,9980.3,9959.4
Calvin-1,64,80,4,16717.3,16766.7,16705.4
Calvin-2,64,80,4,9756.8,9733.7,9730.2
Calvin-1,64,90,4,16667.2,16667.2,16704.5
Calvin-2,64,90,4,9494.1,9491.6,9481.5
Calvin-1,64,100,4,16650.9,16672.1,16615.7
Calvin-2,64,100,4,9370.9,9368.7,9369.4
Calvin-1,128,0,4,16934.9,16941.2,17044.9
Calvin-2,128,0,4,13732.8,13682.6,13744.4
Calvin-1,128,10,4,17015.7,17013.4,17015.7
Calvin-2,128,10,4,12490.1,12485.4,12479.8
Calvin-1,128,20,4,16936.0,16951.6,16945.0
Calvin-2,128,20,4,11775.9,11760.1,11852.2
Calvin-1,128,30,4,17016.5,17075.0,17007.9
Calvin-2,128,30,4,11208.7,11191.8,11198.0
Calvin-1,128,40,4,16934.1,17001.1,16942.0
Calvin-2,128,40,4,10788.1,10792.6,10782.9
Calvin-1,128,50,4,16951.4,16916.0,16888.9
Calvin-2,128,50,4,10452.3,10450.3,10454.1
Calvin-1,128,60,4,17036.3,17027.9,17026.5
Calvin-2,128,60,4,10194.6,10198.5,10194.9
Calvin-1,128,70,4,17069.3,16965.5,16986.4
Calvin-2,128,70,4,9970.0,9964.6,9971.6
Calvin-1,128,80,4,16978.6,16975.0,16970.9
Calvin-2,128,80,4,9719.7,9740.3,9719.4
Calvin-1,128,90,4,17042.9,17046.8,17054.9
Calvin-2,128,90,4,9519.8,9526.1,9525.4
Calvin-1,128,100,4,17017.2,16981.8,16991.3
Calvin-2,128,100,4,9375.2,9353.1,9366.4
Calvin-1,256,0,4,17163.0,17163.0,17162.9
Calvin-2,256,0,4,13712.6,13710.4,13730.4
Calvin-1,256,10,4,17214.8,17214.8,17214.8
Calvin-2,256,10,4,12472.5,12456.9,12479.4
Calvin-1,256,20,4,17177.9,17149.8,17162.6
Calvin-2,256,20,4,11752.7,11760.1,11751.0
Calvin-1,256,30,4,17208.2,17184.2,17215.5
Calvin-2,256,30,4,11221.6,11229.8,11234.4
Calvin-1,256,40,4,17173.4,17186.3,17178.4
Calvin-2,256,40,4,10754.5,10730.5,10766.8
Calvin-1,256,50,4,17158.1,17159.7,17144.9
Calvin-2,256,50,4,10441.8,10432.5,10448.5
Calvin-1,256,60,4,17207.3,17232.2,17223.1
Calvin-2,256,60,4,10199.1,10175.4,10170.7
Calvin-1,256,70,4,17185.5,17195.5,17181.6
Calvin-2,256,70,4,9963.5,9950.5,9966.5
Calvin-1,256,80,4,17185.5,17215.7,17210.3
Calvin-2,256,80,4,9713.2,9718.9,9713.7
Calvin-1,256,90,4,17242.2,17234.5,17232.2
Calvin-2,256,90,4,9520.8,9522.5,9519.9
Calvin-1,256,100,4,17158.0,17140.7,17182.8
Calvin-2,256,100,4,9353.4,9353.4,9359.8
Calvin-1,512,0,4,17412.0,17300.7,17284.7
Calvin-2,512,0,4,13705.0,13709.6,13705.0
Calvin-1,512,10,4,17346.5,17341.0,17377.1
Calvin-2,512,10,4,12462.9,12457.1,12453.7
Calvin-1,512,20,4,17297.7,17359.6,17305.6
Calvin-2,512,20,4,11729.6,11724.5,11730.8
Calvin-1,512,30,4,17393.4,17403.8,17414.8
Calvin-2,512,30,4,11198.8,11194.5,11191.6
Calvin-1,512,40,4,17313.0,17312.5,17324.8
Calvin-2,512,40,4,10754.3,10775.4,10774.5
Calvin-1,512,50,4,17307.1,17307.3,17286.1
Calvin-2,512,50,4,10446.2,10471.3,10449.1
Calvin-1,512,60,4,17365.5,17368.5,17377.1
Calvin-2,512,60,4,10179.1,10179.4,10170.6
Calvin-1,512,70,4,17314.3,17327.5,17332.2
Calvin-2,512,70,4,9950.7,9961.5,9950.7
Calvin-1,512,80,4,17347.6,17362.1,17375.6
Calvin-2,512,80,4,9722.9,9713.9,9713.9
Calvin-1,512,90,4,17387.5,17384.3,17411.1
