alg,trans,threads,warehouse,remote,tput_1,tput_2,tput_3
Silo,new_order,16,2,80,314546.0,321090.0,473970.0
Silo,new_order,16,2,90,321085.0,329045.0,508742.0
Silo,new_order,16,2,100,340479.0,335685.0,518733.0
Silo,new_order,16,4,0,672058.0,470382.0,706446.0
Silo,new_order,16,4,10,570448.0,419367.0,604329.0
Silo,new_order,16,4,20,590684.0,425285.0,650612.0
Silo,new_order,16,4,30,582909.0,422511.0,614638.0
Silo,new_order,16,4,40,637305.0,422725.0,607204.0
Silo,new_order,16,4,50,632943.0,398449.0,603398.0
Silo,new_order,16,4,60,425477.0,391547.0,601556.0
Silo,new_order,16,4,70,403597.0,421806.0,575139.0
Silo,new_order,16,4,80,417423.0,391565.0,630077.0
Silo,new_order,16,4,90,410699.0,405629.0,601370.0
Silo,new_order,16,4,100,398874.0,415850.0,636373.0
Silo,new_order,16,8,0,829138.0,551893.0,830133.0
Silo,new_order,16,8,10,740011.0,513121.0,740067.0
Silo,new_order,16,8,20,758009.0,467228.0,758092.0
Silo,new_order,16,8,30,745556.0,459680.0,747440.0
Silo,new_order,16,8,40,738914.0,478948.0,737737.0
Silo,new_order,16,8,50,698358.0,462331.0,671182.0
Silo,new_order,16,8,60,457615.0,459529.0,726883.0
Silo,new_order,16,8,70,469477.0,472432.0,661113.0
Silo,new_order,16,8,80,469672.0,459084.0,691367.0
Silo,new_order,16,8,90,446624.0,468178.0,664648.0
Silo,new_order,16,8,100,481971.0,476235.0,725984.0
Silo,new_order,16,16,0,896938.0,589934.0,895581.0
Silo,new_order,16,16,10,799883.0,534190.0,837162.0
Silo,new_order,16,16,20,781082.0,451341.0,783005.0
Silo,new_order,16,16,30,802113.0,454835.0,802771.0
Silo,new_order,16,16,40,788543.0,459529.0,758373.0
Silo,new_order,16,16,50,780731.0,506918.0,778900.0
Silo,new_order,16,16,60,515340.0,522630.0,772089.0
Silo,new_order,16,16,70,521644.0,512440.0,771495.0
Silo,new_order,16,16,80,499196.0,497723.0,737696.0
Silo,new_order,16,16,90,502378.0,489850.0,704529.0
Silo,new_order,16,16,100,495582.0,500753.0,758407.0
Silo,new_order,16,32,0,841093.0,525377.0,841517.0
Silo,new_order,16,32,10,783224.0,528285.0,789926.0
Silo,new_order,16,32,20,768250.0,496908.0,739503.0
Silo,new_order,16,32,30,743759.0,490204.0,693592.0
Silo,new_order,16,32,40,744172.0,486569.0,742738.0
Silo,new_order,16,32,50,705538.0,479300.0,734741.0
Silo,new_order,16,32,60,481396.0,462125.0,699805.0
Silo,new_order,16,32,70,494858.0,480015.0,723567.0
Silo,new_order,16,32,80,471570.0,473094.0,720270.0
Silo,new_order,16,32,90,459177.0,456357.0,719472.0
Silo,new_order,16,32,100,463680.0,487726.0,715269.0
Silo,new_order,16,64,0,762175.0,510028.0,795948.0
Silo,new_order,16,64,10,720868.0,483252.0,724082.0
Silo,new_order,16,64,20,673611.0,454447.0,731038.0
Silo,new_order,16,64,30,715679.0,451419.0,716179.0
Silo,new_order,16,64,40,706347.0,475918.0,678984.0
Silo,new_order,16,64,50,694311.0,470163.0,669249.0
Silo,new_order,16,64,60,445052.0,450026.0,683356.0
Silo,new_order,16,64,70,444865.0,410174.0,630839.0
Silo,new_order,16,64,80,442535.0,412907.0,651933.0
Silo,new_order,16,64,90,456908.0,426733.0,649775.0
Silo,new_order,16,64,100,441970.0,431572.0,649491.0
Silo,new_order,16,128,0,722007.0,420505.0,752014.0
Silo,new_order,16,128,10,715717.0,474699.0,716576.0
Silo,new_order,16,128,20,671822.0,439130.0,695765.0
Silo,new_order,16,128,30,657893.0,439809.0,655502.0
Silo,new_order,16,128,40,642738.0,451261.0,670101.0
Silo,new_order,16,128,50,658524.0,444032.0,609637.0
Silo,new_order,16,128,60,417556.0,419696.0,650938.0
Silo,new_order,16,128,70,413397.0,418491.0,644422.0
Silo,new_order,16,128,80,415403.0,413155.0,637974.0
Silo,new_order,16,128,90,432539.0,415221.0,636327.0
Silo,new_order,16,128,100,413998.0,406236.0,610327.0
Silo,new_order,16,256,0,701949.0,451136.0,672596.0
Silo,new_order,16,256,10,671862.0,438552.0,647654.0
Silo,new_order,16,256,20,608602.0,418212.0,653411.0
Silo,new_order,16,256,30,594189.0,412392.0,641313.0
Silo,new_order,16,256,40,626833.0,367945.0,629350.0
Silo,new_order,16,256,50,617625.0,403512.0,619338.0
Silo,new_order,16,256,60,365499.0,411626.0,611004.0
Silo,new_order,16,256,70,402543.0,395670.0,605872.0
Silo,new_order,16,256,80,325607.0,381147.0,599032.0
Silo,new_order,16,256,90,404007.0,385485.0,573537.0
Silo,new_order,16,256,100,386093.0,398463.0,589975.0
Silo,new_order,16,512,0,626761.0,650496.0,645614.0
Silo,new_order,16,512,10,607563.0,629347.0,629460.0
Silo,new_order,16,512,20,296316.1,614395.0,571095.0
Silo,new_order,16,512,30,603408.0,581396.0,581042.0
Silo,new_order,16,512,40,588335.0,590679.0,571655.0
Silo,new_order,16,512,50,563202.0,560665.0,582022.0
Silo,new_order,16,512,60,286962.97,554995.0,572019.0
Silo,new_order,16,512,70,548393.0,564380.0,282997.34
Silo,new_order,16,512,80,559942.0,559391.0,543245.0
Silo,new_order,16,512,90,278911.2,556816.0,556286.0
Silo,new_order,16,512,100,554092.0,555822.0,554685.0
Silo,new_order,28,1,0,184879.0,119466.0,
Silo,new_order,28,1,10,186585.0,114923.0,
Silo,new_order,28,1,20,186294.0,122931.0,
Silo,new_order,28,1,30,186072.0,114279.0,
Silo,new_order,28,1,40,185462.0,111288.0,
Silo,new_order,28,1,50,184573.0,105162.0,
Silo,new_order,28,1,60,113575.0,119709.0,
Silo,new_order,28,1,70,111941.0,109228.0,
Silo,new_order,28,1,80,112805.0,110153.0,
Silo,new_order,28,1,90,112533.0,114939.0,
Silo,new_order,28,1,100,105242.0,106838.0,
Silo,new_order,28,2,0,643962.0,246507.0,
Silo,new_order,28,2,10,563146.0,236750.0,
Silo,new_order,28,2,20,561255.0,,
Silo,new_order,28,2,30,592699.0,239309.0,
Silo,new_order,28,2,40,548202.0,235644.0,
Silo,new_order,28,2,50,588529.0,217435.0,
Silo,new_order,28,2,60,245308.0,257358.0,
Silo,new_order,28,2,70,241232.0,238369.0,
Silo,new_order,28,2,80,242686.0,220133.0,
Silo,new_order,28,2,90,254816.0,221744.0,
Silo,new_order,28,2,100,239247.0,258923.0,
Silo,new_order,28,4,0,916619.0,330534.0,
Silo,new_order,28,4,10,890983.0,326322.0,
Silo,new_order,28,4,20,873665.0,306685.0,
Silo,new_order,28,4,30,837506.0,328640.0,
Silo,new_order,28,4,40,856776.0,300047.0,
Silo,new_order,28,4,50,849971.0,325753.0,
Silo,new_order,28,4,60,337081.0,318901.0,
Silo,new_order,28,4,70,347217.0,,
Silo,new_order,28,4,80,359074.0,301492.0,
Silo,new_order,28,4,90,359128.0,311352.0,
Silo,new_order,28,4,100,362818.0,,
Silo,new_order,28,8,0,1206250.0,,
Silo,new_order,28,8,10,1127490.0,,
Silo,new_order,28,8,20,1103230.0,,
Silo,new_order,28,8,30,1058130.0,,
Silo,new_order,28,8,40,1104420.0,,
Silo,new_order,28,8,50,1066280.0,,
Silo,new_order,28,8,60,432692.0,,
Silo,new_order,28,8,70,411319.0,,
Silo,new_order,28,8,80,435913.0,,
Silo,new_order,28,8,90,411138.0,,
Silo,new_order,28,8,100,417687.0,,
Silo,new_order,28,16,0,1309670.0,,
Silo,new_order,28,16,10,1123910.0,,
Silo,new_order,28,16,20,1218350.0,,
Silo,new_order,28,16,30,1197650.0,,
Silo,new_order,28,16,40,1212890.0,,
Silo,new_order,28,16,50,1229270.0,,
Silo,new_order,28,16,60,473547.0,,
Silo,new_order,28,16,70,486221.0,,
Silo,new_order,28,16,80,511329.0,,
Silo,new_order,28,16,90,514416.0,,
Silo,new_order,28,16,100,497246.0,,
Silo,new_order,28,32,0,1460560.0,,
Silo,new_order,28,32,10,1290080.0,,
Silo,new_order,28,32,20,1258360.0,,
Silo,new_order,28,32,30,1263640.0,,
Silo,new_order,28,32,40,1269600.0,,
Silo,new_order,28,32,50,1170510.0,,
Silo,new_order,28,32,60,528316.0,,
Silo,new_order,28,32,70,543816.0,,1206760.0
Silo,new_order,28,32,80,485247.0,,1227230.0
Silo,new_order,28,32,90,521764.0,,1194770.0
Silo,new_order,28,32,100,520395.0,,1220610.0
Silo,new_order,28,64,0,1410440.0,,1311840.0
Silo,new_order,28,64,10,1259930.0,,1275680.0
Silo,new_order,28,64,20,1250740.0,,1196190.0
Silo,new_order,28,64,30,1170100.0,,1141160.0
Silo,new_order,28,64,40,1229860.0,,1229090.0
Silo,new_order,28,64,50,1187240.0,,1184400.0
Silo,new_order,28,64,60,474177.0,,1153420.0
Silo,new_order,28,64,70,471611.0,,1115200.0
Silo,new_order,28,64,80,504035.0,,1084140.0
Silo,new_order,28,64,90,466956.0,,1078270.0
Silo,new_order,28,64,100,466549.0,,1147070.0
Silo,new_order,28,128,0,1267630.0,,1207250.0
Silo,new_order,28,128,10,1145710.0,,1197650.0
Silo,new_order,28,128,20,1162800.0,,1162640.0
Silo,new_order,28,128,30,1085320.0,,1185530.0
Silo,new_order,28,128,40,1136810.0,,1140090.0
Silo,new_order,28,128,50,1077140.0,,1079720.0
Silo,new_order,28,128,60,493015.0,,1084550.0
Silo,new_order,28,128,70,470065.0,,1114100.0
Silo,new_order,28,128,80,482580.0,,1084000.0
Silo,new_order,28,128,90,441585.0,,1056320.0
Silo,new_order,28,128,100,467657.0,,1073490.0
Silo,new_order,28,256,0,1198210.0,,1200220.0
Silo,new_order,28,256,10,1141370.0,,1147010.0
Silo,new_order,28,256,20,1087710.0,,1089440.0
Silo,new_order,28,256,30,1083960.0,,1064760.0
Silo,new_order,28,256,40,1084700.0,,1085840.0
Silo,new_order,28,256,50,986337.0,,1066650.0
Silo,new_order,28,256,60,414511.0,,1017350.0
Silo,new_order,28,256,70,445068.0,,1024250.0
Silo,new_order,28,256,80,428810.0,,935427.0
Silo,new_order,28,256,90,410324.0,,1007380.0
Silo,new_order,28,256,100,434271.0,,926251.0
Silo,new_order,28,512,0,1111260.0,1083420.0,1107280.0
Silo,new_order,28,512,10,1079550.0,1069650.0,1079610.0
Silo,new_order,28,512,20,1021720.0,1062130.0,1021010.0
Silo,new_order,28,512,30,1018180.0,1018700.0,1036480.0
Silo,new_order,28,512,40,964567.0,979623.0,998337.0
Silo,new_order,28,512,50,982961.0,929451.0,1000030.0
Silo,new_order,28,512,60,934048.0,932679.0,906855.0
Silo,new_order,28,512,70,925371.0,957548.0,924399.0
Silo,new_order,28,512,80,911676.0,879375.0,967703.0
Silo,new_order,28,512,90,940093.0,889120.0,957493.0
Silo,new_order,28,512,100,894653.0,919510.0,937484.0
