alg,trans,threads,warehouse,remote,tput
Silo,new_order,8,2,10,344509.34375
Silo,new_order,8,2,20,335949.34375
Silo,new_order,8,2,30,321626.65625
Silo,new_order,8,2,40,320172.0
Silo,new_order,8,2,50,319144.34375
Silo,new_order,8,2,60,282742.65625
Silo,new_order,8,2,70,310344.65625
Silo,new_order,8,2,80,316192.34375
Silo,new_order,8,2,90,311653.34375
Silo,new_order,8,2,100,313789.0
Silo,new_order,8,4,0,424962.0
Silo,new_order,8,4,10,403252.0
Silo,new_order,8,4,20,387414.0
Silo,new_order,8,4,30,379729.65625
Silo,new_order,8,4,40,371899.65625
Silo,new_order,8,4,50,376927.65625
Silo,new_order,8,4,60,357823.65625
Silo,new_order,8,4,70,355020.34375
Silo,new_order,8,4,80,349203.65625
Silo,new_order,8,4,90,358180.34375
Silo,new_order,8,4,100,352754.0
Silo,new_order,8,8,0,462326.65625
Silo,new_order,8,8,10,424878.0
Silo,new_order,8,8,20,419923.65625
Silo,new_order,8,8,30,408429.34375
Silo,new_order,8,8,40,403236.0
Silo,new_order,8,8,50,401767.34375
Silo,new_order,8,8,60,383669.34375
Silo,new_order,8,8,70,375653.34375
Silo,new_order,8,8,80,379766.65625
Silo,new_order,8,8,90,378316.34375
Silo,new_order,8,8,100,365942.65625
Silo,new_order,8,16,0,416225.34375
Silo,new_order,8,16,10,410136.65625
Silo,new_order,8,16,20,394036.65625
Silo,new_order,8,16,30,395079.0
Silo,new_order,8,16,40,388265.34375
Silo,new_order,8,16,50,387230.65625
Silo,new_order,8,16,60,361002.0
Silo,new_order,8,16,70,360043.65625
Silo,new_order,8,16,80,358249.65625
Silo,new_order,8,16,90,353418.0
Silo,new_order,8,16,100,359330.65625
Silo,new_order,8,32,0,400615.0
Silo,new_order,8,32,10,387304.34375
Silo,new_order,8,32,20,377946.34375
Silo,new_order,8,32,30,370518.65625
Silo,new_order,8,32,40,367316.34375
Silo,new_order,8,32,50,355514.0
Silo,new_order,8,32,60,333863.0
Silo,new_order,8,32,70,335804.65625
Silo,new_order,8,32,80,337307.65625
Silo,new_order,8,32,90,333968.34375
Silo,new_order,8,32,100,318395.0
Silo,new_order,8,64,0,377820.0
Silo,new_order,8,64,10,369956.34375
Silo,new_order,8,64,20,360944.0
Silo,new_order,8,64,30,346321.34375
Silo,new_order,8,64,40,346720.34375
Silo,new_order,8,64,50,341517.65625
Silo,new_order,8,64,60,308622.0
Silo,new_order,8,64,70,306516.34375
Silo,new_order,8,64,80,313106.34375
Silo,new_order,8,64,90,314455.0
Silo,new_order,8,64,100,310305.0
Silo,new_order,8,128,0,357917.0
Silo,new_order,8,128,10,351925.65625
Silo,new_order,8,128,20,327587.65625
Silo,new_order,8,128,30,336991.0
Silo,new_order,8,128,40,324682.65625
Silo,new_order,8,128,50,318024.65625
Silo,new_order,8,128,60,302553.34375
Silo,new_order,8,128,70,300655.0
Silo,new_order,8,128,80,293487.65625
Silo,new_order,8,128,90,287484.65625
Silo,new_order,8,128,100,295465.0
Silo,new_order,8,256,0,342288.0
Silo,new_order,8,256,10,330973.34375
Silo,new_order,8,256,20,315122.34375
Silo,new_order,8,256,30,315056.0
Silo,new_order,8,256,40,298123.0
Silo,new_order,8,256,50,304295.65625
Silo,new_order,8,256,60,280529.0
Silo,new_order,8,256,70,282610.65625
Silo,new_order,8,256,80,280530.65625
Silo,new_order,8,256,90,277372.0
Silo,new_order,8,256,100,277551.34375
Silo,new_order,8,512,0,337487.5
Silo,new_order,8,512,10,163781.4217529297
Silo,new_order,8,512,20,161387.90197753906
Silo,new_order,8,512,30,157532.04766845703
Silo,new_order,8,512,40,155128.60174560547
Silo,new_order,8,512,50,152533.5821533203
Silo,new_order,8,512,60,150600.82650756836
Silo,new_order,8,512,70,143941.62782287598
Silo,new_order,8,512,80,146900.1019897461
Silo,new_order,8,512,90,145828.0540008545
Silo,new_order,8,512,100,145159.00650024414
Silo,new_order,16,1,0,258038.328125
Silo,new_order,16,1,10,248360.671875
Silo,new_order,16,1,20,241124.671875
Silo,new_order,16,1,30,259692.328125
Silo,new_order,16,1,40,259150.671875
Silo,new_order,16,1,50,271107.34375
Silo,new_order,16,1,60,227348.328125
Silo,new_order,16,1,70,215655.328125
Silo,new_order,16,1,80,228657.671875
Silo,new_order,16,1,90,224068.671875
Silo,new_order,16,1,100,228413.671875
Silo,new_order,16,2,0,475337.34375
Silo,new_order,16,2,10,450968.0
Silo,new_order,16,2,20,417317.0
Silo,new_order,16,2,30,428443.0
Silo,new_order,16,2,40,414134.65625
Silo,new_order,16,2,50,424903.65625
Silo,new_order,16,2,60,367127.34375
Silo,new_order,16,2,70,371966.65625
Silo,new_order,16,2,80,369868.65625
Silo,new_order,16,2,90,386290.65625
Silo,new_order,16,2,100,398299.0
Silo,new_order,16,4,0,616295.3125
Silo,new_order,16,4,10,531381.3125
Silo,new_order,16,4,20,555527.0
Silo,new_order,16,4,30,540019.3125
Silo,new_order,16,4,40,555744.6875
Silo,new_order,16,4,50,544930.0
Silo,new_order,16,4,60,472860.0
Silo,new_order,16,4,70,466847.34375
Silo,new_order,16,4,80,479688.34375
Silo,new_order,16,4,90,472566.0
Silo,new_order,16,4,100,483699.0
Silo,new_order,16,8,0,737054.6875
Silo,new_order,16,8,10,664399.6875
Silo,new_order,16,8,20,661109.6875
Silo,new_order,16,8,30,650892.0
Silo,new_order,16,8,40,651866.3125
Silo,new_order,16,8,50,610623.6875
Silo,new_order,16,8,60,548009.0
Silo,new_order,16,8,70,534340.6875
Silo,new_order,16,8,80,540041.0
Silo,new_order,16,8,90,526483.3125
Silo,new_order,16,8,100,561396.6875
Silo,new_order,16,16,0,794151.0
Silo,new_order,16,16,10,723745.0
Silo,new_order,16,16,20,671809.3125
Silo,new_order,16,16,30,686573.0
Silo,new_order,16,16,40,668815.0
Silo,new_order,16,16,50,688849.6875
Silo,new_order,16,16,60,603353.0
Silo,new_order,16,16,70,601859.6875
Silo,new_order,16,16,80,578205.0
Silo,new_order,16,16,90,565585.6875
Silo,new_order,16,16,100,584914.0
Silo,new_order,16,32,0,735995.6875
Silo,new_order,16,32,10,700478.3125
Silo,new_order,16,32,20,668220.3125
Silo,new_order,16,32,30,642518.3125
Silo,new_order,16,32,40,657826.3125
Silo,new_order,16,32,50,639859.6875
Silo,new_order,16,32,60,547775.3125
Silo,new_order,16,32,70,566146.6875
Silo,new_order,16,32,80,554978.0
Silo,new_order,16,32,90,545002.0
Silo,new_order,16,32,100,555558.3125
Silo,new_order,16,64,0,689383.6875
Silo,new_order,16,64,10,642734.0
Silo,new_order,16,64,20,619698.6875
Silo,new_order,16,64,30,627759.0
Silo,new_order,16,64,40,620416.3125
Silo,new_order,16,64,50,611241.0
Silo,new_order,16,64,60,526144.6875
Silo,new_order,16,64,70,495292.65625
Silo,new_order,16,64,80,502458.34375
Silo,new_order,16,64,90,511138.65625
Silo,new_order,16,64,100,507677.65625
Silo,new_order,16,128,0,631508.6875
Silo,new_order,16,128,10,635664.0
Silo,new_order,16,128,20,602239.0
Silo,new_order,16,128,30,584401.3125
Silo,new_order,16,128,40,588033.3125
Silo,new_order,16,128,50,570731.0
Silo,new_order,16,128,60,496063.34375
Silo,new_order,16,128,70,492103.34375
Silo,new_order,16,128,80,488844.0
Silo,new_order,16,128,90,494695.65625
Silo,new_order,16,128,100,476853.65625
Silo,new_order,16,256,0,608560.3125
Silo,new_order,16,256,10,586022.6875
Silo,new_order,16,256,20,560075.0
Silo,new_order,16,256,30,549298.0
Silo,new_order,16,256,40,541376.0
Silo,new_order,16,256,50,546825.0
Silo,new_order,16,256,60,462709.65625
Silo,new_order,16,256,70,468028.34375
Silo,new_order,16,256,80,435262.0
Silo,new_order,16,256,90,454343.0
Silo,new_order,16,256,100,458177.0
Silo,new_order,16,512,0,638628.5
Silo,new_order,16,512,10,618455.0
Silo,new_order,16,512,20,301949.8439941406
Silo,new_order,16,512,30,592402.0
Silo,new_order,16,512,40,589507.0
Silo,new_order,16,512,50,561933.5
Silo,new_order,16,512,60,282272.2149963379
Silo,new_order,16,512,70,278260.1044998169
Silo,new_order,16,512,80,559666.5
Silo,new_order,16,512,90,278684.1883506775
Silo,new_order,16,512,100,554957.0
Silo,new_order,28,1,0,152172.5
Silo,new_order,28,1,10,150754.0
Silo,new_order,28,1,20,154612.5
Silo,new_order,28,1,30,150175.5
Silo,new_order,28,1,40,148375.0
Silo,new_order,28,1,50,144867.5
Silo,new_order,28,1,60,116642.0
Silo,new_order,28,1,70,110584.5
Silo,new_order,28,1,80,111479.0
Silo,new_order,28,1,90,113736.0
Silo,new_order,28,1,100,106040.0
Silo,new_order,28,2,0,445234.5
Silo,new_order,28,2,10,399948.0
Silo,new_order,28,2,20,561255.0
Silo,new_order,28,2,30,416004.0
Silo,new_order,28,2,40,391923.0
Silo,new_order,28,2,50,402982.0
Silo,new_order,28,2,60,251333.0
Silo,new_order,28,2,70,239800.5
Silo,new_order,28,2,80,231409.5
Silo,new_order,28,2,90,238280.0
Silo,new_order,28,2,100,249085.0
Silo,new_order,28,4,0,623576.5
Silo,new_order,28,4,10,608652.5
Silo,new_order,28,4,20,590175.0
Silo,new_order,28,4,30,583073.0
Silo,new_order,28,4,40,578411.5
Silo,new_order,28,4,50,587862.0
Silo,new_order,28,4,60,327991.0
Silo,new_order,28,4,70,347217.0
Silo,new_order,28,4,80,330283.0
Silo,new_order,28,4,90,335240.0
Silo,new_order,28,4,100,362818.0
Silo,new_order,28,8,0,1206250.0
Silo,new_order,28,8,10,1127490.0
Silo,new_order,28,8,20,1103230.0
Silo,new_order,28,8,30,1058130.0
Silo,new_order,28,8,40,1104420.0
Silo,new_order,28,8,50,1066280.0
Silo,new_order,28,8,60,432692.0
Silo,new_order,28,8,70,411319.0
Silo,new_order,28,8,80,435913.0
Silo,new_order,28,8,90,411138.0
Silo,new_order,28,8,100,417687.0
Silo,new_order,28,16,0,1309670.0
Silo,new_order,28,16,10,1123910.0
Silo,new_order,28,16,20,1218350.0
Silo,new_order,28,16,30,1197650.0
Silo,new_order,28,16,40,1212890.0
Silo,new_order,28,16,50,1229270.0
Silo,new_order,28,16,60,473547.0
Silo,new_order,28,16,70,486221.0
Silo,new_order,28,16,80,511329.0
Silo,new_order,28,16,90,514416.0
Silo,new_order,28,16,100,497246.0
Silo,new_order,28,32,0,1460560.0
Silo,new_order,28,32,10,1290080.0
Silo,new_order,28,32,20,1258360.0
Silo,new_order,28,32,30,1263640.0
Silo,new_order,28,32,40,1269600.0
Silo,new_order,28,32,50,1170510.0
Silo,new_order,28,32,60,528316.0
Silo,new_order,28,32,70,875288.0
Silo,new_order,28,32,80,856238.5
Silo,new_order,28,32,90,858267.0
Silo,new_order,28,32,100,870502.5
Silo,new_order,28,64,0,1361140.0
Silo,new_order,28,64,10,1267805.0
Silo,new_order,28,64,20,1223465.0
Silo,new_order,28,64,30,1155630.0
Silo,new_order,28,64,40,1229475.0
Silo,new_order,28,64,50,1185820.0
Silo,new_order,28,64,60,813798.5
Silo,new_order,28,64,70,793405.5
Silo,new_order,28,64,80,794087.5
Silo,new_order,28,64,90,772613.0
Silo,new_order,28,64,100,806809.5
Silo,new_order,28,128,0,1237440.0
Silo,new_order,28,128,10,1171680.0
Silo,new_order,28,128,20,1162720.0
Silo,new_order,28,128,30,1135425.0
Silo,new_order,28,128,40,1138450.0
Silo,new_order,28,128,50,1078430.0
Silo,new_order,28,128,60,788782.5
Silo,new_order,28,128,70,792082.5
Silo,new_order,28,128,80,783290.0
Silo,new_order,28,128,90,748952.5
Silo,new_order,28,128,100,770573.5
Silo,new_order,28,256,0,1199215.0
Silo,new_order,28,256,10,1144190.0
Silo,new_order,28,256,20,1088575.0
Silo,new_order,28,256,30,1074360.0
Silo,new_order,28,256,40,1085270.0
Silo,new_order,28,256,50,1026493.5
Silo,new_order,28,256,60,715930.5
Silo,new_order,28,256,70,734659.0
Silo,new_order,28,256,80,682118.5
Silo,new_order,28,256,90,708852.0
Silo,new_order,28,256,100,680261.0
Silo,new_order,28,512,0,1097340.0
Silo,new_order,28,512,10,1074600.0
Silo,new_order,28,512,20,1041925.0
Silo,new_order,28,512,30,1018440.0
Silo,new_order,28,512,40,972095.0
Silo,new_order,28,512,50,956206.0
Silo,new_order,28,512,60,933363.5
Silo,new_order,28,512,70,941459.5
Silo,new_order,28,512,80,895525.5
Silo,new_order,28,512,90,914606.5
Silo,new_order,28,512,100,907081.5
