partition_num,threads,zipf,rw,servers,cross,tput
128,8,0.8,0,2,40,180676.0
128,8,0.8,0,2,60,155067.66666666666
128,8,0.8,0,2,80,141723.66666666666
128,8,0.8,0,2,100,123190.0
128,8,0.8,0,4,0,346044.0
128,8,0.8,0,4,20,284344.6666666667
128,8,0.8,0,4,40,236889.0
128,8,0.8,0,4,60,200301.0
128,8,0.8,0,4,80,175204.0
128,8,0.8,0,4,100,178079.33333333334
128,8,0.8,0,8,0,396317.0
128,8,0.8,0,8,20,334283.0
128,8,0.8,0,8,40,270838.0
128,8,0.8,0,8,60,219474.0
128,8,0.8,0,8,80,209156.0
128,8,0.8,0,8,100,199919.5
128,8,0.8,20,2,0,353235.3333333333
128,8,0.8,20,2,20,246537.66666666666
128,8,0.8,20,2,40,225449.0
128,8,0.8,20,2,60,190243.66666666666
128,8,0.8,20,2,80,175466.33333333334
128,8,0.8,20,2,100,146689.66666666666
128,8,0.8,20,4,0,437831.0
128,8,0.8,20,4,20,339528.3333333333
128,8,0.8,20,4,40,281757.3333333333
128,8,0.8,20,4,60,240619.33333333334
128,8,0.8,20,4,80,247996.0
128,8,0.8,20,4,100,219346.66666666666
128,8,0.8,20,8,0,484132.6666666667
128,8,0.8,20,8,20,412797.0
128,8,0.8,20,8,40,337352.0
128,8,0.8,20,8,60,286089.5
128,8,0.8,20,8,80,252284.66666666666
128,8,0.8,20,8,100,221869.0
128,8,0.8,60,2,0,589746.3333333334
128,8,0.8,60,2,20,438146.0
128,8,0.8,60,2,40,410001.6666666667
128,8,0.8,60,2,60,368100.0
128,8,0.8,60,2,80,347762.6666666667
128,8,0.8,60,2,100,309656.3333333333
128,8,0.8,60,4,0,844486.0
128,8,0.8,60,4,20,581174.6666666666
128,8,0.8,60,4,40,501114.6666666667
128,8,0.8,60,4,60,425758.3333333333
128,8,0.8,60,4,80,372827.0
128,8,0.8,60,4,100,339796.6666666667
128,8,0.8,60,8,0,867121.0
128,8,0.8,60,8,20,673744.0
128,8,0.8,60,8,40,542607.0
128,8,0.8,60,8,60,456146.5
128,8,0.8,60,8,80,377716.3333333333
128,8,0.8,60,8,100,335472.0
128,8,0.8,100,2,0,2643523.3333333335
128,8,0.8,100,2,20,1655253.3333333333
128,8,0.8,100,2,40,1278000.0
128,8,0.8,100,2,60,1040510.0
128,8,0.8,100,2,80,882487.6666666666
128,8,0.8,100,2,100,782742.0
128,8,0.8,100,4,0,5037853.333333333
128,8,0.8,100,4,20,2317513.3333333335
128,8,0.8,100,4,40,1470203.3333333333
128,8,0.8,100,4,60,1131666.6666666667
128,8,0.8,100,4,80,918474.0
128,8,0.8,100,4,100,781541.6666666666
128,8,0.8,100,8,0,9846650.0
128,8,0.8,100,8,20,2787866.6666666665
128,8,0.8,100,8,40,1689645.0
128,8,0.8,100,8,60,1173805.0
128,8,0.8,100,8,80,956275.6666666666
128,8,0.8,100,8,100,779065.6666666666
128,8,0.99,0,2,0,303097.0
128,8,0.99,0,2,20,238087.0
128,8,0.99,0,2,40,215947.66666666666
128,8,0.99,0,2,60,165984.33333333334
128,8,0.99,0,2,80,150433.0
128,8,0.99,0,2,100,128141.33333333333
128,8,0.99,0,4,0,368888.6666666667
128,8,0.99,0,4,20,307121.3333333333
128,8,0.99,0,4,40,245541.33333333334
128,8,0.99,0,4,60,214178.0
128,8,0.99,0,4,80,184287.33333333334
128,8,0.99,0,4,100,190427.33333333334
128,8,0.99,0,8,0,417812.0
128,8,0.99,0,8,20,376200.6666666667
128,8,0.99,0,8,40,290873.6666666667
128,8,0.99,0,8,60,234909.5
128,8,0.99,0,8,80,211590.0
128,8,0.99,0,8,100,200964.0
128,8,0.99,20,2,0,394568.0
128,8,0.99,20,2,20,275755.0
128,8,0.99,20,2,40,249324.33333333334
128,8,0.99,20,2,60,209548.66666666666
128,8,0.99,20,2,80,188746.66666666666
128,8,0.99,20,2,100,168267.66666666666
128,8,0.99,20,4,0,457425.3333333333
128,8,0.99,20,4,20,370342.0
128,8,0.99,20,4,40,295285.0
128,8,0.99,20,4,60,251701.66666666666
128,8,0.99,20,4,80,254155.33333333334
128,8,0.99,20,4,100,231869.0
128,8,0.99,20,8,0,515835.5
128,8,0.99,20,8,20,457986.0
128,8,0.99,20,8,40,349170.0
128,8,0.99,20,8,60,313534.5
128,8,0.99,20,8,80,252776.66666666666
128,8,0.99,20,8,100,232547.0
128,8,0.99,60,2,0,635622.0
128,8,0.99,60,2,20,451880.3333333333
128,8,0.99,60,2,40,408412.3333333333
128,8,0.99,60,2,60,399772.6666666667
128,8,0.99,60,2,80,376815.6666666667
128,8,0.99,60,2,100,322506.3333333333
128,8,0.99,60,4,0,896295.3333333334
128,8,0.99,60,4,20,625844.6666666666
128,8,0.99,60,4,40,529010.3333333334
128,8,0.99,60,4,60,449443.3333333333
128,8,0.99,60,4,80,389913.3333333333
128,8,0.99,60,4,100,362348.6666666667
128,8,0.99,60,8,0,968049.5
128,8,0.99,60,8,20,817154.5
128,8,0.99,60,8,40,602720.3333333334
128,8,0.99,60,8,60,464854.0
128,8,0.99,60,8,80,386252.6666666667
128,8,0.99,60,8,100,344090.0
128,8,0.99,100,2,0,3143630.0
128,8,0.99,100,2,20,1975110.0
128,8,0.99,100,2,40,1511100.0
128,8,0.99,100,2,60,1241303.3333333333
128,8,0.99,100,2,80,1019414.0
128,8,0.99,100,2,100,917609.3333333334
128,8,0.99,100,4,0,5792440.0
128,8,0.99,100,4,20,2711780.0
128,8,0.99,100,4,40,1798393.3333333333
128,8,0.99,100,4,60,1329823.3333333333
128,8,0.99,100,4,80,1057670.0
128,8,0.99,100,4,100,924255.0
128,8,0.99,100,8,0,11565800.0
128,8,0.99,100,8,20,3249790.0
128,8,0.99,100,8,40,1974836.6666666667
128,8,0.99,100,8,60,1420000.0
128,8,0.99,100,8,80,1111483.3333333333
128,8,0.99,100,8,100,911832.0
128,16,0.0,0,2,0,273416.6666666667
128,16,0.0,0,2,20,230175.33333333334
128,16,0.0,0,2,40,216979.66666666666
128,16,0.0,0,2,60,199466.33333333334
128,16,0.0,0,2,80,173873.66666666666
128,16,0.0,0,2,100,159616.33333333334
128,16,0.0,0,4,0,421404.3333333333
128,16,0.0,0,4,20,332193.6666666667
128,16,0.0,0,4,40,284321.6666666667
128,16,0.0,0,4,60,244064.0
128,16,0.0,0,4,80,213400.33333333334
128,16,0.0,0,4,100,190085.66666666666
128,16,0.0,0,8,0,413938.5
128,16,0.0,0,8,20,347213.0
128,16,0.0,0,8,40,303536.0
128,16,0.0,0,8,60,257284.0
128,16,0.0,0,8,80,221166.5
128,16,0.0,0,8,100,200442.0
128,16,0.0,20,2,0,334775.0
128,16,0.0,20,2,20,274334.6666666667
128,16,0.0,20,2,40,268864.0
128,16,0.0,20,2,60,241518.33333333334
128,16,0.0,20,2,80,210245.33333333334
128,16,0.0,20,2,100,188519.33333333334
128,16,0.0,20,4,0,519939.0
128,16,0.0,20,4,20,403036.3333333333
128,16,0.0,20,4,40,337771.0
128,16,0.0,20,4,60,293656.6666666667
128,16,0.0,20,4,80,252444.66666666666
128,16,0.0,20,4,100,226765.33333333334
128,16,0.0,20,8,0,
128,16,0.0,20,8,20,433517.0
128,16,0.0,20,8,40,
128,16,0.0,20,8,60,
128,16,0.0,20,8,80,
128,16,0.0,20,8,100,267624.0
128,16,0.0,60,2,0,583464.6666666666
128,16,0.0,60,2,20,490947.6666666667
128,16,0.0,60,2,40,477333.3333333333
128,16,0.0,60,2,60,423187.6666666667
128,16,0.0,60,2,80,374370.3333333333
128,16,0.0,60,2,100,346877.0
128,16,0.0,60,4,0,947457.3333333334
128,16,0.0,60,4,20,703016.0
128,16,0.0,60,4,40,555576.0
128,16,0.0,60,4,60,484223.0
128,16,0.0,60,4,80,446486.3333333333
128,16,0.0,60,4,100,391856.3333333333
128,16,0.0,60,8,0,961970.0
128,16,0.0,60,8,20,
128,16,0.0,60,8,40,583441.0
128,16,0.0,60,8,60,527695.5
128,16,0.0,60,8,80,
128,16,0.0,60,8,100,378127.0
128,16,0.0,100,2,0,3741570.0
128,16,0.0,100,2,20,2470856.6666666665
128,16,0.0,100,2,40,1929230.0
128,16,0.0,100,2,60,1598426.6666666667
128,16,0.0,100,2,80,1347183.3333333333
128,16,0.0,100,2,100,1186783.3333333333
128,16,0.0,100,4,0,7108123.333333333
128,16,0.0,100,4,20,3490643.3333333335
128,16,0.0,100,4,40,2253583.3333333335
128,16,0.0,100,4,60,1736606.6666666667
128,16,0.0,100,4,80,1375836.6666666667
128,16,0.0,100,4,100,1160006.6666666667
128,16,0.0,100,8,0,13896300.0
128,16,0.0,100,8,20,4057873.3333333335
128,16,0.0,100,8,40,
128,16,0.0,100,8,60,1757630.0
128,16,0.0,100,8,80,1363286.6666666667
128,16,0.0,100,8,100,1162336.6666666667
128,16,0.4,0,2,0,266081.3333333333
128,16,0.4,0,2,20,224832.0
128,16,0.4,0,2,40,223489.0
128,16,0.4,0,2,60,190957.66666666666
128,16,0.4,0,2,80,170929.0
128,16,0.4,0,2,100,148851.33333333334
128,16,0.4,0,4,0,415897.0
128,16,0.4,0,4,20,321735.6666666667
128,16,0.4,0,4,40,275466.3333333333
128,16,0.4,0,4,60,231523.66666666666
128,16,0.4,0,4,80,206710.66666666666
128,16,0.4,0,4,100,181198.66666666666
128,16,0.4,0,8,0,394749.0
128,16,0.4,0,8,20,342255.0
128,16,0.4,0,8,40,290094.0
128,16,0.4,0,8,60,253714.0
128,16,0.4,0,8,80,219796.0
128,16,0.4,0,8,100,190848.0
128,16,0.4,20,2,0,318351.0
128,16,0.4,20,2,20,267690.6666666667
128,16,0.4,20,2,40,253183.66666666666
128,16,0.4,20,2,60,225498.0
128,16,0.4,20,2,80,204089.33333333334
128,16,0.4,20,2,100,180290.33333333334
128,16,0.4,20,4,0,508857.3333333333
128,16,0.4,20,4,20,388791.3333333333
128,16,0.4,20,4,40,329578.6666666667
128,16,0.4,20,4,60,277799.6666666667
128,16,0.4,20,4,80,245450.66666666666
128,16,0.4,20,4,100,218422.33333333334
128,16,0.4,20,8,0,
128,16,0.4,20,8,20,414290.0
128,16,0.4,20,8,40,337094.0
128,16,0.4,20,8,60,298918.0
128,16,0.4,20,8,80,244334.0
128,16,0.4,20,8,100,226495.66666666666
128,16,0.4,60,2,0,554119.0
128,16,0.4,60,2,20,450432.0
128,16,0.4,60,2,40,453458.0
128,16,0.4,60,2,60,402868.0
128,16,0.4,60,2,80,342724.0
128,16,0.4,60,2,100,289693.0
128,16,0.4,60,4,0,855627.0
128,16,0.4,60,4,20,665427.3333333334
128,16,0.4,60,4,40,535360.6666666666
128,16,0.4,60,4,60,452407.3333333333
128,16,0.4,60,4,80,407933.3333333333
128,16,0.4,60,4,100,373495.3333333333
128,16,0.4,60,8,0,
128,16,0.4,60,8,20,726072.0
128,16,0.4,60,8,40,556394.0
128,16,0.4,60,8,60,463198.6666666667
128,16,0.4,60,8,80,401316.5
128,16,0.4,60,8,100,347241.0
128,16,0.4,100,2,0,2914246.6666666665
128,16,0.4,100,2,20,1969780.0
128,16,0.4,100,2,40,1612793.3333333333
128,16,0.4,100,2,60,1330236.6666666667
128,16,0.4,100,2,80,1131106.6666666667
128,16,0.4,100,2,100,990692.6666666666
128,16,0.4,100,4,0,5603540.0
128,16,0.4,100,4,20,2824826.6666666665
128,16,0.4,100,4,40,1820700.0
128,16,0.4,100,4,60,1417900.0
128,16,0.4,100,4,80,1163096.6666666667
128,16,0.4,100,4,100,993441.0
128,16,0.4,100,8,0,10861600.0
128,16,0.4,100,8,20,3428230.0
128,16,0.4,100,8,40,2074780.0
128,16,0.4,100,8,60,1483690.0
128,16,0.4,100,8,80,1133085.0
128,16,0.4,100,8,100,974531.5
128,16,0.8,0,2,0,270360.3333333333
128,16,0.8,0,2,20,227423.66666666666
128,16,0.8,0,2,40,220196.66666666666
128,16,0.8,0,2,60,199764.66666666666
128,16,0.8,0,2,80,170658.0
128,16,0.8,0,2,100,152764.33333333334
128,16,0.8,0,4,0,422891.0
128,16,0.8,0,4,20,337121.0
128,16,0.8,0,4,40,278355.3333333333
128,16,0.8,0,4,60,241516.33333333334
128,16,0.8,0,4,80,208992.33333333334
128,16,0.8,0,4,100,184172.66666666666
128,16,0.8,0,8,0,410607.0
128,16,0.8,0,8,20,381870.6666666667
128,16,0.8,0,8,40,308500.5
128,16,0.8,0,8,60,256117.5
128,16,0.8,0,8,80,218079.0
128,16,0.8,0,8,100,196545.0
128,16,0.8,20,2,0,326595.3333333333
128,16,0.8,20,2,20,276849.3333333333
128,16,0.8,20,2,40,275640.3333333333
128,16,0.8,20,2,60,239993.33333333334
128,16,0.8,20,2,80,204302.33333333334
128,16,0.8,20,2,100,182745.0
128,16,0.8,20,4,0,515696.6666666667
128,16,0.8,20,4,20,401881.0
128,16,0.8,20,4,40,334063.3333333333
128,16,0.8,20,4,60,286180.3333333333
128,16,0.8,20,4,80,252223.66666666666
128,16,0.8,20,4,100,223719.66666666666
128,16,0.8,20,8,0,513059.0
128,16,0.8,20,8,20,464482.0
128,16,0.8,20,8,40,364151.0
128,16,0.8,20,8,60,
128,16,0.8,20,8,80,262442.5
128,16,0.8,20,8,100,228539.5
128,16,0.8,60,2,0,570390.6666666666
128,16,0.8,60,2,20,471469.3333333333
128,16,0.8,60,2,40,457667.3333333333
128,16,0.8,60,2,60,413324.3333333333
128,16,0.8,60,2,80,350344.3333333333
128,16,0.8,60,2,100,309750.6666666667
128,16,0.8,60,4,0,887156.3333333334
128,16,0.8,60,4,20,710901.0
128,16,0.8,60,4,40,561163.6666666666
128,16,0.8,60,4,60,468396.6666666667
128,16,0.8,60,4,80,409797.6666666667
128,16,0.8,60,4,100,379299.0
128,16,0.8,60,8,0,965826.5
128,16,0.8,60,8,20,760282.3333333334
128,16,0.8,60,8,40,604403.0
128,16,0.8,60,8,60,496093.0
128,16,0.8,60,8,80,
128,16,0.8,60,8,100,363505.0
128,16,0.8,100,2,0,3250330.0
128,16,0.8,100,2,20,2177270.0
128,16,0.8,100,2,40,1685406.6666666667
128,16,0.8,100,2,60,1387780.0
128,16,0.8,100,2,80,1196190.0
128,16,0.8,100,2,100,1071700.0
128,16,0.8,100,4,0,6085873.333333333
128,16,0.8,100,4,20,2975280.0
128,16,0.8,100,4,40,2036493.3333333333
128,16,0.8,100,4,60,1535210.0
128,16,0.8,100,4,80,1213736.6666666667
128,16,0.8,100,4,100,1045220.0
128,16,0.8,100,8,0,11686300.0
128,16,0.8,100,8,20,
128,16,0.8,100,8,40,
128,16,0.8,100,8,60,1579860.0
128,16,0.8,100,8,80,1271200.0
128,16,0.8,100,8,100,1057955.0
128,16,0.99,0,2,0,281562.0
128,16,0.99,0,2,20,243743.0
128,16,0.99,0,2,40,236490.0
128,16,0.99,0,2,60,204177.33333333334
128,16,0.99,0,2,80,178294.0
128,16,0.99,0,2,100,158244.66666666666
128,16,0.99,0,4,0,438648.3333333333
128,16,0.99,0,4,20,348240.0
128,16,0.99,0,4,40,286089.3333333333
128,16,0.99,0,4,60,242478.0
128,16,0.99,0,4,80,210554.33333333334
128,16,0.99,0,4,100,184843.0
128,16,0.99,0,8,0,435680.5
128,16,0.99,0,8,20,411802.5
128,16,0.99,0,8,40,320134.0
128,16,0.99,0,8,60,251864.0
128,16,0.99,0,8,80,219297.0
128,16,0.99,0,8,100,191368.0
128,16,0.99,20,2,0,340340.0
128,16,0.99,20,2,20,290662.0
128,16,0.99,20,2,40,277110.0
128,16,0.99,20,2,60,248860.33333333334
128,16,0.99,20,2,80,212948.33333333334
128,16,0.99,20,2,100,187506.66666666666
128,16,0.99,20,4,0,540928.3333333334
128,16,0.99,20,4,20,421927.0
128,16,0.99,20,4,40,345232.0
128,16,0.99,20,4,60,293410.3333333333
128,16,0.99,20,4,80,249151.0
128,16,0.99,20,4,100,222586.0
128,16,0.99,20,8,0,524673.0
128,16,0.99,20,8,20,509372.0
128,16,0.99,20,8,40,387545.5
128,16,0.99,20,8,60,314260.5
128,16,0.99,20,8,80,260034.0
128,16,0.99,20,8,100,227530.33333333334
128,16,0.99,60,2,0,608337.3333333334
128,16,0.99,60,2,20,496595.6666666667
128,16,0.99,60,2,40,504868.6666666667
128,16,0.99,60,2,60,425918.3333333333
128,16,0.99,60,2,80,377412.0
128,16,0.99,60,2,100,361275.3333333333
128,16,0.99,60,4,0,978763.6666666666
128,16,0.99,60,4,20,740057.3333333334
128,16,0.99,60,4,40,586863.6666666666
128,16,0.99,60,4,60,489736.3333333333
128,16,0.99,60,4,80,437605.0
128,16,0.99,60,4,100,386799.6666666667
128,16,0.99,60,8,0,1026410.0
128,16,0.99,60,8,20,866497.0
128,16,0.99,60,8,40,662613.0
128,16,0.99,60,8,60,526930.0
128,16,0.99,60,8,80,421859.0
128,16,0.99,60,8,100,381447.0
128,16,0.99,100,2,0,3729093.3333333335
128,16,0.99,100,2,20,2534100.0
128,16,0.99,100,2,40,1996133.3333333333
128,16,0.99,100,2,60,1656940.0
128,16,0.99,100,2,80,1389866.6666666667
128,16,0.99,100,2,100,1224640.0
128,16,0.99,100,4,0,6965063.333333333
128,16,0.99,100,4,20,3483813.3333333335
128,16,0.99,100,4,40,2382650.0
128,16,0.99,100,4,60,1808510.0
128,16,0.99,100,4,80,1439986.6666666667
128,16,0.99,100,4,100,1193646.6666666667
128,16,0.99,100,8,0,13457300.0
128,16,0.99,100,8,20,4202430.0
128,16,0.99,100,8,40,2561010.0
128,16,0.99,100,8,60,1882040.0
128,16,0.99,100,8,80,1479370.0
128,16,0.99,100,8,100,1225430.0
256,2,0.0,0,2,0,87493.53333333333
256,2,0.0,0,2,20,51181.86666666667
256,2,0.0,0,2,40,35472.566666666666
256,2,0.0,0,2,60,27017.36666666667
256,2,0.0,0,2,80,22754.900000000005
256,2,0.0,0,2,100,19350.7
256,2,0.0,0,4,0,107315.33333333333
256,2,0.0,0,4,20,60595.166666666664
256,2,0.0,0,4,40,48621.0
256,2,0.0,0,4,60,40313.4
256,2,0.0,0,4,80,36561.299999999996
256,2,0.0,0,4,100,32552.899999999998
256,2,0.0,0,8,0,121780.33333333333
256,2,0.0,0,8,20,70400.43333333333
256,2,0.0,0,8,40,56912.799999999996
256,2,0.0,0,8,60,47622.666666666664
256,2,0.0,0,8,80,42726.299999999996
256,2,0.0,0,8,100,41862.03333333333
256,2,0.0,20,2,0,105733.0
256,2,0.0,20,2,20,60827.93333333333
256,2,0.0,20,2,40,41064.299999999996
256,2,0.0,20,2,60,32732.13333333333
256,2,0.0,20,2,80,26225.533333333336
256,2,0.0,20,2,100,23653.333333333332
256,2,0.0,20,4,0,130187.33333333333
256,2,0.0,20,4,20,72945.43333333333
256,2,0.0,20,4,40,55957.26666666666
256,2,0.0,20,4,60,48979.93333333333
256,2,0.0,20,4,80,44157.73333333333
256,2,0.0,20,4,100,43348.76666666666
256,2,0.0,20,8,0,147841.0
256,2,0.0,20,8,20,85198.4
256,2,0.0,20,8,40,67999.26666666668
256,2,0.0,20,8,60,60883.53333333333
256,2,0.0,20,8,80,52693.03333333333
256,2,0.0,20,8,100,49554.43333333333
256,2,0.0,60,2,0,184733.0
256,2,0.0,60,2,20,110509.66666666667
256,2,0.0,60,2,40,71034.26666666666
256,2,0.0,60,2,60,53225.833333333336
256,2,0.0,60,2,80,50623.5
256,2,0.0,60,2,100,39505.700000000004
256,2,0.0,60,4,0,237199.0
256,2,0.0,60,4,20,123726.0
256,2,0.0,60,4,40,100823.43333333333
256,2,0.0,60,4,60,90306.03333333333
256,2,0.0,60,4,80,84425.3
256,2,0.0,60,4,100,74910.90000000001
256,2,0.0,60,8,0,273147.0
256,2,0.0,60,8,20,147870.0
256,2,0.0,60,8,40,120207.66666666667
256,2,0.0,60,8,60,97861.23333333332
256,2,0.0,60,8,80,82763.36666666667
256,2,0.0,60,8,100,75027.53333333333
256,2,0.0,100,2,0,975355.3333333334
256,2,0.0,100,2,20,449885.6666666667
256,2,0.0,100,2,40,360017.3333333333
256,2,0.0,100,2,60,275733.0
256,2,0.0,100,2,80,238473.0
256,2,0.0,100,2,100,206881.0
256,2,0.0,100,4,0,1875176.6666666667
256,2,0.0,100,4,20,624017.6666666666
256,2,0.0,100,4,40,404997.0
256,2,0.0,100,4,60,312871.6666666667
256,2,0.0,100,4,80,245685.0
256,2,0.0,100,4,100,199523.33333333334
256,2,0.0,100,8,0,3664856.6666666665
256,2,0.0,100,8,20,730320.0
256,2,0.0,100,8,40,457786.0
256,2,0.0,100,8,60,315662.6666666667
256,2,0.0,100,8,80,233735.33333333334
256,2,0.0,100,8,100,199153.0
256,2,0.4,0,2,0,85438.63333333335
256,2,0.4,0,2,20,52144.1
256,2,0.4,0,2,40,34987.833333333336
256,2,0.4,0,2,60,27455.399999999998
256,2,0.4,0,2,80,22672.166666666668
256,2,0.4,0,2,100,18944.4
256,2,0.4,0,4,0,104458.33333333333
256,2,0.4,0,4,20,60749.6
256,2,0.4,0,4,40,47689.966666666674
256,2,0.4,0,4,60,41053.76666666667
256,2,0.4,0,4,80,35173.26666666667
256,2,0.4,0,4,100,30533.13333333333
256,2,0.4,0,8,0,120349.0
256,2,0.4,0,8,20,69737.93333333333
256,2,0.4,0,8,40,55067.76666666666
256,2,0.4,0,8,60,46565.166666666664
256,2,0.4,0,8,80,39084.1
256,2,0.4,0,8,100,38152.93333333333
256,2,0.4,20,2,0,101265.53333333333
256,2,0.4,20,2,20,62130.23333333334
256,2,0.4,20,2,40,43091.76666666667
256,2,0.4,20,2,60,32439.899999999998
256,2,0.4,20,2,80,27164.333333333332
256,2,0.4,20,2,100,22565.600000000002
256,2,0.4,20,4,0,127990.0
256,2,0.4,20,4,20,71266.56666666667
256,2,0.4,20,4,40,55366.666666666664
256,2,0.4,20,4,60,47728.96666666667
256,2,0.4,20,4,80,39989.36666666667
256,2,0.4,20,4,100,38666.933333333334
256,2,0.4,20,8,0,148267.0
256,2,0.4,20,8,20,80772.26666666666
256,2,0.4,20,8,40,64777.399999999994
256,2,0.4,20,8,60,51231.13333333333
256,2,0.4,20,8,80,50696.26666666666
256,2,0.4,20,8,100,45158.19999999999
256,2,0.4,60,2,0,171218.66666666666
256,2,0.4,60,2,20,109350.33333333333
256,2,0.4,60,2,40,71583.66666666667
256,2,0.4,60,2,60,54627.9
256,2,0.4,60,2,80,46015.799999999996
256,2,0.4,60,2,100,37333.0
256,2,0.4,60,4,0,227822.0
256,2,0.4,60,4,20,117094.33333333333
256,2,0.4,60,4,40,89530.83333333333
256,2,0.4,60,4,60,80995.96666666666
256,2,0.4,60,4,80,74434.26666666668
256,2,0.4,60,4,100,64907.76666666666
256,2,0.4,60,8,0,257830.0
256,2,0.4,60,8,20,137173.0
256,2,0.4,60,8,40,111133.33333333333
256,2,0.4,60,8,60,95555.43333333335
256,2,0.4,60,8,80,79116.3
256,2,0.4,60,8,100,67211.36666666665
256,2,0.4,100,2,0,729156.6666666666
256,2,0.4,100,2,20,352636.6666666667
256,2,0.4,100,2,40,280508.3333333333
256,2,0.4,100,2,60,226580.33333333334
256,2,0.4,100,2,80,196511.66666666666
256,2,0.4,100,2,100,176061.66666666666
256,2,0.4,100,4,0,1424453.3333333333
256,2,0.4,100,4,20,491266.0
256,2,0.4,100,4,40,331154.3333333333
256,2,0.4,100,4,60,241259.33333333334
256,2,0.4,100,4,80,205084.0
256,2,0.4,100,4,100,171153.33333333334
256,2,0.4,100,8,0,2785836.6666666665
256,2,0.4,100,8,20,594826.6666666666
256,2,0.4,100,8,40,344563.0
256,2,0.4,100,8,60,257617.66666666666
256,2,0.4,100,8,80,205834.0
256,2,0.4,100,8,100,172112.66666666666
256,2,0.8,0,2,0,87787.90000000001
256,2,0.8,0,2,20,58274.200000000004
256,2,0.8,0,2,40,43691.799999999996
256,2,0.8,0,2,60,33241.26666666666
256,2,0.8,0,2,80,26737.3
256,2,0.8,0,2,100,22524.666666666668
256,2,0.8,0,4,0,109174.66666666667
256,2,0.8,0,4,20,67821.20000000001
256,2,0.8,0,4,40,52626.5
256,2,0.8,0,4,60,43982.36666666666
256,2,0.8,0,4,80,37305.03333333333
256,2,0.8,0,4,100,33151.36666666667
256,2,0.8,0,8,0,126503.66666666667
256,2,0.8,0,8,20,80150.36666666667
256,2,0.8,0,8,40,63437.36666666667
256,2,0.8,0,8,60,50633.6
256,2,0.8,0,8,80,42760.76666666667
256,2,0.8,0,8,100,41138.26666666666
256,2,0.8,20,2,0,103868.33333333333
256,2,0.8,20,2,20,70113.46666666666
256,2,0.8,20,2,40,51052.96666666667
256,2,0.8,20,2,60,38366.23333333333
256,2,0.8,20,2,80,31575.63333333333
256,2,0.8,20,2,100,26643.43333333333
256,2,0.8,20,4,0,135301.0
256,2,0.8,20,4,20,80225.13333333335
256,2,0.8,20,4,40,63838.43333333333
256,2,0.8,20,4,60,50984.333333333336
256,2,0.8,20,4,80,43697.1
256,2,0.8,20,4,100,41513.86666666667
256,2,0.8,20,8,0,154999.66666666666
256,2,0.8,20,8,20,94738.7
256,2,0.8,20,8,40,74463.3
256,2,0.8,20,8,60,59925.73333333334
256,2,0.8,20,8,80,52747.43333333333
256,2,0.8,20,8,100,48360.46666666667
256,2,0.8,60,2,0,183075.0
256,2,0.8,60,2,20,117411.33333333333
256,2,0.8,60,2,40,82501.23333333332
256,2,0.8,60,2,60,67594.7
256,2,0.8,60,2,80,56956.73333333333
256,2,0.8,60,2,100,49131.76666666666
256,2,0.8,60,4,0,241172.0
256,2,0.8,60,4,20,131080.33333333334
256,2,0.8,60,4,40,106118.33333333333
256,2,0.8,60,4,60,91841.13333333335
256,2,0.8,60,4,80,77511.23333333332
256,2,0.8,60,4,100,66244.03333333334
256,2,0.8,60,8,0,279270.6666666667
256,2,0.8,60,8,20,155588.0
256,2,0.8,60,8,40,119062.66666666667
256,2,0.8,60,8,60,95877.66666666667
256,2,0.8,60,8,80,79417.3
256,2,0.8,60,8,100,70052.8
256,2,0.8,100,2,0,836394.3333333334
256,2,0.8,100,2,20,393765.3333333333
256,2,0.8,100,2,40,296158.3333333333
256,2,0.8,100,2,60,238733.66666666666
256,2,0.8,100,2,80,201843.0
256,2,0.8,100,2,100,181635.33333333334
256,2,0.8,100,4,0,1606463.3333333333
256,2,0.8,100,4,20,524030.6666666667
256,2,0.8,100,4,40,337621.3333333333
256,2,0.8,100,4,60,255250.33333333334
256,2,0.8,100,4,80,206932.33333333334
256,2,0.8,100,4,100,181118.33333333334
256,2,0.8,100,8,0,3134703.3333333335
256,2,0.8,100,8,20,638835.3333333334
256,2,0.8,100,8,40,381367.0
256,2,0.8,100,8,60,263624.3333333333
256,2,0.8,100,8,80,211381.66666666666
256,2,0.8,100,8,100,170743.66666666666
256,2,0.99,0,2,0,91144.46666666667
256,2,0.99,0,2,20,64137.533333333326
256,2,0.99,0,2,40,50430.200000000004
256,2,0.99,0,2,60,38754.333333333336
256,2,0.99,0,2,80,32056.733333333334
256,2,0.99,0,2,100,27361.93333333333
256,2,0.99,0,4,0,114850.33333333333
256,2,0.99,0,4,20,83247.23333333334
256,2,0.99,0,4,40,63558.36666666667
256,2,0.99,0,4,60,51260.533333333326
256,2,0.99,0,4,80,42542.73333333334
256,2,0.99,0,4,100,38736.8
256,2,0.99,0,8,0,134618.66666666666
256,2,0.99,0,8,20,100453.73333333334
256,2,0.99,0,8,40,73308.73333333334
256,2,0.99,0,8,60,58833.13333333334
256,2,0.99,0,8,80,50118.799999999996
256,2,0.99,0,8,100,44912.63333333333
256,2,0.99,20,2,0,110450.0
256,2,0.99,20,2,20,78277.8
256,2,0.99,20,2,40,60198.13333333333
256,2,0.99,20,2,60,46052.833333333336
256,2,0.99,20,2,80,37900.799999999996
256,2,0.99,20,2,100,31700.0
256,2,0.99,20,4,0,144853.66666666666
