WH,terminal,shared_buffer,min_wal_size,max_wal_size,effective_cache_size,tput
10,20,512/1024,80/1024,1,8,3828.21184983320
10,25,512/1024,80/1024,1,8,4237.18935980394
10,30,512/1024,80/1024,1,8,4676.89574448430
10,35,512/1024,80/1024,1,8,4975.12102304561
10,40,512/1024,80/1024,1,8,5275.08599532844
10,45,512/1024,80/1024,1,8,5541.01285141899
10,50,512/1024,80/1024,1,8,5821.29679947948
10,55,512/1024,80/1024,1,8,5452.40222651327
10,60,512/1024,80/1024,1,8,5707.33909636978
10,65,512/1024,80/1024,1,8,5776.77003920172
10,70,512/1024,80/1024,1,8,5753.65676180559
10,75,512/1024,80/1024,1,8,5844.79672344326
10,80,512/1024,80/1024,1,8,5902.53206664560
10,85,512/1024,80/1024,1,8,5799.34546754641
10,90,512/1024,80/1024,1,8,5741.44108112061
10,95,512/1024,80/1024,1,8,5656.44233086122
10,100,512/1024,80/1024,1,8,5415.81811147352
10,105,512/1024,80/1024,1,8,5213.15595361805
10,110,512/1024,80/1024,1,8,5237.20023126740
10,115,512/1024,80/1024,1,8,5166.12263803601
10,120,512/1024,80/1024,1,8,5072.54072963917
10,5,512/1024,512/1024,1,8,1366.83011750829
10,10,512/1024,512/1024,1,8,2370.44371436238
10,15,512/1024,512/1024,1,8,3212.54751498053
10,20,512/1024,512/1024,1,8,3839.85984899835
10,25,512/1024,512/1024,1,8,4258.75747240271
10,30,512/1024,512/1024,1,8,4644.05942658694
10,35,512/1024,512/1024,1,8,5071.98980596237
10,40,512/1024,512/1024,1,8,5290.60298269004
10,45,512/1024,512/1024,1,8,5506.39612692236
10,50,512/1024,512/1024,1,8,5676.87021364156
10,55,512/1024,512/1024,1,8,5780.81939552148
10,60,512/1024,512/1024,1,8,5919.77144195868
10,65,512/1024,512/1024,1,8,5884.96934635591
10,70,512/1024,512/1024,1,8,5877.05544865221
10,75,512/1024,512/1024,1,8,5923.30725983438
10,80,512/1024,512/1024,1,8,5809.54124968647
10,85,512/1024,512/1024,1,8,5728.25633508413
10,90,512/1024,512/1024,1,8,5781.90136797583
10,95,512/1024,512/1024,1,8,5655.69354766470
10,100,512/1024,512/1024,1,8,5638.09825362276
10,105,512/1024,512/1024,1,8,5581.76415819806
10,110,512/1024,512/1024,1,8,5476.65680143089
10,115,512/1024,512/1024,1,8,5417.96146592775
10,120,512/1024,512/1024,1,8,5327.19123518496
10,5,512/1024,1,2,8,1399.94926426282
10,10,512/1024,1,2,8,2473.17222364300
10,15,512/1024,1,2,8,3360.80052892006
10,20,512/1024,1,2,8,4121.21196051209
10,25,512/1024,1,2,8,4737.85253615068
10,30,512/1024,1,2,8,5527.09330501300
10,35,512/1024,1,2,8,6124.84400587751
10,40,512/1024,1,2,8,6674.93977002713
10,45,512/1024,1,2,8,7151.75182522361
10,50,512/1024,1,2,8,7351.92243108892
10,55,512/1024,1,2,8,7421.29159595341
10,60,512/1024,1,2,8,7441.78221723343
10,65,512/1024,1,2,8,7485.43047930747
10,70,512/1024,1,2,8,7429.58965762897
10,75,512/1024,1,2,8,7237.93315598774
10,80,512/1024,1,2,8,7409.25190196209
10,85,512/1024,1,2,8,7239.04169771533
10,90,512/1024,1,2,8,7246.72535061828
10,95,512/1024,1,2,8,7088.55220530732
10,100,512/1024,1,2,8,7174.15956626372
10,105,512/1024,1,2,8,6833.79510076394
10,110,512/1024,1,2,8,6705.58794024353
10,115,512/1024,1,2,8,6522.23855441709
10,120,512/1024,1,2,8,6374.00867654094
10,5,512/1024,1,4,8,1329.81812098066
10,10,512/1024,1,4,8,2494.32929310167
10,15,512/1024,1,4,8,3416.37347306726
10,20,512/1024,1,4,8,4266.38418306287
10,25,512/1024,1,4,8,5022.26986766856
10,30,512/1024,1,4,8,5962.97842149527
10,35,512/1024,1,4,8,6671.90614789726
10,40,512/1024,1,4,8,7340.49405752535
10,45,512/1024,1,4,8,7702.65111211141
10,50,512/1024,1,4,8,7852.94820634083
10,55,512/1024,1,4,8,8004.20450332649
10,60,512/1024,1,4,8,8120.98621790435
10,65,512/1024,1,4,8,8160.93862900493
10,70,512/1024,1,4,8,8063.73970161664
10,75,512/1024,1,4,8,7933.38073002925
10,80,512/1024,1,4,8,7932.35142737247
10,85,512/1024,1,4,8,7783.04373983872
10,90,512/1024,1,4,8,7926.45195823639
10,95,512/1024,1,4,8,7958.35142164409
10,100,512/1024,1,4,8,7776.29165686338
10,105,512/1024,1,4,8,7196.69098913852
10,110,512/1024,1,4,8,7071.25479347833
10,115,512/1024,1,4,8,6951.69482617770
10,120,512/1024,1,4,8,6919.53604040033
10,5,512/1024,1,8,8,1363.34369342827
10,10,512/1024,1,8,8,2568.32305908719
10,15,512/1024,1,8,8,3481.59650836273
10,20,512/1024,1,8,8,4380.81806610542
10,25,512/1024,1,8,8,5124.79850871166
10,30,512/1024,1,8,8,5849.95671018395
10,35,512/1024,1,8,8,6411.32400604148
10,40,512/1024,1,8,8,7106.95353875298
10,45,512/1024,1,8,8,7565.93817839021
10,50,512/1024,1,8,8,7938.26585541065
10,55,512/1024,1,8,8,7909.59990406249
10,60,512/1024,1,8,8,7856.93550139084
10,65,512/1024,1,8,8,8027.17022690754
10,70,512/1024,1,8,8,8068.99216044603
10,75,512/1024,1,8,8,8110.53944510973
10,80,512/1024,1,8,8,8062.89432755474
10,85,512/1024,1,8,8,8024.81434839573
10,90,512/1024,1,8,8,7963.12343598653
10,95,512/1024,1,8,8,7770.75329450977
10,100,512/1024,1,8,8,7607.37369622349
10,105,512/1024,1,8,8,7482.87366374917
10,110,512/1024,1,8,8,7380.29244130971
10,115,512/1024,1,8,8,6860.98525907269
10,120,512/1024,1,8,8,7006.60295920732
10,5,512/1024,1,16,8,1353.89339696889
10,10,512/1024,1,16,8,2482.29691078336
10,15,512/1024,1,16,8,3416.38996474147
10,20,512/1024,1,16,8,4122.61396390732
10,25,512/1024,1,16,8,4987.27270825751
10,30,512/1024,1,16,8,5787.42970598165
10,35,512/1024,1,16,8,6514.99177063065
10,40,512/1024,1,16,8,7334.05510485184
10,45,512/1024,1,16,8,7671.39000543526
10,50,512/1024,1,16,8,7912.67558766551
10,55,512/1024,1,16,8,7996.26709000855
10,60,512/1024,1,16,8,8075.71821293683
10,65,512/1024,1,16,8,8166.58804587036
10,70,512/1024,1,16,8,8127.72326763488
10,75,512/1024,1,16,8,7887.70526938208
10,80,512/1024,1,16,8,7613.17772477836
10,85,512/1024,1,16,8,7800.46085186835
10,90,512/1024,1,16,8,7897.95388148579
10,95,512/1024,1,16,8,7937.57712949416
10,100,512/1024,1,16,8,7857.24120712764
10,105,512/1024,1,16,8,7641.05731899154
10,110,512/1024,1,16,8,7375.39485376148
10,115,512/1024,1,16,8,7136.21125536201
10,120,512/1024,1,16,8,7185.95719874845
10,5,512/1024,80/1024,1,16,1418.29126232421
10,10,512/1024,80/1024,1,16,2382.80581825778
10,15,512/1024,80/1024,1,16,3185.74294121330
10,20,512/1024,80/1024,1,16,3826.90299125202
10,25,512/1024,80/1024,1,16,4289.73361244610
10,30,512/1024,80/1024,1,16,4758.00210393717
10,35,512/1024,80/1024,1,16,5130.95165367810
10,40,512/1024,80/1024,1,16,5329.91731481219
10,45,512/1024,80/1024,1,16,5584.10243180481
10,50,512/1024,80/1024,1,16,5733.95858767481
10,55,512/1024,80/1024,1,16,5436.27902771311
10,60,512/1024,80/1024,1,16,5270.81216749473
10,65,512/1024,80/1024,1,16,5649.77936452633
10,70,512/1024,80/1024,1,16,5677.48148542667
10,75,512/1024,80/1024,1,16,5782.36540947624
10,80,512/1024,80/1024,1,16,5782.07768614148
10,85,512/1024,80/1024,1,16,5664.46236214815
10,90,512/1024,80/1024,1,16,5650.01150182062
10,95,512/1024,80/1024,1,16,5611.13399551659
10,100,512/1024,80/1024,1,16,5499.95618119787
10,105,512/1024,80/1024,1,16,5395.26711823416
10,110,512/1024,80/1024,1,16,5322.68372797640
10,115,512/1024,80/1024,1,16,5166.61473583373
10,120,512/1024,80/1024,1,16,5083.92664126187
10,5,512/1024,512/1024,1,16,1368.13119030642
10,10,512/1024,512/1024,1,16,2364.15381510303
10,15,512/1024,512/1024,1,16,3159.81643281708
10,20,512/1024,512/1024,1,16,3748.07061236306
10,25,512/1024,512/1024,1,16,4197.21006794479
10,30,512/1024,512/1024,1,16,4669.98753681618
10,35,512/1024,512/1024,1,16,5037.13346478160
10,40,512/1024,512/1024,1,16,5322.18205818691
10,45,512/1024,512/1024,1,16,5537.79031347591
10,50,512/1024,512/1024,1,16,5762.54849512100
10,55,512/1024,512/1024,1,16,5692.63741758647
10,60,512/1024,512/1024,1,16,5764.95182460012
10,65,512/1024,512/1024,1,16,5761.38707725239
10,70,512/1024,512/1024,1,16,5829.99697697922
10,75,512/1024,512/1024,1,16,5498.49406487376
10,80,512/1024,512/1024,1,16,5673.73336999147
10,85,512/1024,512/1024,1,16,5650.24110846653
10,90,512/1024,512/1024,1,16,5671.24589809929
10,95,512/1024,512/1024,1,16,5592.93577118095
10,100,512/1024,512/1024,1,16,5479.59065711455
10,105,512/1024,512/1024,1,16,5392.90233128913
10,110,512/1024,512/1024,1,16,5309.30368434288
10,115,512/1024,512/1024,1,16,5238.89005984253
10,120,512/1024,512/1024,1,16,5218.98094731443
10,5,512/1024,1,2,16,1387.78644076038
10,10,512/1024,1,2,16,2457.26528631907
10,15,512/1024,1,2,16,3334.81754840461
10,20,512/1024,1,2,16,4020.00812322961
10,25,512/1024,1,2,16,4580.29783434855
10,30,512/1024,1,2,16,5203.69812755324
10,35,512/1024,1,2,16,5637.43336629016
10,40,512/1024,1,2,16,6387.15470013947
10,45,512/1024,1,2,16,6803.09045348124
10,50,512/1024,1,2,16,7189.88815613963
10,55,512/1024,1,2,16,7373.98900372658
10,60,512/1024,1,2,16,7474.54704615858
10,65,512/1024,1,2,16,7391.41227446628
10,70,512/1024,1,2,16,7473.26340153101
10,75,512/1024,1,2,16,7483.81038420677
10,80,512/1024,1,2,16,7475.57416214812
10,85,512/1024,1,2,16,7450.38042365903
10,90,512/1024,1,2,16,7260.88120255014
10,95,512/1024,1,2,16,7118.00926233907
10,100,512/1024,1,2,16,7196.84530896860
10,105,512/1024,1,2,16,6917.46725462084
10,110,512/1024,1,2,16,6210.21064536574
10,115,512/1024,1,2,16,6603.03043732751
10,120,512/1024,1,2,16,6507.88903526502
10,5,512/1024,1,4,16,1393.51634153571
10,10,512/1024,1,4,16,2577.08169411935
10,15,512/1024,1,4,16,3550.58496950819
10,20,512/1024,1,4,16,4375.80099961072
10,25,512/1024,1,4,16,5132.97463317508
10,30,512/1024,1,4,16,5928.44987662871
10,35,512/1024,1,4,16,6642.19456775845
10,40,512/1024,1,4,16,7287.65330110472
10,45,512/1024,1,4,16,7716.78974834291
10,50,512/1024,1,4,16,8030.09611380523
10,55,512/1024,1,4,16,7888.22064036923
10,60,512/1024,1,4,16,7793.13182716719
10,65,512/1024,1,4,16,7700.11482626987
10,70,512/1024,1,4,16,7908.49032446277
10,75,512/1024,1,4,16,8056.02858104357
10,80,512/1024,1,4,16,8069.45933562499
10,85,512/1024,1,4,16,8077.92102667010
10,90,512/1024,1,4,16,7929.12841785357
10,95,512/1024,1,4,16,7817.26369798048
10,100,512/1024,1,4,16,7599.00499143893
10,105,512/1024,1,4,16,7274.01029977541
10,110,512/1024,1,4,16,7202.34512222966
10,115,512/1024,1,4,16,7168.16024037693
10,120,512/1024,1,4,16,7135.20682022128
10,5,512/1024,1,8,16,1368.22704860321
10,10,512/1024,1,8,16,2540.62184942140
10,15,512/1024,1,8,16,3396.77612616837
10,20,512/1024,1,8,16,4343.31160303283
10,25,512/1024,1,8,16,5132.93718147357
10,30,512/1024,1,8,16,5962.32226127354
10,35,512/1024,1,8,16,6692.14760932463
10,40,512/1024,1,8,16,7297.77121516210
10,45,512/1024,1,8,16,7679.13886142252
10,50,512/1024,1,8,16,7774.16141714413
10,55,512/1024,1,8,16,7872.69078372041
10,60,512/1024,1,8,16,8066.89618512416
10,65,512/1024,1,8,16,8115.98413614153
10,70,512/1024,1,8,16,7943.35099120894
10,75,512/1024,1,8,16,8051.56346164738
10,80,512/1024,1,8,16,8038.21945252669
10,85,512/1024,1,8,16,7928.76269121559
10,90,512/1024,1,8,16,7980.53884214483
10,95,512/1024,1,8,16,7960.74967100695
10,100,512/1024,1,8,16,7883.03620926469
10,105,512/1024,1,8,16,7651.23662037247
10,110,512/1024,1,8,16,7428.68236143326
10,115,512/1024,1,8,16,7291.75064048822
10,120,512/1024,1,8,16,7250.30337014339
10,5,512/1024,1,16,16,1363.52906061505
10,10,512/1024,1,16,16,2531.60633106800
10,15,512/1024,1,16,16,3533.76106527942
10,20,512/1024,1,16,16,4351.22226771300
10,25,512/1024,1,16,16,5109.14596216948
10,30,512/1024,1,16,16,5800.12816307721
10,35,512/1024,1,16,16,6428.26726847667
10,40,512/1024,1,16,16,7167.50808950086
10,45,512/1024,1,16,16,7506.03729083043
10,50,512/1024,1,16,16,7918.66666501036
10,55,512/1024,1,16,16,7978.13827674920
10,60,512/1024,1,16,16,8036.40007898944
10,65,512/1024,1,16,16,8169.06180049069
10,70,512/1024,1,16,16,7957.91532709053
10,75,512/1024,1,16,16,7967.57436368750
10,80,512/1024,1,16,16,7896.86746958968
10,85,512/1024,1,16,16,7882.99636851093
10,90,512/1024,1,16,16,7979.86380375144
10,95,512/1024,1,16,16,7853.92863556565
10,100,512/1024,1,16,16,7686.91719143162
10,105,512/1024,1,16,16,7631.79635921015
10,110,512/1024,1,16,16,7412.25306709579
10,115,512/1024,1,16,16,7272.94928640524
10,120,512/1024,1,16,16,7150.88796177108
10,5,1,80/1024,1,4,1372.62864300614
10,10,1,80/1024,1,4,2371.67625648528
10,15,1,80/1024,1,4,3155.64960746850
10,20,1,80/1024,1,4,3776.32232660094
10,25,1,80/1024,1,4,4157.89912545575
10,30,1,80/1024,1,4,4630.79200467181
10,35,1,80/1024,1,4,4965.43924898501
10,40,1,80/1024,1,4,5311.03911110207
10,45,1,80/1024,1,4,5487.09412754110
10,50,1,80/1024,1,4,5713.00971481745
10,55,1,80/1024,1,4,5888.93306033606
10,60,1,80/1024,1,4,5958.80601406770
10,65,1,80/1024,1,4,6037.26556105304
10,70,1,80/1024,1,4,5955.49221903454
10,75,1,80/1024,1,4,5939.81849155742
10,80,1,80/1024,1,4,5860.71376885464
10,85,1,80/1024,1,4,5684.99299283052
10,90,1,80/1024,1,4,5707.77127223259
10,95,1,80/1024,1,4,5711.34432338713
10,100,1,80/1024,1,4,5608.89939910105
10,105,1,80/1024,1,4,5044.96263527453
10,110,1,80/1024,1,4,5325.62680874623
10,115,1,80/1024,1,4,5266.91449521872
10,120,1,80/1024,1,4,5169.51501386972
10,5,1,512/1024,1,4,1343.26962753807
10,10,1,512/1024,1,4,2351.18067901452
10,15,1,512/1024,1,4,3030.97276835218
10,20,1,512/1024,1,4,3725.35442016759
10,25,1,512/1024,1,4,4209.08645038684
10,30,1,512/1024,1,4,4758.07070212650
10,35,1,512/1024,1,4,5103.33694018263
10,40,1,512/1024,1,4,5363.20629395437
10,45,1,512/1024,1,4,5666.99042750570
10,50,1,512/1024,1,4,5820.61194615683
10,55,1,512/1024,1,4,5855.73398208331
10,60,1,512/1024,1,4,5977.52768027128
10,65,1,512/1024,1,4,5981.78210163946
10,70,1,512/1024,1,4,5961.72696730496
10,75,1,512/1024,1,4,5956.24412417809
10,80,1,512/1024,1,4,5869.28319288111
10,85,1,512/1024,1,4,5730.60960041465
10,90,1,512/1024,1,4,5694.49849239811
10,95,1,512/1024,1,4,5637.34018795249
10,100,1,512/1024,1,4,5598.62108828282
10,105,1,512/1024,1,4,5484.71846413191
10,110,1,512/1024,1,4,5436.67547080119
10,115,1,512/1024,1,4,5336.26310688323
10,120,1,512/1024,1,4,5266.57178037982
10,5,1,1,2,4,1353.60199222541
10,10,1,1,2,4,2503.30354486138
10,15,1,1,2,4,3280.30721301078
10,20,1,1,2,4,3810.74552430631
10,25,1,1,2,4,4628.87047494292
10,30,1,1,2,4,5265.40143860286
10,35,1,1,2,4,5723.37122747918
10,40,1,1,2,4,6456.87135835346
10,45,1,1,2,4,6685.65744228086
10,50,1,1,2,4,7108.00193183209
10,55,1,1,2,4,7419.06840456734
10,60,1,1,2,4,7546.26256161139
10,65,1,1,2,4,7623.16885094805
10,70,1,1,2,4,7651.33436102498
10,75,1,1,2,4,7598.35481910543
10,80,1,1,2,4,7637.30823683751
10,85,1,1,2,4,7484.70948726461
10,90,1,1,2,4,7330.58188926155
10,95,1,1,2,4,7369.29877440449
10,100,1,1,2,4,6981.07369340282
10,105,1,1,2,4,6792.40299651332
10,110,1,1,2,4,6698.92198921092
10,115,1,1,2,4,6587.15269748177
10,120,1,1,2,4,6599.44718991053
10,5,1,1,4,4,1414.84414658163
10,10,1,1,4,4,2629.18968030431
10,15,1,1,4,4,3571.51674322489
10,20,1,1,4,4,4401.29826365846
10,25,1,1,4,4,4972.29937326161
10,30,1,1,4,4,6014.98725828450
10,35,1,1,4,4,6873.54786953415
10,40,1,1,4,4,7672.29863346519
10,45,1,1,4,4,7955.31752872698
10,50,1,1,4,4,8050.38183073999
10,55,1,1,4,4,8124.31412963417
10,60,1,1,4,4,8207.92582239223
10,65,1,1,4,4,8212.37155505819
10,70,1,1,4,4,8297.53399844720
10,75,1,1,4,4,8296.19023926850
10,80,1,1,4,4,8193.89803864487
10,85,1,1,4,4,8108.63741717401
10,90,1,1,4,4,8096.87343119307
10,95,1,1,4,4,8086.85948124302
10,100,1,1,4,4,7985.74005043915
10,105,1,1,4,4,7830.88672092990
10,110,1,1,4,4,7742.07639472456
10,115,1,1,4,4,7593.84039962867
10,120,1,1,4,4,7462.35779517482
10,5,1,1,8,4,1390.46702565250
10,10,1,1,8,4,2613.25759150501
10,15,1,1,8,4,3628.42826003930
10,20,1,1,8,4,4498.24005888567
10,25,1,1,8,4,5313.31490138943
10,30,1,1,8,4,6185.08995898712
10,35,1,1,8,4,6947.73122143241
10,40,1,1,8,4,7712.43636703673
10,45,1,1,8,4,8078.60351287031
10,50,1,1,8,4,8158.58681176433
10,55,1,1,8,4,7930.99093191140
10,60,1,1,8,4,8372.40282000367
10,65,1,1,8,4,8205.77082021301
10,70,1,1,8,4,8398.47155876929
10,75,1,1,8,4,8434.54356459911
10,80,1,1,8,4,8441.30617725008
10,85,1,1,8,4,8463.18587730986
10,90,1,1,8,4,8349.82546138410
10,95,1,1,8,4,8168.17782200303
10,100,1,1,8,4,7917.74300864406
10,105,1,1,8,4,7735.85092318685
10,110,1,1,8,4,7662.35698105473
10,115,1,1,8,4,7467.68132208841
10,120,1,1,8,4,7468.70430919402
10,5,1,1,16,4,1412.87580773515
10,10,1,1,16,4,2584.09713461425
10,15,1,1,16,4,3571.05569558696
10,20,1,1,16,4,4405.76206331038
10,25,1,1,16,4,5164.85188384978
10,30,1,1,16,4,6056.48874035339
10,35,1,1,16,4,6992.16745876171
10,40,1,1,16,4,7673.63561611602
10,45,1,1,16,4,8098.71631408113
10,50,1,1,16,4,8127.42252380969
10,55,1,1,16,4,8237.67713671350
10,60,1,1,16,4,8310.23808237626
10,65,1,1,16,4,8387.09668612605
10,70,1,1,16,4,8508.18783130641
10,75,1,1,16,4,8433.73470800634
10,80,1,1,16,4,8423.63783844395
10,85,1,1,16,4,8397.05917810816
10,90,1,1,16,4,8301.24565041389
10,95,1,1,16,4,8267.86838991206
10,100,1,1,16,4,8207.47104525302
10,105,1,1,16,4,7904.76791705185
10,110,1,1,16,4,7806.07052467455
10,115,1,1,16,4,7607.00868078151
10,120,1,1,16,4,7392.67485703943
10,5,1,80/1024,1,8,1363.62784862528
10,10,1,80/1024,1,8,2404.91323107349
10,15,1,80/1024,1,8,3203.11264992644
10,20,1,80/1024,1,8,3717.42626632658
10,25,1,80/1024,1,8,4180.51094243084
10,30,1,80/1024,1,8,4611.33306745059
10,35,1,80/1024,1,8,4959.54417283015
10,40,1,80/1024,1,8,5287.80298320485
10,45,1,80/1024,1,8,5493.52813943945
10,50,1,80/1024,1,8,5757.24182275664
10,55,1,80/1024,1,8,5868.51661968454
10,60,1,80/1024,1,8,5949.01172332208
10,65,1,80/1024,1,8,5930.74124310013
10,70,1,80/1024,1,8,5963.70602918052
10,75,1,80/1024,1,8,5905.95219320577
10,80,1,80/1024,1,8,5826.72086927396
10,85,1,80/1024,1,8,5799.58302985606
10,90,1,80/1024,1,8,5644.83684624567
10,95,1,80/1024,1,8,5644.17285388762
10,100,1,80/1024,1,8,5495.09709424348
10,105,1,80/1024,1,8,5418.77485824350
10,110,1,80/1024,1,8,5291.38478815662
10,115,1,80/1024,1,8,5153.30907026118
10,120,1,80/1024,1,8,5253.86531060824
10,5,1,512/1024,1,8,1394.32224131089
10,10,1,512/1024,1,8,2355.00310193339
10,15,1,512/1024,1,8,3091.04710000090
10,20,1,512/1024,1,8,3634.36186491206
10,25,1,512/1024,1,8,4221.31052180411
10,30,1,512/1024,1,8,4680.66678126309
10,35,1,512/1024,1,8,5006.15110715425
10,40,1,512/1024,1,8,5394.29075665459
10,45,1,512/1024,1,8,5619.15716063994
10,50,1,512/1024,1,8,5892.60272823250
10,55,1,512/1024,1,8,5962.18241141604
10,60,1,512/1024,1,8,5976.71184719533
10,65,1,512/1024,1,8,5974.86050896763
10,70,1,512/1024,1,8,6007.49327784179
10,75,1,512/1024,1,8,6006.08709230909
10,80,1,512/1024,1,8,5974.50357327227
10,85,1,512/1024,1,8,5947.13471489338
10,90,1,512/1024,1,8,5908.53684974989
10,95,1,512/1024,1,8,5815.43122661312
10,100,1,512/1024,1,8,5755.65299938558
10,105,1,512/1024,1,8,5691.62805209382
10,110,1,512/1024,1,8,5527.17088097649
10,115,1,512/1024,1,8,5486.72123914315
10,120,1,512/1024,1,8,5371.45875022777
10,5,1,1,2,8,1402.17986279169
10,10,1,1,2,8,2502.06800010035
10,15,1,1,2,8,3353.30781113502
10,20,1,1,2,8,3990.10209246599
10,25,1,1,2,8,4652.23117140979
10,30,1,1,2,8,5387.15830317488
10,35,1,1,2,8,5885.00001081625
10,40,1,1,2,8,6701.42655334836
10,45,1,1,2,8,7011.77102267864
10,50,1,1,2,8,7259.84115298527
10,55,1,1,2,8,7165.90253070911
10,60,1,1,2,8,7513.11801661997
10,65,1,1,2,8,7507.54729512689
10,70,1,1,2,8,7544.56432320384
10,75,1,1,2,8,7430.59595657958
10,80,1,1,2,8,7331.73458698801
10,85,1,1,2,8,7442.89859179355
10,90,1,1,2,8,7443.93894620721
10,95,1,1,2,8,7384.26886638246
10,100,1,1,2,8,7328.48142205571
10,105,1,1,2,8,7146.81139138590
10,110,1,1,2,8,6989.82120949598
10,115,1,1,2,8,6826.15272437365
10,120,1,1,2,8,6713.06764341667
10,5,1,1,4,8,1372.56142979601
10,10,1,1,4,8,2645.79730940618
10,15,1,1,4,8,3548.47795511677
10,20,1,1,4,8,4423.68640210603
10,25,1,1,4,8,5198.60761214085
10,30,1,1,4,8,6045.30973102149
10,35,1,1,4,8,6945.12346339938
10,40,1,1,4,8,7672.27453096595
10,45,1,1,4,8,8072.33005471433
10,50,1,1,4,8,8180.54255492877
10,55,1,1,4,8,8260.05754799168
10,60,1,1,4,8,8271.01595726905
10,65,1,1,4,8,8155.93877828754
10,70,1,1,4,8,8257.65620576688
10,75,1,1,4,8,8291.61096118305
10,80,1,1,4,8,8201.60580841793
10,85,1,1,4,8,8160.30645471040
10,90,1,1,4,8,8204.95148893811
10,95,1,1,4,8,8173.13852511314
10,100,1,1,4,8,8107.85390408890
10,105,1,1,4,8,7976.23635868199
10,110,1,1,4,8,7601.78265638660
10,115,1,1,4,8,7197.00463638690
10,120,1,1,4,8,7091.34428916228
10,5,1,1,8,8,1387.32870987074
10,10,1,1,8,8,2643.50382485952
10,15,1,1,8,8,3669.36881510827
10,20,1,1,8,8,4579.58517416717
10,25,1,1,8,8,5392.80100285609
10,30,1,1,8,8,6305.78932312579
10,35,1,1,8,8,7062.95142317463
10,40,1,1,8,8,7786.75202981729
10,45,1,1,8,8,7988.81695357251
10,50,1,1,8,8,8085.21303316242
10,55,1,1,8,8,8300.64477690346
10,60,1,1,8,8,8425.51053732566
10,65,1,1,8,8,8497.52267439147
10,70,1,1,8,8,8579.11191302768
10,75,1,1,8,8,8550.97628759978
10,80,1,1,8,8,8563.48348083326
10,85,1,1,8,8,8270.13415274685
10,90,1,1,8,8,8194.87871356355
10,95,1,1,8,8,8152.31665632414
10,100,1,1,8,8,8118.23817408685
10,105,1,1,8,8,7883.97679047541
10,110,1,1,8,8,7676.10903433179
10,115,1,1,8,8,7395.88868303753
10,120,1,1,8,8,7350.19153863499
10,5,1,1,16,8,1367.68291192928
10,10,1,1,16,8,2595.48448502166
10,15,1,1,16,8,3649.04519578048
10,20,1,1,16,8,4532.29452364081
10,25,1,1,16,8,5376.70778429450
10,30,1,1,16,8,6230.05297403286
10,35,1,1,16,8,6935.71237568588
10,40,1,1,16,8,7475.73128030519
10,45,1,1,16,8,7576.18931124397
10,50,1,1,16,8,8243.69626066005
10,55,1,1,16,8,8338.54243545065
10,60,1,1,16,8,8416.25669453284
10,65,1,1,16,8,8153.48416556907
10,70,1,1,16,8,8121.35101024412
10,75,1,1,16,8,8258.30037653165
10,80,1,1,16,8,8329.19409430851
10,85,1,1,16,8,8276.33658448867
10,90,1,1,16,8,8323.78180945050
10,95,1,1,16,8,8314.25768241470
10,100,1,1,16,8,8221.59242264770
10,105,1,1,16,8,7868.19815663013
10,110,1,1,16,8,7662.09672743298
10,115,1,1,16,8,7502.01827285634
10,120,1,1,16,8,7428.97575078900
10,5,1,80/1024,1,16,1348.52713227404
10,10,1,80/1024,1,16,2409.87407569662
10,15,1,80/1024,1,16,3186.71709581679
10,20,1,80/1024,1,16,3792.45855162148
10,25,1,80/1024,1,16,4250.37794601429
10,30,1,80/1024,1,16,4652.68226178260
10,35,1,80/1024,1,16,5062.41699141758
10,40,1,80/1024,1,16,5322.88751876369
10,45,1,80/1024,1,16,5578.70015134378
10,50,1,80/1024,1,16,5764.92085926395
10,55,1,80/1024,1,16,5909.83706417901
10,60,1,80/1024,1,16,5606.58530359458
10,65,1,80/1024,1,16,5774.95551065199
10,70,1,80/1024,1,16,5837.18974759571
10,75,1,80/1024,1,16,5810.08025265207
10,80,1,80/1024,1,16,5950.80600097120
10,85,1,80/1024,1,16,5905.02487506298
10,90,1,80/1024,1,16,5835.77408619597
10,95,1,80/1024,1,16,5739.85528396485
10,100,1,80/1024,1,16,5700.37473898538
10,105,1,80/1024,1,16,5605.34684971014
10,110,1,80/1024,1,16,5559.21601166820
10,115,1,80/1024,1,16,5166.85622644672
10,120,1,80/1024,1,16,5377.90981393412
10,5,1,512/1024,1,16,1351.97628947462
10,10,1,512/1024,1,16,2399.92795771907
10,15,1,512/1024,1,16,3223.92870808294
10,20,1,512/1024,1,16,3777.05082664321
10,25,1,512/1024,1,16,4176.74547678394
10,30,1,512/1024,1,16,4464.37860154668
10,35,1,512/1024,1,16,4866.70169938420
10,40,1,512/1024,1,16,5303.61212253654
10,45,1,512/1024,1,16,5478.19915303494
10,50,1,512/1024,1,16,5714.92514021595
10,55,1,512/1024,1,16,5843.29572976490
10,60,1,512/1024,1,16,5965.63804881739
10,65,1,512/1024,1,16,5955.70624120396
10,70,1,512/1024,1,16,5973.94089774676
10,75,1,512/1024,1,16,5964.66573986078
10,80,1,512/1024,1,16,5909.08781707318
10,85,1,512/1024,1,16,5877.42286633005
10,90,1,512/1024,1,16,5815.41384482161
10,95,1,512/1024,1,16,5712.21057212613
10,100,1,512/1024,1,16,5545.73223373363
10,105,1,512/1024,1,16,5507.41812188310
10,110,1,512/1024,1,16,5420.56075237391
