alg,clients,shards,threads,replica,tput
Janus,20,32,4,3,2705.2642744297996
Janus,20,32,8,1,3090.0780153723335
Janus,20,32,8,3,2598.3169403003335
Janus,20,32,8,5,2542.589257974467
Janus,20,64,3,1,3098.1672008319997
Janus,20,64,4,1,3128.091392152
Janus,20,64,8,1,3117.0734203136667
Janus,20,64,8,3,886.3577411985
Janus,20,128,8,1,3060.2558651443337
Janus,40,1,1,1,4478.297053344667
Janus,40,1,1,3,2979.6904552156666
Janus,40,1,1,5,3037.4873252439997
Janus,40,1,1,7,3025.161522776667
Janus,40,1,2,1,4393.1434646043335
Janus,40,1,2,3,2957.450991690667
Janus,40,1,2,5,2986.220719738
Janus,40,1,2,7,2894.6038199596665
Janus,40,1,3,1,4454.366496289334
Janus,40,1,3,3,2883.8206598673332
Janus,40,1,3,5,2878.3605018636663
Janus,40,1,3,7,2908.674750216333
Janus,40,1,4,1,4429.594841475333
Janus,40,1,4,3,3051.1261223423335
Janus,40,1,4,5,3010.5279347246665
Janus,40,1,4,7,2893.150625783333
Janus,40,1,8,1,4299.330525352
Janus,40,1,8,3,2908.277862669667
Janus,40,1,8,5,2920.8976880883333
Janus,40,1,8,7,2992.3188618536665
Janus,40,2,1,1,4862.345212046
Janus,40,2,1,3,3431.1245824566668
Janus,40,2,1,5,3418.466987487333
Janus,40,2,1,7,3339.1341702669997
Janus,40,2,2,1,4928.093922175
Janus,40,2,2,3,3181.8549018616663
Janus,40,2,2,5,3235.166655963
Janus,40,2,2,7,3189.240649201
Janus,40,2,3,1,4940.990302231334
Janus,40,2,3,3,3166.3949366096663
Janus,40,2,3,5,3200.167563481666
Janus,40,2,3,7,3196.441708609667
Janus,40,2,4,1,5019.171615316666
Janus,40,2,4,3,3173.1782770653335
Janus,40,2,4,5,3144.7796717076667
Janus,40,2,4,7,3071.8567291356667
Janus,40,2,8,1,4722.147862467
Janus,40,2,8,3,3056.433120792
Janus,40,2,8,5,3034.467595134
Janus,40,2,8,7,3025.893200063667
Janus,40,4,1,1,5000.651092245666
Janus,40,4,1,3,3520.893081311
Janus,40,4,1,5,3479.204349536
Janus,40,4,2,1,5188.558228521333
Janus,40,4,2,3,3374.97684575
Janus,40,4,2,5,3333.769842469667
Janus,40,4,2,7,3324.4952233900003
Janus,40,4,3,1,5147.745400525667
Janus,40,4,3,3,3317.4277703013336
Janus,40,4,3,5,3330.4350742573333
Janus,40,4,3,7,3342.1588107249995
Janus,40,4,4,1,5111.903957664
Janus,40,4,4,3,3255.760117103
Janus,40,4,4,5,3301.7948758670004
Janus,40,4,4,7,3226.164829880334
Janus,40,4,8,1,4958.184772989666
Janus,40,4,8,3,3114.627065531667
Janus,40,4,8,5,3158.9060750873336
Janus,40,4,8,7,3164.84992946
Janus,40,8,1,1,5043.902568301334
Janus,40,8,1,3,3452.492678417333
Janus,40,8,2,1,5146.224582565667
Janus,40,8,2,3,3369.4635128893333
Janus,40,8,2,5,3346.663489158667
Janus,40,8,3,1,5150.111570266667
Janus,40,8,3,3,3351.6376474376666
Janus,40,8,3,5,3314.7866623156665
Janus,40,8,3,7,3343.708768418
Janus,40,8,4,1,5049.194909393001
Janus,40,8,4,3,3318.6429410596666
Janus,40,8,4,5,3244.5417950680003
Janus,40,8,4,7,3234.3918527216665
Janus,40,8,8,1,4786.896095921
Janus,40,8,8,3,3177.629766529
Janus,40,8,8,5,3092.2314775903337
Janus,40,8,8,7,3093.9370060036667
Janus,40,16,1,1,4996.953515310333
Janus,40,16,2,1,4933.8784586266665
Janus,40,16,2,3,3255.1908199669997
Janus,40,16,3,1,5018.192735786333
Janus,40,16,3,3,3310.5240784929997
Janus,40,16,4,1,4929.182318949
Janus,40,16,4,3,3238.8482399853333
Janus,40,16,4,5,3189.2265532843335
Janus,40,16,8,1,4740.4398995013335
Janus,40,16,8,3,3126.336945119667
Janus,40,16,8,5,3046.0850211313336
Janus,40,16,8,7,3014.279053879
Janus,40,32,2,1,4891.327238846334
Janus,40,32,3,1,4855.236795396333
Janus,40,32,4,1,4802.296908559333
Janus,40,32,4,3,3119.136334899667
Janus,40,32,8,1,4681.8654852693335
Janus,40,32,8,3,3097.6726956473335
Janus,40,32,8,5,2955.5795096376664
Janus,40,64,3,1,4566.225171931
Janus,40,64,4,1,4672.921210391666
Janus,40,64,8,1,4465.352061914334
Janus,40,64,8,3,722.6214359116
Janus,40,128,8,1,4287.678251747667
Janus,80,1,1,1,4487.781713063667
Janus,80,1,1,3,4194.490373898667
Janus,80,1,1,5,4174.727321784
Janus,80,1,1,7,4033.3464358053334
Janus,80,1,2,1,4547.245878286
Janus,80,1,2,3,3873.926074785
Janus,80,1,2,5,3735.0000169553336
Janus,80,1,2,7,3667.4579172846666
Janus,80,1,3,1,4465.065853784334
Janus,80,1,3,3,3996.382990856333
Janus,80,1,3,5,3724.606292977334
Janus,80,1,3,7,3606.2493794383336
Janus,80,1,4,1,4548.959238248
Janus,80,1,4,3,4104.692284904667
Janus,80,1,4,5,3755.1224719340003
Janus,80,1,4,7,3559.274776131
Janus,80,1,8,1,4315.099637891333
Janus,80,1,8,3,3848.687897778667
Janus,80,1,8,5,3650.824143638
Janus,80,1,8,7,3463.7174140636666
Janus,80,2,1,1,4938.1870302023335
Janus,80,2,1,3,4932.077374661334
Janus,80,2,1,5,4697.213217480667
Janus,80,2,1,7,4488.496525861333
Janus,80,2,2,1,5100.583274222667
Janus,80,2,2,3,4479.498608270667
Janus,80,2,2,5,4112.374744426333
Janus,80,2,2,7,4024.5785579066664
Janus,80,2,3,1,5019.4665627116665
Janus,80,2,3,3,4168.1502736776665
Janus,80,2,3,5,4029.438215419667
Janus,80,2,3,7,3968.430418882
Janus,80,2,4,1,5030.704228006333
Janus,80,2,4,3,4392.270584149
Janus,80,2,4,5,3883.4639433736666
Janus,80,2,4,7,3865.745398531333
Janus,80,2,8,1,4850.970416572333
Janus,80,2,8,3,3983.997968983667
Janus,80,2,8,5,3784.5279382646672
Janus,80,2,8,7,3712.2767810826663
Janus,80,4,1,1,5283.799110747001
Janus,80,4,1,3,5087.5698014516665
Janus,80,4,1,5,4793.790498601334
Janus,80,4,2,1,5147.11086455
Janus,80,4,2,3,4739.271198645333
Janus,80,4,2,5,4239.077747435001
Janus,80,4,2,7,4143.896511762
Janus,80,4,3,1,5321.831590169
Janus,80,4,3,3,4597.919739148333
Janus,80,4,3,5,4200.997833909667
Janus,80,4,3,7,4108.9897717819995
Janus,80,4,4,1,5150.118041444
Janus,80,4,4,3,4581.470478546999
Janus,80,4,4,5,4166.666927903333
Janus,80,4,4,7,4010.893279310667
Janus,80,4,8,1,5164.901422094333
Janus,80,4,8,3,4126.665492427333
Janus,80,4,8,5,3988.523139724
Janus,80,4,8,7,3917.0162974689997
Janus,80,8,1,1,5186.033995368999
Janus,80,8,1,3,4940.305351312
Janus,80,8,2,1,5300.620074216334
Janus,80,8,2,3,4833.0032282990005
Janus,80,8,2,5,4274.772771642
Janus,80,8,3,1,5278.230677422333
Janus,80,8,3,3,4980.455464359667
Janus,80,8,3,5,4214.337699647666
Janus,80,8,3,7,4109.77325667
Janus,80,8,4,1,5198.293622221
Janus,80,8,4,3,4686.203303239334
Janus,80,8,4,5,4236.114767800666
Janus,80,8,4,7,4049.6917246046664
Janus,80,8,8,1,5153.717115429667
Janus,80,8,8,3,4401.9606525966665
Janus,80,8,8,5,4018.81633797
Janus,80,8,8,7,3930.2248227170003
Janus,80,16,1,1,5102.3366682216665
Janus,80,16,2,1,5066.829405513
Janus,80,16,2,3,4617.8343296133335
Janus,80,16,3,1,5100.360917166334
Janus,80,16,3,3,4979.398096983667
Janus,80,16,4,1,5159.075543040333
Janus,80,16,4,3,4843.323778580333
Janus,80,16,4,5,4277.436087049667
Janus,80,16,8,1,4900.5830258763335
Janus,80,16,8,3,4610.5268356256665
Janus,80,16,8,5,4115.847960076667
Janus,80,16,8,7,3807.807139321667
Janus,80,32,2,1,4972.333540922334
Janus,80,32,3,1,4879.272157353
Janus,80,32,4,1,4901.042485114333
Janus,80,32,4,3,710.2448910035
Janus,80,32,8,1,4727.601638823
Janus,80,32,8,3,4448.068022792667
Janus,80,32,8,5,3826.6299970486666
Janus,80,64,3,1,4642.596557217
Janus,80,64,4,1,4787.802676234333
Janus,80,64,8,1,4639.363356618
Janus,80,64,8,3,726.2567352243
Janus,80,128,8,1,4365.8731625733335
Janus,100,1,1,1,731.2400625033666
Janus,100,1,1,3,708.7022850423
Janus,100,1,1,5,688.44721549085
Janus,100,1,1,7,668.08510485055
Janus,100,1,2,1,740.72381717335
Janus,100,1,2,3,693.03931841745
Janus,100,1,2,5,660.0163199468
Janus,100,1,2,7,651.4636489071
Janus,100,1,3,1,727.3522250823501
Janus,100,1,3,3,703.20142050295
Janus,100,1,3,5,669.2330478653
Janus,100,1,3,7,668.1835849602
Janus,100,1,4,1,741.3139977006999
Janus,100,1,4,3,685.50244264175
Janus,100,1,4,5,680.4389757767001
Janus,100,1,4,7,655.8727238455999
Janus,100,1,8,1,744.0025821831333
Janus,100,1,8,3,685.0859386888666
Janus,100,1,8,5,658.4700017993
Janus,100,1,8,7,641.4698612583
Janus,100,2,1,1,874.6174967467
Janus,100,2,1,3,824.40718425465
Janus,100,2,1,5,792.3305733869499
Janus,100,2,1,7,761.49596505615
Janus,100,2,2,1,887.46569321205
Janus,100,2,2,3,798.38725632805
Janus,100,2,2,5,806.3741908321999
Janus,100,2,2,7,757.9125399305
Janus,100,2,3,1,880.6744508654499
Janus,100,2,3,3,808.91231446845
Janus,100,2,3,5,784.86272077535
Janus,100,2,3,7,766.5828871426
Janus,100,2,4,1,890.5089661002501
Janus,100,2,4,3,779.4965483331
Janus,100,2,4,5,774.144918804
Janus,100,2,4,7,752.2141868527
Janus,100,2,8,1,880.9774666483667
Janus,100,2,8,3,785.7387106002334
Janus,100,2,8,5,766.5780315069001
Janus,100,2,8,7,747.6794964497667
Janus,100,4,1,1,893.90885669385
Janus,100,4,1,3,796.98273309355
Janus,100,4,1,5,759.3171288716501
Janus,100,4,2,1,882.9462825745
Janus,100,4,2,3,808.9565642083
Janus,100,4,2,5,753.5110090897
Janus,100,4,2,7,743.7281823390001
Janus,100,4,3,1,861.0986307963001
Janus,100,4,3,3,798.9589577688
Janus,100,4,3,5,757.96016849235
Janus,100,4,3,7,749.7644440782
Janus,100,4,4,1,886.26783130425
Janus,100,4,4,3,785.21098738335
Janus,100,4,4,5,771.0858160065001
Janus,100,4,4,7,751.0248104124
Janus,100,4,8,1,883.2230945227999
Janus,100,4,8,3,796.1391409457666
Janus,100,4,8,5,739.907578355
Janus,100,4,8,7,718.356664752
Janus,100,8,1,1,834.34917079785
Janus,100,8,1,3,758.6865468291999
Janus,100,8,2,1,845.1830136260501
Janus,100,8,2,3,771.2771987552501
Janus,100,8,2,5,685.4034212038
Janus,100,8,3,1,843.9596360758001
Janus,100,8,3,3,747.1364125278999
Janus,100,8,3,5,698.8913915142999
Janus,100,8,3,7,705.8965410557
Janus,100,8,4,1,845.8958909828
Janus,100,8,4,3,750.5108744541501
Janus,100,8,4,5,701.1879086171
Janus,100,8,4,7,672.2140920146
Janus,100,8,8,1,856.6174666198
Janus,100,8,8,3,763.5335765788
Janus,100,8,8,5,687.5143429361333
Janus,100,8,8,7,632.9767810077
Janus,100,16,1,1,801.80918953705
Janus,100,16,2,1,792.3512257853
Janus,100,16,2,3,670.40793591275
Janus,100,16,3,1,801.7501300061
Janus,100,16,3,3,680.4914179161501
Janus,100,16,3,5,624.4891438797999
Janus,100,16,4,1,789.80157837245
Janus,100,16,4,3,687.2372627414
Janus,100,16,4,5,627.6421300113
Janus,100,16,8,1,794.9596657638
Janus,100,16,8,3,666.7778753556
Janus,100,16,8,5,634.0656321788666
Janus,100,16,8,7,573.2393568033
Janus,100,32,2,1,784.59289197505
Janus,100,32,3,1,777.9134090396001
Janus,100,32,4,1,773.22810536325
Janus,100,32,4,3,652.2820121340001
Janus,100,32,8,1,774.4381402619669
Janus,100,32,8,3,640.2886695308333
Janus,100,32,8,5,585.5891999833001
Janus,100,64,3,1,754.0051160683
Janus,100,64,4,1,782.14032672955
Janus,100,64,8,1,765.4097865710668
Janus,100,128,8,1,724.7483485802333
Janus,200,1,1,1,1494.8190805494335
Janus,200,1,1,3,1435.70401206335
Janus,200,1,1,5,1408.9506294294501
Janus,200,1,1,7,1377.8408217349502
Janus,200,1,2,1,1468.5641179094
Janus,200,1,2,3,1445.3470527619
Janus,200,1,2,5,1399.4823880825
Janus,200,1,2,7,1363.4345793332
Janus,200,1,3,1,1446.1265996217498
Janus,200,1,3,3,1444.897061059
Janus,200,1,3,5,1408.5494596011
Janus,200,1,3,7,1379.52252477485
Janus,200,1,4,1,1473.62591395475
Janus,200,1,4,3,1449.27441750215
Janus,200,1,4,5,1430.87348117325
Janus,200,1,4,7,1365.8444965428998
Janus,200,1,8,1,1456.7177295499666
Janus,200,1,8,3,1387.3857740358665
Janus,200,1,8,5,1353.4862055053668
Janus,200,1,8,7,1289.3575825781666
Janus,200,2,1,1,1802.68647940845
Janus,200,2,1,3,1626.8523429317502
Janus,200,2,1,5,1606.48813813255
Janus,200,2,1,7,1575.90304215285
Janus,200,2,2,1,1784.09001169635
Janus,200,2,2,3,1625.7031260817
Janus,200,2,2,5,1574.4623965506
Janus,200,2,2,7,1569.6200646991
Janus,200,2,3,1,1803.52302418305
Janus,200,2,3,3,1616.0978270596502
Janus,200,2,3,5,1588.35007001695
Janus,200,2,3,7,1563.2316632411998
Janus,200,2,4,1,1784.13483978405
Janus,200,2,4,3,1648.21322684375
Janus,200,2,4,5,1589.6391156276
Janus,200,2,4,7,1498.16935775245
Janus,200,2,8,1,1756.2514078277
Janus,200,2,8,3,1550.4525221702334
Janus,200,2,8,5,1539.5193867765665
Janus,200,2,8,7,1473.0955397524667
Janus,200,4,1,1,1818.7617679915502
Janus,200,4,1,3,1626.28613557355
Janus,200,4,1,5,1524.95321075335
Janus,200,4,2,1,1777.05591911945
Janus,200,4,2,3,1637.2543067921501
Janus,200,4,2,5,1561.4203507957
Janus,200,4,2,7,1493.7169472085998
Janus,200,4,3,1,1806.42753919835
Janus,200,4,3,3,1625.40602991685
Janus,200,4,3,5,1588.8186280312998
Janus,200,4,3,7,1510.68702224855
Janus,200,4,4,1,1832.3061124037
Janus,200,4,4,3,1633.7675121486
Janus,200,4,4,5,1568.09762248525
Janus,200,4,4,7,1500.00186407745
Janus,200,4,8,1,1725.2996742656667
Janus,200,4,8,3,1569.1934634026331
Janus,200,4,8,5,1505.1307702917666
Janus,200,4,8,7,1437.3280204083333
Janus,200,8,1,1,1749.29820276295
Janus,200,8,1,3,1504.7239801694
Janus,200,8,2,1,1786.90472007355
Janus,200,8,2,3,1529.08898533695
Janus,200,8,2,5,1404.5408356504
Janus,200,8,3,1,1766.3276093804
Janus,200,8,3,3,1543.2141682131
Janus,200,8,3,5,1446.6618757053002
Janus,200,8,3,7,1371.6249724712502
Janus,200,8,4,1,1744.17764701035
Janus,200,8,4,3,1525.81219693325
Janus,200,8,4,5,1457.0383678888002
Janus,200,8,4,7,1373.7405511030001
Janus,200,8,8,1,1706.2020785302
Janus,200,8,8,3,1464.990402089533
Janus,200,8,8,5,1370.8256696349
Janus,200,8,8,7,1304.8799207911668
Janus,200,16,1,1,1642.4574995424002
Janus,200,16,2,1,1663.94407711445
Janus,200,16,2,3,1368.58264847545
Janus,200,16,3,1,1668.90664605505
Janus,200,16,3,3,1393.8300918486498
Janus,200,16,3,5,1252.0594920827
Janus,200,16,4,1,1647.75541371595
Janus,200,16,4,3,1403.24386427435
Janus,200,16,4,5,1232.49545029695
Janus,200,16,8,1,1592.2794497479333
Janus,200,16,8,3,1374.4475694066332
Janus,200,16,8,5,1248.0493027796667
Janus,200,16,8,7,1136.1569243121
Janus,200,32,2,1,1578.59986308125
Janus,200,32,3,1,1565.9083105228
Janus,200,32,4,1,1575.4493775537
Janus,200,32,4,3,1276.54154343885
Janus,200,32,8,1,1544.5914085013335
Janus,200,32,8,3,1258.8084175288668
Janus,200,32,8,5,1123.7054473836668
Janus,200,64,3,1,1507.5332955763001
Janus,200,64,4,1,1556.12936046555
Janus,200,64,8,1,1523.2843541629334
Janus,200,128,8,1,1453.0077091166668
Janus,500,1,1,1,3486.1784578623333
Janus,500,1,1,3,3538.106157356
Janus,500,1,1,5,3461.3128307235
Janus,500,1,1,7,3396.4625118655003
Janus,500,1,2,1,3388.5315052295
Janus,500,1,2,3,3476.878177723
Janus,500,1,2,5,3431.2473737805003
Janus,500,1,2,7,3386.0976290870003
Janus,500,1,3,1,3377.5326037845
Janus,500,1,3,3,3435.1273917985
Janus,500,1,3,5,3404.483555901
Janus,500,1,3,7,3363.0021623089997
Janus,500,1,4,1,3391.576163029
Janus,500,1,4,3,3428.158847961
Janus,500,1,4,5,3408.536064476
Janus,500,1,4,7,3316.620572096
Janus,500,1,8,1,3460.4259077673337
Janus,500,1,8,3,3402.485600760667
Janus,500,1,8,5,3301.3335973643334
Janus,500,1,8,7,3243.052373455
Janus,500,2,1,1,4208.378367363501
Janus,500,2,1,3,3958.8748091605003
Janus,500,2,1,5,3860.3119798055004
Janus,500,2,1,7,3782.8113799145003
Janus,500,2,2,1,4244.322928818
Janus,500,2,2,3,3968.8895578655
Janus,500,2,2,5,3876.399749175
Janus,500,2,2,7,3797.0891508044997
Janus,500,2,3,1,4169.765770574
Janus,500,2,3,3,4002.1440556975
Janus,500,2,3,5,3852.2934745905
Janus,500,2,3,7,3778.683880812
Janus,500,2,4,1,4218.0698656125005
Janus,500,2,4,3,3978.9017048765
Janus,500,2,4,5,3849.5451207524998
Janus,500,2,4,7,3816.0883289129997
Janus,500,2,8,1,4206.735227402333
Janus,500,2,8,3,3890.6008893246667
Janus,500,2,8,5,3751.188334101333
Janus,500,2,8,7,3658.964496678333
Janus,500,4,1,1,4444.267812329001
Janus,500,4,1,3,4034.6899996715
Janus,500,4,1,5,3850.3400152414997
Janus,500,4,2,1,4431.860818158
Janus,500,4,2,3,4027.7939868334997
Janus,500,4,2,5,3846.330653294
Janus,500,4,2,7,3706.7540567925
Janus,500,4,3,1,4400.7073704135
Janus,500,4,3,3,4010.641550746
Janus,500,4,3,5,3817.7182371930003
Janus,500,4,3,7,3709.1661805265003
Janus,500,4,4,1,4413.1658181425
Janus,500,4,4,3,4009.743335299
Janus,500,4,4,5,3852.254313333
Janus,500,4,4,7,3706.660102799
Janus,500,4,8,1,4353.874309496
Janus,500,4,8,3,3926.9363595186664
Janus,500,4,8,5,3763.1138358626667
Janus,500,4,8,7,3580.6069208036665
Janus,500,8,1,1,4356.360426966
Janus,500,8,1,3,3734.57132211
Janus,500,8,2,1,4272.106501541501
Janus,500,8,2,3,3777.8790166825
Janus,500,8,2,5,3441.173162873
Janus,500,8,3,1,4323.014244901
Janus,500,8,3,3,3784.6880363174996
Janus,500,8,3,5,3533.866120182
Janus,500,8,3,7,3355.796121824
Janus,500,8,4,1,4337.469631530001
Janus,500,8,4,3,3835.341196513
Janus,500,8,4,5,3537.2477964555
Janus,500,8,4,7,3353.0399334685
Janus,500,8,8,1,4178.376117510333
Janus,500,8,8,3,3677.609207370333
Janus,500,8,8,5,3456.0523561723335
Janus,500,8,8,7,3240.3693818213337
Janus,500,16,1,1,4095.1931540719997
Janus,500,16,2,1,4050.4336320855
Janus,500,16,2,3,3442.7450999095
Janus,500,16,3,1,4066.7921685809997
Janus,500,16,3,3,3485.538038904
Janus,500,16,3,5,2267.9263382569497
Janus,500,16,4,1,4051.858125409
Janus,500,16,4,3,3475.2226281079998
Janus,500,16,4,5,3167.603336242
Janus,500,16,8,1,3976.348731363667
Janus,500,16,8,3,3352.692609508
Janus,500,16,8,5,3095.370200131
Janus,500,16,8,7,2882.8481290556665
Janus,500,32,2,1,3883.134360893
Janus,500,32,3,1,3844.8429576829994
Janus,500,32,4,1,3869.042052795
Janus,500,32,4,3,3186.2337795105004
Janus,500,32,8,1,3819.723579428
Janus,500,32,8,3,3187.1939467403336
Janus,500,32,8,5,2787.4387235313334
Janus,500,64,3,1,3811.5471608320004
Janus,500,64,4,1,3840.636242521
Janus,500,64,8,1,3734.190411477
Janus,500,128,8,1,3728.5968805686666
Janus,1000,1,1,1,5092.907238754667
Janus,1000,1,1,3,6096.8531206464995
Janus,1000,1,1,5,6256.266794730001
Janus,1000,1,1,7,6205.809537766
Janus,1000,1,2,1,5139.603722178
Janus,1000,1,2,3,5750.4701969185
Janus,1000,1,2,5,5694.7388708915005
Janus,1000,1,2,7,5614.1037276995
Janus,1000,1,3,1,5312.414638681
Janus,1000,1,3,3,5482.9326893405
Janus,1000,1,3,5,5500.7930384545
Janus,1000,1,3,7,5547.4279529549995
Janus,1000,1,4,1,5203.6783690965
Janus,1000,1,4,3,5533.062328622
Janus,1000,1,4,5,5482.734132897
Janus,1000,1,4,7,5398.8334271144995
Janus,1000,1,8,1,5088.430100025001
Janus,1000,1,8,3,5347.599325654333
Janus,1000,1,8,5,5227.367079390001
Janus,1000,1,8,7,5006.412396046333
Janus,1000,2,1,1,7755.5148851055
Janus,1000,2,1,3,7611.86019696
Janus,1000,2,1,5,7475.859049355
Janus,1000,2,1,7,7348.5356227995
Janus,1000,2,2,1,7449.438034322
Janus,1000,2,2,3,7451.365353176499
Janus,1000,2,2,5,7308.428610853
Janus,1000,2,2,7,7215.719318222999
Janus,1000,2,3,1,7464.1599573290005
Janus,1000,2,3,3,7340.902902445499
Janus,1000,2,3,5,7255.471521508
Janus,1000,2,3,7,7094.346768079
Janus,1000,2,4,1,7562.716803199
Janus,1000,2,4,3,7378.54779484
Janus,1000,2,4,5,7258.855822813501
Janus,1000,2,4,7,7073.0763172265
Janus,1000,2,8,1,7338.178977949
Janus,1000,2,8,3,7203.120841242667
Janus,1000,2,8,5,7103.926529052333
Janus,1000,2,8,7,6900.926028693
Janus,1000,4,1,1,8638.405707821501
Janus,1000,4,1,3,7845.588608022001
Janus,1000,4,1,5,7253.430683135501
Janus,1000,4,2,1,8626.109241744998
Janus,1000,4,2,3,7880.840068769501
Janus,1000,4,2,5,7589.708556568499
Janus,1000,4,2,7,7383.445503903
Janus,1000,4,3,1,8655.959509193
Janus,1000,4,3,3,7911.685649045
Janus,1000,4,3,5,7601.280273794
Janus,1000,4,3,7,7340.3131249745
Janus,1000,4,4,1,8677.24133875
Janus,1000,4,4,3,7938.414802428
Janus,1000,4,4,5,7670.8097342965
Janus,1000,4,4,7,7384.310825342
Janus,1000,4,8,1,8532.350362145999
Janus,1000,4,8,3,7784.3450768266675
Janus,1000,4,8,5,7499.9483107490005
Janus,1000,4,8,7,7184.751475746667
Janus,1000,8,1,1,8610.927568956999
Janus,1000,8,1,3,5720.5286196825
Janus,1000,8,2,1,8590.4170016895
Janus,1000,8,2,3,7628.313205897
Janus,1000,8,2,5,6688.889612491999
Janus,1000,8,3,1,8618.319099090499
Janus,1000,8,3,3,7604.1341705245
Janus,1000,8,3,5,7119.2649395945
Janus,1000,8,3,7,6719.31475402
Janus,1000,8,4,1,8538.418460204499
Janus,1000,8,4,3,7610.684631108999
Janus,1000,8,4,5,7153.023188476
Janus,1000,8,4,7,6700.461005102001
Janus,1000,8,8,1,8423.800149275334
Janus,1000,8,8,3,7475.7551271699995
Janus,1000,8,8,5,6917.054674467334
Janus,1000,8,8,7,6532.560785578334
Janus,1000,16,1,1,8055.5124493554995
Janus,1000,16,2,1,8090.5685553845
Janus,1000,16,2,3,5234.577574492
Janus,1000,16,3,1,8116.7480634735
Janus,1000,16,3,3,7003.4047329335
Janus,1000,16,3,5,3137.2484966585
Janus,1000,16,4,1,8066.724445808501
Janus,1000,16,4,3,6984.416109800501
Janus,1000,16,4,5,6142.4312119155
Janus,1000,16,8,1,8006.085430929001
Janus,1000,16,8,3,6811.178331430333
Janus,1000,16,8,5,6188.184531130667
Janus,1000,16,8,7,5681.956180966667
Janus,1000,32,2,1,7668.508890849999
Janus,1000,32,3,1,7716.7257193919995
Janus,1000,32,4,1,7700.4753635325
Janus,1000,32,4,3,5098.959792655
Janus,1000,32,8,1,7564.175710743333
Janus,1000,32,8,3,6278.4908299063345
Janus,1000,32,8,5,4463.31636702
Janus,1000,64,3,1,6483.703870961001
Janus,1000,64,4,1,7480.072954874
Janus,1000,64,8,1,7436.1545549699995
Janus,1000,128,8,1,6913.346177880999
Janus,2000,1,1,1,6499.745721587333
Janus,2000,1,1,3,7358.088073772
Janus,2000,1,1,5,7245.2725868065
Janus,2000,1,1,7,7354.701808651
Janus,2000,1,2,1,6373.5704997755
Janus,2000,1,2,3,6716.3655858655
Janus,2000,1,2,5,6701.510646429
Janus,2000,1,2,7,6417.45126887
Janus,2000,1,3,1,6460.522197235
Janus,2000,1,3,3,6201.076025008
Janus,2000,1,3,5,6269.928883298
Janus,2000,1,3,7,6323.487147817001
Janus,2000,1,4,1,6477.462178833999
Janus,2000,1,4,3,6115.556000136001
Janus,2000,1,4,5,6321.2111020560005
Janus,2000,1,4,7,5991.9172352045
Janus,2000,1,8,1,6142.787446819333
Janus,2000,1,8,3,5999.873150180334
Janus,2000,1,8,5,5683.773757273
Janus,2000,1,8,7,5540.3661431166665
Janus,2000,2,1,1,11681.788285765
Janus,2000,2,1,3,12350.1486455345
Janus,2000,2,1,5,12364.832628934
Janus,2000,2,1,7,11778.3659406735
Janus,2000,2,2,1,10646.571647584999
Janus,2000,2,2,3,10800.406295243502
Janus,2000,2,2,5,10779.658542539
Janus,2000,2,2,7,10638.5786449295
Janus,2000,2,3,1,10334.2280113665
Janus,2000,2,3,3,10187.706854739501
Janus,2000,2,3,5,10347.541179840999
Janus,2000,2,3,7,10377.338887562499
Janus,2000,2,4,1,10294.513244197002
Janus,2000,2,4,3,10188.1223012825
Janus,2000,2,4,5,10155.792639003
Janus,2000,2,4,7,10097.0516805095
Janus,2000,2,8,1,10394.769115112666
Janus,2000,2,8,3,9557.808789383334
Janus,2000,2,8,5,9721.788851327334
Janus,2000,2,8,7,9468.234428809332
Janus,2000,4,1,1,15786.7754471395
Janus,2000,4,1,3,14185.4369791225
Janus,2000,4,1,5,10856.0762893235
Janus,2000,4,2,1,15028.2998795065
Janus,2000,4,2,3,14617.4493496805
Janus,2000,4,2,5,13985.222901498
Janus,2000,4,2,7,12695.3192043125
Janus,2000,4,3,1,15040.4992500885
Janus,2000,4,3,3,14351.098449418001
Janus,2000,4,3,5,13914.0656034495
Janus,2000,4,3,7,13378.4194360075
Janus,2000,4,4,1,14525.674828382002
Janus,2000,4,4,3,14599.3395694295
Janus,2000,4,4,5,14298.701012594
Janus,2000,4,4,7,14011.4843942185
Janus,2000,4,8,1,14183.732291225335
Janus,2000,4,8,3,14100.544301041
Janus,2000,4,8,5,13650.586152769334
Janus,2000,4,8,7,13126.908580293668
Janus,2000,8,1,1,16780.361185513
Janus,2000,8,1,3,7918.295072859501
Janus,2000,8,2,1,16783.672797209998
Janus,2000,8,2,3,14144.154777983498
Janus,2000,8,2,5,10198.336557589
Janus,2000,8,3,1,16774.497762844003
Janus,2000,8,3,3,15111.03500405
Janus,2000,8,3,5,12582.581384199
Janus,2000,8,3,7,10357.410361279
Janus,2000,8,4,1,16857.627516258
Janus,2000,8,4,3,15241.024768256
Janus,2000,8,4,5,13910.276593814498
Janus,2000,8,4,7,12057.1908122525
Janus,2000,8,8,1,16524.545165797
Janus,2000,8,8,3,14749.377387025665
Janus,2000,8,8,5,13744.825751936332
Janus,2000,8,8,7,12491.161524050667
Janus,2000,16,1,1,13396.060266992
Janus,2000,16,2,1,16355.862472510002
Janus,2000,16,2,3,7493.5703528355
Janus,2000,16,3,1,16330.89826713
Janus,2000,16,3,3,11659.326492901
Janus,2000,16,3,5,4223.2797250625
Janus,2000,16,4,1,16481.972992863
