clients,shards,threads,replica,tput
200,32,4,3,0.9211335949371102
200,32,8,1,0.8321507955899082
200,32,8,3,0.6756294378771084
200,32,8,5,0.6022161697505248
200,32,16,1,0.8355176806870972
200,32,16,3,0.6622140301907703
200,64,3,1,0.8107979416845165
200,64,4,1,0.8583868961853992
200,64,8,1,0.8321974324735615
200,64,16,1,0.8101625932653642
200,128,8,1,0.8135021406323784
200,128,16,1,0.8262878369807815
500,1,1,1,13.72812067415733
500,1,1,3,17.73275505886328
500,1,1,5,21.634402441516137
500,1,1,7,22.900839763696418
500,1,2,1,13.472328221957135
500,1,2,3,16.97643543555972
500,1,2,5,21.939908336926813
500,1,2,7,23.907810729617616
500,1,3,1,14.107017020345783
500,1,3,3,17.60684916476483
500,1,3,5,21.159313993898344
500,1,3,7,23.88880136366862
500,1,4,1,13.590697392491348
500,1,4,3,17.81062267696669
500,1,4,5,20.26327068486981
500,1,4,7,23.33831321700805
500,1,8,1,14.984776786474383
500,1,8,3,16.93004899787248
500,1,8,5,19.694489003505048
500,1,8,7,20.780193454850792
500,1,16,1,14.810511061393248
500,1,16,3,18.06669322235003
500,1,16,5,19.028410933162423
500,1,16,7,21.66968041193277
500,2,1,1,6.86184480813272
500,2,1,3,7.969183526720942
500,2,1,5,9.459963440675118
500,2,1,7,10.09704231567386
500,2,2,1,8.203374236946829
500,2,2,3,8.856907902298058
500,2,2,5,10.125835877070841
500,2,2,7,10.723778109673209
500,2,3,1,8.150490561516392
500,2,3,3,8.19866806534245
500,2,3,5,9.893808055034388
500,2,3,7,10.549478155273501
500,2,4,1,8.37500248322479
500,2,4,3,8.156717964049319
500,2,4,5,9.565728081188707
500,2,4,7,10.809530805166222
500,2,8,1,8.654898123000995
500,2,8,3,8.617293941246613
500,2,8,5,9.226329333015421
500,2,8,7,9.273014297489812
500,2,16,1,8.345377857623273
500,2,16,3,8.559140594950305
500,2,16,5,9.363761424943416
500,2,16,7,10.384789570567472
500,4,1,1,3.0237669069089645
500,4,1,3,3.1010123521217605
500,4,1,5,3.3215719811921893
500,4,2,1,3.0355052650068615
500,4,2,3,3.286382540358312
500,4,2,5,3.3898769610469146
500,4,2,7,3.5942594246249073
500,4,3,1,3.119430514814654
500,4,3,3,3.1254115662035216
500,4,3,5,3.3900517659284746
500,4,3,7,3.5098780908818394
500,4,4,1,3.1862852130403225
500,4,4,3,3.3019817172214894
500,4,4,5,3.5866253978688825
500,4,4,7,3.72208844352209
500,4,8,1,3.305545033660372
500,4,8,3,3.186000594807004
500,4,8,5,3.43011581131792
500,4,8,7,3.5041976506502865
500,4,16,1,3.3169122816924563
500,4,16,3,3.4213682335678364
500,4,16,5,3.497274746089716
500,4,16,7,3.6953464914695204
500,8,1,1,1.5659262788705393
500,8,1,3,1.4196713974720885
500,8,2,1,1.5660957007707734
500,8,2,3,1.4619153680267671
500,8,2,5,1.4478029664118968
500,8,3,1,1.5579552125119154
500,8,3,3,1.4679984745922303
500,8,3,5,1.4546614879036002
500,8,3,7,1.4615778115549616
500,8,4,1,1.5917484649832754
500,8,4,3,1.5126271072011939
500,8,4,5,1.474198169370035
500,8,4,7,1.505811379677741
500,8,8,1,1.6469621318719507
500,8,8,3,1.4846474456201635
500,8,8,5,1.5382575946531247
500,8,8,7,1.5333035142996165
500,8,16,1,1.6799006846749334
500,8,16,3,1.5135790541829661
500,8,16,5,1.5318807300484445
500,8,16,7,1.5302698424312942
500,16,1,1,0.9776835732809694
500,16,2,1,0.9818614736288567
500,16,2,3,0.8379189414166011
500,16,3,1,0.9803046925704051
500,16,3,3,0.8458742423336217
500,16,3,5,0.7950539816744113
500,16,4,1,0.9818205022201583
500,16,4,3,0.8535442128930597
500,16,4,5,0.820622852543754
500,16,8,1,0.986057565388832
500,16,8,3,0.843444253063439
500,16,8,5,0.809362880837897
500,16,8,7,0.7732286103463791
500,16,16,1,1.0255335179930842
500,16,16,3,0.8616640870638965
500,16,16,5,0.828185930884673
500,16,16,7,0.8070276148021703
500,32,2,1,0.8270081563618271
500,32,3,1,0.8144399008239137
500,32,4,1,0.8191779302840672
500,32,4,3,1.5808603601386666
500,32,8,1,0.8231293346851076
500,32,8,3,0.6956472603397601
500,32,8,5,0.6112126903841311
500,32,16,1,0.8245070223870575
500,32,16,3,0.6815085236063441
500,64,3,1,0.8184735890409628
500,64,4,1,0.8448421904708285
500,64,8,1,0.8194848086358301
500,64,16,1,0.8324608458450419
500,128,8,1,0.83288854012777
500,128,16,1,0.8238689825525601
1000,1,1,1,28.265559280071624
1000,1,1,3,40.60955750454167
1000,1,1,5,49.67954943229618
1000,1,1,7,51.42425609363666
1000,1,2,1,28.236345854068208
1000,1,2,3,38.40326421489025
1000,1,2,5,48.46580626018082
1000,1,2,7,49.802262265261795
1000,1,3,1,29.362557688228627
1000,1,3,3,36.80528337091217
1000,1,3,5,44.56623896413297
1000,1,3,7,49.05843082283269
1000,1,4,1,30.23446265500355
1000,1,4,3,37.11221513574644
1000,1,4,5,45.03217241696294
1000,1,4,7,49.285677046725326
1000,1,8,1,30.231645413364326
1000,1,8,3,36.33447914607471
1000,1,8,5,41.35991254782801
1000,1,8,7,43.55923816035105
1000,1,16,1,30.757287317470055
1000,1,16,3,36.38446657282654
1000,1,16,5,39.194905084041594
1000,1,16,7,41.51377112829138
1000,2,1,1,22.100124700016387
1000,2,1,3,24.56426085165005
1000,2,1,5,28.3915369587879
1000,2,1,7,29.254409468138437
1000,2,2,1,25.4626690333778
1000,2,2,3,25.286950732085916
1000,2,2,5,28.60839407976411
1000,2,2,7,31.48088420018159
1000,2,3,1,26.383606530243867
1000,2,3,3,23.04226196066833
1000,2,3,5,27.34949048134239
1000,2,3,7,29.650855450307514
1000,2,4,1,26.107785875655512
1000,2,4,3,24.19048042283759
1000,2,4,5,27.490009876689385
1000,2,4,7,29.58253642765457
1000,2,8,1,26.423018941868957
1000,2,8,3,25.15368038931685
1000,2,8,5,27.20935686329719
1000,2,8,7,27.072332573745097
1000,2,16,1,27.362655357995155
1000,2,16,3,24.73736597106986
1000,2,16,5,27.150482935304602
1000,2,16,7,28.744779206055604
1000,4,1,1,8.214498009072882
1000,4,1,3,8.944849033579583
1000,4,1,5,9.646485168908828
1000,4,2,1,9.514514593805794
1000,4,2,3,9.381735621460908
1000,4,2,5,10.720745610151075
1000,4,2,7,11.036946373509458
1000,4,3,1,9.574114026380213
1000,4,3,3,9.136745685765318
1000,4,3,5,10.23995682537835
1000,4,3,7,10.591108809312301
1000,4,4,1,9.931366425068274
1000,4,4,3,9.768574358547555
1000,4,4,5,11.222712649952394
1000,4,4,7,11.5594659352487
1000,4,8,1,10.46966195680866
1000,4,8,3,9.361842324350151
1000,4,8,5,10.450365582430221
1000,4,8,7,10.22250715445966
1000,4,16,1,10.556917604608035
1000,4,16,3,9.967847362574389
1000,4,16,5,10.028984461357318
1000,4,16,7,10.946762855694573
1000,8,1,1,2.8973418318071036
1000,8,1,3,2.392699966882854
1000,8,2,1,3.152797180076487
1000,8,2,3,3.2995853214603517
1000,8,2,5,3.277746698102608
1000,8,3,1,3.29823921867363
1000,8,3,3,3.2988091429594606
1000,8,3,5,3.4004027401373227
1000,8,3,7,3.4859109324776765
1000,8,4,1,3.233666126481008
1000,8,4,3,3.325061594639922
1000,8,4,5,3.606281240993152
1000,8,4,7,3.659444366218361
1000,8,8,1,3.4330839064727647
1000,8,8,3,3.640916166964246
1000,8,8,5,3.9004189877420883
1000,8,8,7,4.006439119540397
1000,8,16,1,3.451790168123944
1000,8,16,3,3.5213706620237315
1000,8,16,5,3.8017826992973345
1000,8,16,7,3.803113312553675
1000,16,1,1,1.4569473394529637
1000,16,2,1,1.5002894167139815
1000,16,2,3,1.1248365497171986
1000,16,3,1,1.502230300510291
1000,16,3,3,1.3080520382491923
1000,16,3,5,1.052088749347532
1000,16,4,1,1.5095432299245317
1000,16,4,3,1.3370099110827036
1000,16,4,5,1.465081772611136
1000,16,8,1,1.5557338112756873
1000,16,8,3,1.4115933530983042
1000,16,8,5,1.415833798858559
1000,16,8,7,1.4258032276473709
1000,16,16,1,1.6624580936601845
1000,16,16,3,1.5343766975253774
1000,16,16,5,1.5844612250698258
1000,16,16,7,1.6464000497248714
1000,32,2,1,0.9211444183345903
1000,32,3,1,0.9245258465079053
1000,32,4,1,0.9231837597832102
1000,32,4,3,2.1681591056142375
1000,32,8,1,0.9262593162945962
1000,32,8,3,0.7790718035490501
1000,32,8,5,0.7237752499035676
1000,32,16,1,0.920986794698176
1000,32,16,3,0.7909939797943072
1000,64,3,1,0.8250200870218533
1000,64,4,1,0.8931031192737241
1000,64,8,1,0.8319127212251924
1000,64,16,1,0.8334602277254035
1000,128,8,1,0.8331653445308995
1000,128,16,1,0.8421290465850378
2000,1,1,1,49.89149262654113
2000,1,1,3,61.99410747109684
2000,1,1,5,72.56071679650552
2000,1,1,7,74.97818728758061
2000,1,2,1,49.36475082380449
2000,1,2,3,58.91974399353787
2000,1,2,5,69.51662880877528
2000,1,2,7,69.39188671364717
2000,1,3,1,50.71291762188128
2000,1,3,3,52.501557994523715
2000,1,3,5,61.66466680769513
2000,1,3,7,69.20347383293495
2000,1,4,1,52.02838817135322
2000,1,4,3,51.881197213976705
2000,1,4,5,64.11834607143871
2000,1,4,7,62.2696001582667
2000,1,8,1,50.355585240105235
2000,1,8,3,51.401202561116065
2000,1,8,5,54.11488927961306
2000,1,8,7,56.24786968881401
2000,1,16,1,51.14528995918218
2000,1,16,3,53.16955416052723
2000,1,16,5,54.223481798605214
2000,1,16,7,57.62887593147318
2000,2,1,1,53.35200416419761
2000,2,1,3,57.60225276220746
2000,2,1,5,68.0432287162401
2000,2,1,7,69.6710175156776
2000,2,2,1,57.45429811555201
2000,2,2,3,54.87336413570864
2000,2,2,5,60.371645431895345
2000,2,2,7,62.1365477586687
2000,2,3,1,58.45611555288496
2000,2,3,3,45.75922546273743
2000,2,3,5,56.92488922538254
2000,2,3,7,60.41172000622575
2000,2,4,1,54.3840388646936
2000,2,4,3,45.37295598971385
2000,2,4,5,54.40684072874254
2000,2,4,7,58.00220304901023
2000,2,8,1,60.31236712400284
2000,2,8,3,49.431881987071534
2000,2,8,5,51.0243417884446
2000,2,8,7,52.07271029313866
2000,2,16,1,58.41021832034105
2000,2,16,3,48.58875684403611
2000,2,16,5,49.331448019139756
2000,2,16,7,52.50389833499461
2000,4,1,1,27.902532468457707
2000,4,1,3,25.703092644630086
2000,4,1,5,23.183178106362984
2000,4,2,1,31.931886188096726
2000,4,2,3,29.391539118116192
2000,4,2,5,32.861958038508035
2000,4,2,7,31.047968957273795
2000,4,3,1,31.43454727618821
2000,4,3,3,26.124451017530493
2000,4,3,5,30.05389916127534
2000,4,3,7,30.583698615907238
2000,4,4,1,32.504787220321184
2000,4,4,3,30.561575874205392
2000,4,4,5,34.43707368279461
2000,4,4,7,36.76677366986502
2000,4,8,1,31.91388746479639
2000,4,8,3,28.140169203886053
2000,4,8,5,30.83014851488661
2000,4,8,7,30.089174211256505
2000,4,16,1,33.20767120004678
2000,4,16,3,27.81761005950877
2000,4,16,5,28.571308941727246
2000,4,16,7,29.40547763554073
2000,8,1,1,9.474074257664489
2000,8,1,3,5.384302943306105
2000,8,2,1,10.750248009465107
2000,8,2,3,10.018196969634612
2000,8,2,5,8.44127852307863
2000,8,3,1,10.925147235757953
2000,8,3,3,10.392561924717093
2000,8,3,5,10.250367905100491
2000,8,3,7,8.706913980641694
2000,8,4,1,11.202368280831566
2000,8,4,3,11.102705880617087
2000,8,4,5,12.415865346968896
2000,8,4,7,11.203431839848344
2000,8,8,1,12.145895881673322
2000,8,8,3,12.459755205473696
2000,8,8,5,13.375414554898853
2000,8,8,7,13.533025409969664
2000,8,16,1,12.190282384188995
2000,8,16,3,12.043596466385043
2000,8,16,5,12.76206475730092
2000,8,16,7,12.513578074479277
2000,16,1,1,2.578081938659043
2000,16,2,1,3.2049242334648325
2000,16,2,3,1.8520987161245
2000,16,3,1,3.2228329879432196
2000,16,3,3,2.7494623160451823
2000,16,4,1,3.2471897564845538
2000,16,4,3,3.220679460514575
2000,16,4,5,2.794561205914349
2000,16,8,1,3.4849965400518026
2000,16,8,3,3.686172369454398
2000,16,8,5,3.655346037368846
2000,16,8,7,3.334452079933858
2000,16,16,1,4.527106496229845
2000,16,16,3,4.543440314141488
2000,16,16,5,5.029755642471681
2000,16,16,7,5.103125018461521
2000,32,2,1,1.3471733056855069
2000,32,3,1,1.411218079744326
2000,32,4,1,1.4334258442873993
2000,32,4,3,5.4120735875830634
2000,32,8,1,1.506449291515911
2000,32,8,3,1.2389513589099075
2000,32,8,5,0.9862347952614248
2000,32,16,1,1.6015994818063564
2000,32,16,3,1.5260022347651676
2000,64,3,1,0.9799331286395307
2000,64,4,1,1.1810866043773873
2000,64,8,1,1.0339070493630225
2000,64,16,1,1.0003687291032015
2000,128,8,1,0.9664528497601094
2000,128,16,1,0.9762244552260275
4000,1,1,1,61.886517723277315
4000,1,1,3,76.74990142892165
4000,1,1,5,105.35066500036704
4000,1,1,7,107.16576227648488
4000,1,2,1,63.47907729826734
4000,1,2,3,71.14699149239311
4000,1,2,5,99.80557079425564
4000,1,2,7,98.7182361442212
4000,1,3,1,66.44908462973633
4000,1,3,3,70.54479771150389
4000,1,3,5,89.34062877713221
4000,1,3,7,97.18621775858541
4000,1,4,1,61.8156630534061
4000,1,4,3,71.06118346967563
4000,1,4,5,92.79444424035263
4000,1,4,7,89.78042173308498
4000,1,8,1,63.95172204105601
4000,1,8,3,72.236860824597
4000,1,8,5,78.15056827965671
4000,1,8,7,80.63040162357393
4000,1,16,1,63.99171995649025
4000,1,16,3,71.46562961997488
4000,1,16,5,73.45406437831426
4000,1,16,7,82.9528015372184
4000,2,1,1,68.64523921865832
4000,2,1,3,75.96888355067435
4000,2,1,5,82.2631641666603
4000,2,1,7,87.89386159888667
4000,2,2,1,71.68298034220794
4000,2,2,3,69.97347759438689
4000,2,2,5,75.30696264211892
4000,2,2,7,79.32553546004269
4000,2,3,1,73.4244055699898
4000,2,3,3,61.50389805553687
4000,2,3,5,73.10687793061356
4000,2,3,7,79.5998553231234
4000,2,4,1,74.27584067635723
4000,2,4,3,62.83653830913875
4000,2,4,5,69.65598682262782
4000,2,4,7,72.82624846298027
4000,2,8,1,72.85427924330402
4000,2,8,3,63.5466765025407
4000,2,8,5,64.96005614490863
4000,2,8,7,66.54878819566449
4000,2,16,1,74.48320337657753
4000,2,16,3,63.00268486544184
4000,2,16,5,63.330611484025845
4000,2,16,7,66.18246769601015
4000,4,1,1,56.47976333176629
4000,4,1,3,55.52336344575219
4000,4,1,5,48.45916907600169
4000,4,2,1,59.10591390067449
4000,4,2,3,53.04228920683385
4000,4,2,5,62.38840899200344
4000,4,2,7,60.65230910082998
4000,4,3,1,59.40433126611248
4000,4,3,3,47.51208384911669
4000,4,3,5,56.392985917792956
4000,4,3,7,56.69818761569189
4000,4,4,1,61.32673298230731
4000,4,4,3,52.57602041652354
4000,4,4,5,61.896057492799244
4000,4,4,7,64.73693856685095
4000,4,8,1,63.24865010944744
4000,4,8,3,49.64229088022029
4000,4,8,5,56.155199197198236
4000,4,8,7,54.049593267215066
4000,4,16,1,61.7944914336705
4000,4,16,3,49.41133342594622
4000,4,16,5,52.0297687890166
4000,4,16,7,48.36300952573067
4000,8,1,1,27.560211693192286
4000,8,1,3,11.331457706418819
4000,8,2,1,31.825717505488196
4000,8,2,3,25.581154591246626
4000,8,2,5,20.28567192539527
4000,8,3,1,33.12929261710488
4000,8,3,3,26.395612120560536
4000,8,3,5,25.92873387693701
4000,8,3,7,21.504608148326014
4000,8,4,1,33.94051705180519
4000,8,4,3,30.40290736891597
4000,8,4,5,32.35320195700717
4000,8,4,7,30.315086321144555
4000,8,8,1,36.69275143876749
4000,8,8,3,33.83590895986492
4000,8,8,5,37.03015117682257
4000,8,8,7,35.88690051340754
4000,8,16,1,36.495161169873555
4000,8,16,3,29.35536772830251
4000,8,16,5,32.369426042253814
4000,8,16,7,30.958533154571914
4000,16,1,1,6.577836302935103
4000,16,2,1,9.106845501467948
4000,16,2,3,4.129283552020691
4000,16,3,1,9.512619635683139
4000,16,3,3,7.095527512416058
4000,16,4,1,10.038177183691861
4000,16,4,3,8.780697860089832
4000,16,4,5,7.330173656808357
4000,16,8,1,9.830967871581842
4000,16,8,3,10.731887845073528
4000,16,8,5,10.630405012511789
4000,16,8,7,9.530262462178042
4000,16,16,1,15.224786895687018
4000,16,16,3,14.313878864090816
4000,16,16,5,15.247878383697625
4000,16,16,7,15.30117201457316
4000,32,2,1,2.2227382908548337
4000,32,3,1,2.5590809219092683
4000,32,4,1,2.759356342191687
4000,32,4,3,11.947510307204702
4000,32,8,1,2.9668944415568315
4000,32,8,3,2.7358886068376744
4000,32,8,5,1.933568302756315
4000,32,16,1,3.9349561994601836
4000,32,16,3,3.842377240482802
4000,64,3,1,1.2623419010227084
4000,64,4,1,1.7088576275866163
4000,64,8,1,1.4913431528466528
4000,64,16,1,1.648955270812083
4000,128,8,1,1.276441154395966
4000,128,16,1,1.3584404152049385
