nnodes,#WH,dist,alg,tp
16,2,100,Calvin,44616.21565225237
16,4,0,2pl,6349.101528516873
16,4,0,Calvin,286203.04359377094
16,4,10,2pl,22879.62875153111
16,4,10,Calvin,123912.96852560867
16,4,20,2pl,95868.04745513863
16,4,20,Calvin,130522.28347963747
16,4,30,2pl,34636.38188345386
16,4,30,Calvin,46034.92974685624
16,4,40,2pl,55541.48500195884
16,4,40,Calvin,63958.44644478018
16,4,50,2pl,54832.24117732394
16,4,50,Calvin,129273.68661184215
16,4,60,2pl,974.3070190360605
16,4,60,Calvin,70627.01411781604
16,4,70,2pl,877.8383625238772
16,4,70,Calvin,42899.56404353723
16,4,80,2pl,1556.4780389064535
16,4,80,Calvin,65972.85762059443
16,4,90,2pl,1788.143090650169
16,4,90,Calvin,204.90857916260953
16,4,100,2pl,2934.4599367936826
16,4,100,Calvin,99.99196666666667
16,8,0,2pl,22616.998469868293
16,8,0,Calvin,302456.5814018702
16,8,10,2pl,27271.935040779837
16,8,10,Calvin,292684.19697281247
16,8,20,2pl,13135.466823519406
16,8,20,Calvin,149030.363937473
16,8,30,2pl,32516.665959758215
16,8,30,Calvin,266034.1503967223
16,8,40,2pl,305259.2853867644
16,8,40,Calvin,167752.64370114796
16,8,50,2pl,20734.488882267335
16,8,50,Calvin,178003.96284067654
16,8,60,2pl,203404.98216869167
16,8,60,Calvin,216847.1710360908
16,8,70,2pl,14917.032339364225
16,8,70,Calvin,208980.01123100994
16,8,80,2pl,44809.449179358366
16,8,80,Calvin,201922.23249796196
16,8,90,2pl,820.8403411065314
16,8,90,Calvin,183979.15226394698
16,8,100,2pl,2889.9984119897204
16,8,100,Calvin,182811.30995699778
16,16,0,2pl,117846.1356843902
16,16,0,Calvin,306298.2243936526
16,16,10,2pl,14545.585527361693
16,16,10,Calvin,289425.4882600801
16,16,20,2pl,16940.433740441847
16,16,20,Calvin,269753.3156327224
16,16,30,2pl,1906.7789525676928
16,16,30,Calvin,281034.44814229413
16,16,40,2pl,147699.17301865423
16,16,40,Calvin,275929.5944874502
16,16,50,2pl,86028.39064272445
16,16,50,Calvin,260884.34970943004
16,16,60,2pl,1985.8756344048936
16,16,60,Calvin,244744.0816062526
16,16,70,2pl,19717.949771223437
16,16,70,Calvin,232708.10416955827
16,16,80,2pl,78501.16861980382
16,16,80,Calvin,215962.27629907872
16,16,90,2pl,31709.726530432177
16,16,90,Calvin,209621.40749732792
16,16,100,2pl,96715.06742582818
16,16,100,Calvin,164192.3822471155
16,32,0,2pl,31548.712440080835
16,32,0,Calvin,310746.7609440368
16,32,10,2pl,136708.1056341109
16,32,10,Calvin,296052.6058737133
16,32,20,2pl,37755.55423829337
16,32,20,Calvin,287060.76211978705
16,32,30,2pl,77731.94846021573
16,32,30,Calvin,276326.2450323543
16,32,40,2pl,199669814.91562784
16,32,40,Calvin,233993.0539145635
16,32,50,2pl,89526.40021596041
16,32,50,Calvin,252407.1500719993
16,32,60,2pl,265700.8808783141
16,32,60,Calvin,238710.25253830795
16,32,70,2pl,260618.7867017819
16,32,70,Calvin,171001.02772678717
16,32,80,2pl,219851.5493605494
16,32,80,Calvin,227430.36440387383
16,32,90,2pl,99476.51016867415
16,32,90,Calvin,235478.22028376698
16,32,100,2pl,292448.3555733045
16,32,100,Calvin,218932.85304065925
16,64,0,2pl,70557.4240338999
16,64,0,Calvin,306101.0658055184
16,64,10,2pl,598039.9767842442
16,64,10,Calvin,313630.93366484204
16,64,20,2pl,40705.5202003145
16,64,20,Calvin,311317.67748163495
16,64,30,2pl,253045.19521976545
16,64,30,Calvin,187769.68396292327
16,64,40,2pl,47748.381176934105
16,64,40,Calvin,273578.5344363656
16,64,50,2pl,313905.3952905747
16,64,50,Calvin,190990.74283392171
16,64,60,2pl,158829.1072585321
16,64,60,Calvin,243086.21883289827
16,64,70,2pl,799236.9987454917
16,64,70,Calvin,227748.20699008845
16,64,80,2pl,166922.71877077947
16,64,80,Calvin,205922.38301547943
16,64,90,2pl,760202.4459865304
16,64,90,Calvin,202016.4464363047
16,64,100,2pl,101598.13473019726
16,64,100,Calvin,150157.87041862626
16,128,0,2pl,154.10056333333333
16,128,0,Calvin,-3.0
16,128,10,2pl,-3.0
16,128,10,Calvin,22825.02049875
16,128,20,2pl,-2.0
16,128,20,Calvin,-3.0
16,128,30,2pl,155.1497797
16,128,30,Calvin,-3.0
16,128,40,2pl,-2.0
16,128,40,Calvin,-2.0
16,128,50,2pl,20.82218222222222
16,128,50,Calvin,12128.35499
16,128,60,2pl,-3.0
16,128,60,Calvin,4877.963
16,128,70,2pl,18.713326756206758
16,128,70,Calvin,-3.0
16,128,80,2pl,9.722744360902256
16,128,80,Calvin,3172.9559795000005
16,128,90,2pl,2.581818181818182
16,128,90,Calvin,16767.163
16,128,100,2pl,7.145571185412952
16,128,100,Calvin,-3.0
32,1,0,2pl,26188.370409184343
32,1,0,Calvin,397959.90655507334
32,1,10,2pl,477.4093938308861
32,1,10,Calvin,25663.236692354094
32,1,20,2pl,415.23333900650204
32,1,20,Calvin,23840.83558925734
32,1,30,2pl,143.6573329539923
32,1,30,Calvin,42023.14979383693
32,1,40,2pl,13814.44983464663
32,1,40,Calvin,37147.338640522525
32,1,50,2pl,3421.137622632779
32,1,50,Calvin,44736.95388717073
32,1,60,2pl,197140.14556049125
32,1,60,Calvin,36811.34049071628
32,1,70,2pl,10270.20958863397
32,1,70,Calvin,43522.74273086246
32,1,80,2pl,19649.13058329262
32,1,80,Calvin,22545.98060571171
32,1,90,2pl,13495.541237653468
32,1,90,Calvin,23344.13365080485
32,1,100,2pl,28264.83809050977
32,1,100,Calvin,41532.88762427508
32,2,0,2pl,70223.79469558214
32,2,0,Calvin,366990.2739215105
32,2,10,2pl,518.7052014650202
32,2,10,Calvin,79445.90002508427
32,2,20,2pl,2230.7689682588866
32,2,20,Calvin,57441.35635066407
32,2,30,2pl,5636.810862271096
32,2,30,Calvin,100156.24781430095
32,2,40,2pl,4611.604941365887
32,2,40,Calvin,79614.13806109485
32,2,50,2pl,10299.774444994428
32,2,50,Calvin,58432.7642544913
32,2,60,2pl,10920.773779145646
32,2,60,Calvin,100284.91074210669
32,2,70,2pl,14867.302352493796
32,2,70,Calvin,52821.43777756329
32,2,80,2pl,11457.53269965922
32,2,80,Calvin,52364.821399029395
32,2,90,2pl,20182.659925348442
32,2,90,Calvin,71313.77886898846
32,2,100,2pl,8961.987068522272
32,2,100,Calvin,74570.53873894495
32,4,0,2pl,73180.89625219093
32,4,0,Calvin,407681.61527602887
32,4,10,2pl,47032.092485092806
32,4,10,Calvin,112043.29663397426
32,4,20,2pl,16835.106128093565
32,4,20,Calvin,118196.43125962035
32,4,30,2pl,16327.126325552095
32,4,30,Calvin,119639.41127432848
32,4,40,2pl,8589.90036533843
32,4,40,Calvin,93091.00830128592
32,4,50,2pl,8648.602504564717
32,4,50,Calvin,143888.12900843692
32,4,60,2pl,2961.889614874314
32,4,60,Calvin,82167.7212035765
32,4,70,2pl,190402.13044090755
32,4,70,Calvin,23026.858741597738
32,4,80,2pl,9386.814114721565
32,4,80,Calvin,547.3638995712836
32,4,90,2pl,3474.585922538932
32,4,90,Calvin,197.22772386098427
32,4,100,2pl,2616.307243294507
32,4,100,Calvin,154.4315137976915
32,8,0,2pl,85368.05468538478
32,8,0,Calvin,616497.5830516473
32,8,10,2pl,120435.87498020717
32,8,10,Calvin,398092.08260707854
32,8,20,2pl,792.3361365669575
32,8,20,Calvin,222883.92721765712
32,8,30,2pl,171154.84108054382
32,8,30,Calvin,476418.9239027498
32,8,40,2pl,160038.6743646793
32,8,40,Calvin,228394.35990154595
32,8,50,2pl,167843.36394029035
32,8,50,Calvin,299797.3438843646
32,8,60,2pl,4703.335350938827
32,8,60,Calvin,210019.27093738396
32,8,70,2pl,1541.2969749731844
32,8,70,Calvin,283029.54476565175
32,8,80,2pl,3059.070546871209
32,8,80,Calvin,301619.42194005754
32,8,90,2pl,191202.62210908005
32,8,90,Calvin,174466.86459257294
32,8,100,2pl,1193.8492716403055
32,8,100,Calvin,179191.46543632404
32,16,0,2pl,338155.4545238043
32,16,0,Calvin,614310.1744489582
32,16,10,2pl,610577.0862924206
32,16,10,Calvin,616267.6289138346
32,16,20,2pl,172579.39254365093
32,16,20,Calvin,581090.4657672779
32,16,30,2pl,32919.155876510464
32,16,30,Calvin,544709.6372771696
32,16,40,2pl,45418.34853407664
32,16,40,Calvin,416521.0784856635
32,16,50,2pl,18552.65126699748
32,16,50,Calvin,390499.7956061151
32,16,60,2pl,140057.09889213703
32,16,60,Calvin,442832.89815490943
32,16,70,2pl,50370.49944271939
32,16,70,Calvin,404006.3800678104
32,16,80,2pl,22204.782707484414
32,16,80,Calvin,320351.4095856819
32,16,90,2pl,3097.0275882144174
32,16,90,Calvin,339404.1028725216
32,16,100,2pl,3453.9906432892008
32,16,100,Calvin,316669.2321850162
32,32,0,2pl,70298.8902413666
32,32,0,Calvin,626801.5635612388
32,32,10,2pl,143519.21430960819
32,32,10,Calvin,600863.5252695918
32,32,20,2pl,610955.9384583592
32,32,20,Calvin,608619.652368964
32,32,30,2pl,629886.8727782901
32,32,30,Calvin,562171.3261573105
32,32,40,2pl,452519.0821644809
32,32,40,Calvin,538990.7568573095
32,32,50,2pl,265966.1767042664
32,32,50,Calvin,469655.61032142723
32,32,60,2pl,635762.6957667439
32,32,60,Calvin,489836.5643421442
32,32,70,2pl,570842.3734727165
32,32,70,Calvin,321141.46746112435
32,32,80,2pl,51228.731619505656
32,32,80,Calvin,303585.32869738067
32,32,90,2pl,396705.7239424444
32,32,90,Calvin,410513.5304209443
32,32,100,2pl,700673.0975003703
32,32,100,Calvin,387570.74790143996
32,64,0,2pl,38442.80179973538
32,64,0,Calvin,625958.4078598557
32,64,10,2pl,39798.267506738666
32,64,10,Calvin,420902.3471440741
32,64,20,2pl,369131.1085337443
32,64,20,Calvin,559208.5109634581
32,64,30,2pl,290997.54298150266
32,64,30,Calvin,428679.1799771734
32,64,40,2pl,1118248.3819973103
32,64,40,Calvin,488350.26011711505
32,64,50,2pl,682217.9694449938
32,64,50,Calvin,464829.73676596704
32,64,60,2pl,1692887.055086623
32,64,60,Calvin,419035.4321183027
32,64,70,2pl,1157189.1719948386
32,64,70,Calvin,418446.7648371731
32,64,80,2pl,653602.2837687507
32,64,80,Calvin,362503.09994506993
32,64,90,2pl,835676.9168668078
32,64,90,Calvin,373078.48427636916
32,64,100,2pl,952975.2106412648
32,64,100,Calvin,233604.85318545284
32,128,0,2pl,-3.0
32,128,0,Calvin,-3.0
32,128,10,2pl,-3.0
32,128,10,Calvin,-3.0
32,128,20,2pl,-2.0
32,128,20,Calvin,-3.0
32,128,30,2pl,2.382275132275132
32,128,30,Calvin,-3.0
32,128,40,2pl,4.946078431372549
32,128,40,Calvin,-3.0
32,128,50,2pl,1.112781954887218
32,128,50,Calvin,-3.0
32,128,60,2pl,-2.0
32,128,60,Calvin,-3.0
32,128,70,2pl,-2.0
32,128,70,Calvin,-3.0
32,128,80,2pl,4.4523809523809526
32,128,80,Calvin,-3.0
32,128,90,2pl,-3.0
32,128,90,Calvin,-3.0
32,128,100,2pl,-2.0
32,128,100,Calvin,-3.0
